news_id,news_url_absolute,news_init_date,news_final_date,news_title,news_text_content
722b735d-bcab-44d6-adbf-0c72b0f10dfc,https://unionromani.org/2023/03/22/instituto-romano-estrena-la-v-edicion-de-sus-cursos-sobre-poblacion-gitana-en-exclusion-en-zaragoza-salamanca-y-valladolid/,2023-03-22,2023-03-22,"Instituto Romanò estrena la V edición de sus cursos sobre población gitana en exclusión en Zaragoza, Salamanca y Valladolid","La V edición de los tres cursos sobre población gitana en exclusión que organiza Instituto Romanò para Asuntos Sociales y Culturales, está ya lista para arrancar.

El miércoles 12 de abril la ciudad de Zaragoza, en concreto su Facultad de Ciencias Sociales y del Trabajo, acogerá la inauguración y las dos primeras sesiones del curso »Realidad Educativa de la Comunidad Gitana en Exclusión», donde asistirá alumnado de forma presencial a la vez que serán retransmitidas en streaming para participantes de otras zonas geográficas de España, que podrán seguir el evento online. El acto inaugural contará con la presencia de representantes del Decanato de la facultad, así como del presidente de Instituto Romanò, Juan de Dios Ramírez Heredia, que será también el encargado de impartir la primera de las sesiones. A su término, intervendrán la directora y la jefa de estudios del CEIP Ramiro Solans, Rosa Llorente y Amparo Jiménez respectivamente, con una charla sobre Aprendizaje Cooperativo.

Días después, el 18 de abril, comenzará en la Facultad de Ciencias Sociales de Salamanca el segundo de los cursos, sobre »Mediación Intercultural: Ámbitos de Intervención con Población Gitana Desfavorecida», cuya apertura estará presidida por la Decana de la facultad, Purificación Morgado, y el vicepresidente de Instituto Romanò, Antonio Torres. Seguidamente intervendrá Rafael Buhígas, investigador de la Universidad Autónoma de Madrid, con una ponencia sobre »la Historia del Pueblo Gitano», a la que seguirá otra sobre »Aspectos Sociológicos de la Comunidad Gitana», que conducirá Antonio Torres.

Finalmente, el jueves 20 de abril, autoridades institucionales de Valladolid y académicas de la Facultad de Educación y Trabajo Social de esta misma ciudad (donde se celebrarán las sesiones presenciales), acompañarán al presidente de Instituto Romanò en la inauguración del tercero de los cursos: »Estrategias de Intervención con la Comunidad Gitana Desfavorecida».

El objetivo que se persigue es instruir y ampliar los conocimientos de aquellas personas que trabajen o vayan a trabajar con población gitana en exclusión. Por ello estas formaciones están dirigidas principalmente a profesionales y estudiantes de los ámbitos social y educativo que interactúen con este grupo poblacional en contextos vulnerables en su labor diaria. Estos cursos pretenden dar una visión más real, y alejada de estereotipos, de la situación educativa y social que viven actualmente muchos gitanos y gitanas de España, así como sobre las posibles metodologías y soluciones a aplicar para mejorar esas condiciones de desigualdad.

La inscripción para los cursos estará abierta en la web hasta el martes 28 de abril.

"
3ac0a803-bccc-494d-89eb-df2bde046bee,https://unionromani.org/2023/03/20/en-busca-del-mejor-relato-sobre-la-mujer-gitana/,2023-03-20,2023-03-20,En busca del mejor relato sobre la mujer gitana,"La Federació d’Associacions Gitanes de Catalunya (FAGiC) convoca el 6º concurso de relatos “Pintemos de Gitano Cataluña” (Pintem de Gitano Catalunya), cuyo fin es incentivar la creatividad literaria a la vez que divulgar la cultura, la historia, las costumbres y tradiciones del Pueblo Gitano.

Los relatos tratarán sobre la mujer gitana como motor del cambio del Pueblo Gitano: se valorará especialmente aquellos relatos que contemplen la importancia de las mujeres y que rompan tópicos y estereotipos.

En el concurso podrán participar todas las personas que lo deseen, aunque se invita sobre todo a personas gitanas.

Los trabajos podrán presentarse hasta el 1 de mayo de 2023 y deberán ser enviados a info@fagic.org. En el asunto del correo electrónico deberá aparecer “6º Concurso de cuentos gitanos FAGiC”. Se enviará, en adjunto, el archivo con el cuento o cuentos firmado con el pseudónimo y, en otro archivo, los datos del autor/autora y el título del relato. Aunque no se puede confirmar el valor de los premios, los tres relatos premiados serán editado en un libro que se repartirá en bibliotecas, centros cívicos y escuelas gratuitamente.

Leer más: Letralia"
39e105ca-33c8-4adc-9a1a-7f1cac064846,https://unionromani.org/2023/03/20/lucia-y-daniel-protagonistas-de-una-boda-gitana-con-casi-1-000-invitados/,2023-03-20,2023-03-20,Lucía y Daniel: protagonistas de una boda gitana con casi 1.000 invitados,"Unas 900 personas asistieron este sábado a la impresionante boda gitana de los jóvenes novios gitanos, Lucía y Daniel, en el Recinto Ferial de Ibiza. Familiares y amigos no quisieron perderse este gran acontecimiento en el que las risas, la música y el buen ambiente han sido los protagonistas.

Las bandejas de arroz salieron una tras otra para calmar los estómagos hambrientos de los casi 1.000 invitados para así poder continuar con la celebración. Al ritmo de la buena música en directo, sobre un pequeño escenario, mayores y pequeños se animaron a bailar y disfrutar de esta fiesta en la que se ha hecho oficial el vínculo de amor de Lucía y Daniel.

Leer más: Diario de Ibiza"
714a7d4f-fd58-4ea2-b8ed-20391d834c94,https://unionromani.org/2023/03/20/los-xv-premios-cofrade-ciudad-de-marbella-2023-reconocen-al-pianista-y-compositor-gitano-dorantes-como-musico-del-ano/,2023-03-20,2023-03-20,Los XV Premios Cofrade Ciudad de Marbella 2023 reconocen al pianista y compositor gitano Dorantes como Músico del Año,"El evento se realizó el viernes 17 de marzo, a las 19:00 horas, en el Palacio de Congresos Adolfo Suárez de Marbella en una gala que fue presentada por José Antonio Gómez, José Manuel Parada y María Luz Aguilar. Con estos premios se quiere rendir homenaje a los hermanos de distintas cofradías, creadores de imágenes, artistas, periodistas y profesionales de distintos ámbitos que tienen relación con los eventos que se celebran en la Semana Santa en la localidad y que permiten mejorar las salidas procesionales.

La importancia de Dorantes

Dorantes no es sólo un virtuoso instrumentista gitano que ha convertido el piano en solista y elemento dinamizador del flamenco andaluz, también es un brillante compositor orquestal. Su fuerza creativa ha desatado una auténtica revolución en la música flamenca. Dorantes abre nuevos y coherentes caminos para el patrimonio flamenco y, en su imparable avance, lo acerca al estatus de “música clásica o culta”. Todo esto mientras se mantiene férreamente congruente con sus raíces. José Luis Navarro, catedrático e historiador de flamenco, afirma: “Dorantes está haciendo con el piano, a pasos agigantados, lo que hacía Paco de Lucía con la guitarra”. La periodista Mirien Landeta añade “Dorantes es un recuerdo del flamenco que mira al futuro. Es armonía y ruptura. Es técnica y puro virtuosismo combinado con pasión y sentimiento. Es, como su piano, blanco y negro. Marfil y carne, hombre y música”."
485ac7d9-279a-46b3-a8f4-8d4c2977cdbe,https://unionromani.org/2023/03/20/el-muro-del-racismo-contra-la-discriminacion-racial-y-etnica/,2023-03-20,2023-03-20,“El muro del racismo”: contra la discriminación racial y étnica,"Mañana martes 21 de marzo, en ocasión del Día Internacional para la Eliminación de la discriminación Racial, la Fundación Cepaim y el Movimiento por la Paz (MPDL) organizan la actividad “El muro del racismo”.

El evento impulsado por tales organizaciones pretende ofrecer un espacio para compartir nuestras experiencias personales y colectivas alrededor del racismo como personas migrantes y/o de identidades no blancas. Asimismo, la Fundación Cepaim y el Movimiento por la Paz (MPDL) brindará a todos los asistentes interesados información sobre el servicio de atención y acompañamiento a personas víctimas de discriminación racial y étnica.

La actividad “El muro del racismo” se llevará a cabo concretamente el martes 21 de marzo de 11:00 a 15:00 en la Calle de Sant Pau, 80."
0f96787e-d85b-4657-9479-f96067e89b43,https://unionromani.org/2022/04/22/mas-de-3-000-personas-se-reunieron-para-celebrar-el-dia-mundial-de-los-romanies-en-ostrava-republica-checa-2/,2022-04-22,2022-04-22,"Más de 3.000 personas se reunieron para celebrar el Día Mundial de los Romaníes en Ostrava, República Checa","(PHOTO: Richard Samko)

Después de una pausa de dos años debido a la pandemia, las celebraciones del Día Mundial de los Romaníes regresaron a Ostrava este año. Durante la tarde más de 3.000 personas se dirigieron a la plaza Svatopluk Čech en Ostrava-Přívoz para celebrar juntos este importante día romaní.

Durante el transcurso de la tarde actuaron sobre el escenario la Slovak Band, el cantante Bertík Girga, los Milko Brothers y la famosa vocalista Gitana. El cantante Ricardo Kwiek también actuó como invitado. ROMEA TV transmitió las actuaciones en vivo y en línea.

Esta es la tercera vez que el Movimiento de Estudiantes Romaníes, apoyado por la Asociación de Asociaciones y Empresarios Romaníes, organiza el Día Mundial del Pueblo Gitano en Ostrava."
0c244d99-d02c-486b-b6de-1b338f011e74,https://unionromani.org/2021/10/09/el-tercer-sector-y-la-agenda-2030-una-oportunidad-para-las-alianzas-transformadoras/,2021-10-09,2021-10-09,"El Tercer Sector y la Agenda 2030, una oportunidad para las alianzas transformadoras","Unos días después de que se haya cumplido el sexto aniversario de la aprobación de la Agenda 2030, la Plataforma del Tercer Sector ha organizado el evento ‘Diálogo sobre la reconstrucción social en clave Agenda 2030’. Este evento se enmarca en las actividades sobre Tercer Sector y alineamiento estratégico con los Objetivos de Desarrollo Sostenible que está desarrollando la PTS.

Un evento concebido como espacio de diálogo y reflexión bajo el idioma y el horizonte común que son los Objetivos de Desarrollo Sostenible. Un encuentro en el que se han dado cita el sector empresarial, las administraciones públicas, la sociedad civil organizada y la academia. La jornada ha sido presentada por Mayte Suárez, vicepresidenta de Coordinación y Desarrollo Territorial de la Plataforma del Tercer Sector y moderada por Carlos Susías, vicepresidente de Políticas Sociales, Agenda 2030 y Asuntos Europeos de la Plataforma del Tercer Sector.

Durante su introducción, Carlos Susías ha destacado la importancia del papel de la PTS en el desarrollo de la Estrategia de Desarrollo Sostenible de España. Susías también ha señalado que los problemas que viene a solucionar esta estrategia y la Agenda 2030 eran anteriores a la pandemia, pero se han acentuado, por lo que es importante sacarla adelante.

Para finalizar, Luciano Poyato, presidente de la PTS ha afirmado que los Objetivos de Desarrollo Sostenible nos implican a todos y a todas. Respecto al papel del Tercer Sector, Poyato ha explicado que “el Tercer Sector puede aportar su experiencia, capacidad de planificación y formas de relación”. También ha añadido que “el papel del Tercer Sector es abrirse a la colaboración, al aprendizaje y a la escucha”.

Este evento se enmarca en la serie de actividades promovidas por la Plataforma del Tercer Sector bajo el título ‘Tercer Sector y alineamiento estratégico con los Objetivos de Desarrollo Sostenible’ que se realizan gracias a la financiación a cargo del 0,7% del IRPF del Ministerio de Derechos Sociales y Agenda 2030."
bd43ce7f-aba5-4f3d-a86d-bb3a0f5f1a6a,https://unionromani.org/2021/09/22/el-pasado-mes-de-agosto-se-celebro-en-don-benito-el-encuentro-de-asociaciones-juveniles/,2021-09-22,2021-09-22,El pasado mes de agosto se celebró en Don Benito el Encuentro de Asociaciones Juveniles,"Del 13 al 15 de agosto, en el espacio de Creación Joven de Don Benito, en Extremadura, se llevó a cabo el Encuentro de Asociaciones Juveniles, programado dentro de la Semana de la Juventud de la localidad, para celebrar que el día 12 de agosto es el Día Internacional de la Juventud.

La iniciativa se adscribe al Proyecto Joven, subvencionado por la Junta de Extremadura a través de la Consejería de Igualdad y Portavocía y el Instituto de la Juventud de Extremadura. El Instituto Romanò para Asuntos Sociales y Culturales fue invitado, al igual que otras asociaciones, a dar una ponencia sobre los retos que ha tenido la entidad durante la pandemia. La ponencia fue llevada a cabo por Cándida Álvarez Guerrero, técnica y representante en Extremadura de dicha entidad.

“Hablamos de las debilidades, en contraposición con las fortalezas. La fortaleza del Pueblo Gitano, su capacidad de supervivencia, su fuerte sentido de identidad. El gitano ha superado muchas crisis a lo largo de su recorrido histórico. La pandemia es una más, ya que su capacidad de adaptación es vista como una oportunidad y una fortaleza” explica Cándida.

“Mi trabajo durante la pandemia, el de superar retos, se basó en las características del pueblo gitano. Nada me puede hundir, si tengo a la familia al lado. Nos pusimos a trabajar como lo hubiera hecho una familia gitana, buscando recursos hasta debajo de las piedras” declararon algunos de los participantes en la sesión."
4f6e0fbd-54b0-40c5-b449-439bafb34023,https://unionromani.org/2021/09/07/los-gitanos-de-todo-el-mundo-no-deben-convertirse-en-chivos-expiatorios-de-los-politicos/,2021-09-07,2021-09-07,Los gitanos de todo el mundo no deben convertirse en chivos expiatorios de los políticos,"“Los pueblos romaníes o gitanos de todo el mundo no deben convertirse en chivos expiatorios de los políticos, ni ser demonizados y atacados en las redes sociales”, declaró este viernes Fernand de Varennes, relator especial de la ONU sobre cuestiones de las minorías.

«Los Estados deben hacer más para combatir de forma proactiva los crecientes signos de intolerancia y los ataques contra los gitanos y otras minorías, en particular los delitos de odio y los ataques en las redes sociales», manifestó el experto en vísperas de la celebración del Día de la Memoria del Holocausto de los Gitanos.

De Varennes calificó de “trágico” que, tras 80 años del genocidio que sufrió el pueblo gitano durante la Segunda Guerra Mundial, las minorías – especialmente los romaníes que habitan en Europa u otras partes del mundo- sufran en sus carnes un aumento del discurso del odio y reciban ataques de políticos y otras personas.

«Ya vimos lo que ocurrió cuando los miembros de la minoría judía en la Alemania nazi fueron presentados como extranjeros y contrarios a la nación y a los valores y la cultura alemanes», recordó de Varennes. «Hoy los gitanos vuelven a enfrentarse al mismo tipo de retórica divisoria», denunció.

Pidió una mayor educación pública sobre el Holocausto romaní, y dijo que los Estados deben abordar la exclusión y la discriminación a la que se enfrentan demasiados romaníes hoy en día. También deben abordar los delitos de odio en Europa y los altos niveles de discurso de odio que demonizan a los gitanos en las redes sociales.

Leer más: https://nuevarevolucion.es/2-de-agosto-dia-de-la-memoria-del-holocausto-de-los-gitanos/"
c167d829-15ce-44ef-8454-814f180a1995,https://unionromani.org/2021/09/03/los-obispos-colombianos-se-solidarizan-con-pueblo-gitano/,2021-09-03,2021-09-03,Los obispos colombianos se solidarizan con pueblo gitano,"“La Iglesia colombiana, desde la Conferencia Episcopal de Colombia, desea expresar su más hondo sentido de solidaridad con los pueblos romaníes a nivel mundial y en particular con el pueblo rom, el pueblo gitano, que vive en Colombia desde hace ya varias centurias; aprovechando esta ocasión, al hacer memoria del genocidio perpetrado por el imperio Nazi de Adolf Hitler durante la Segunda Guerra Mundial”.

El P. Omer Giraldo, director del área de Etnias, comentó que esta minoría étnica, originaria de la región asiática del norte de la India, “ha sido víctima” y es “incomprendida donde quiera que llegue”.

“También en nuestro suelo colombiano los gitanos han sufrido la discriminación y la exclusión social en el empleo, la educación y la salud. Un hecho muy positivo que ha marcado el destino de los pueblos romaníes en Colombia es el reconocimiento del Estado colombiano del pueblo gitano como minoría étnica, a partir de la nueva Constitución de 1991. La guerra interna que sufre Colombia ha obligado a estas comunidades a desplazarse a las ciudades”, comentó.

Sobre las características de los gitanos, dijo que es “un pueblo con tendencia al nomadismo y que lleva en su ser, además, una firme convicción de libertad, un sentido espiritual. Sus lazos familiares son para este grupo étnico una enorme fortaleza cultural, junto a sus convicciones, su fe en Dios, y la riqueza de sus expresiones artísticas, como la música y la danza”, agregó.

El sacerdote dijo que en Colombia viven entre 5.000 y 7.000 gitanos, mayoritariamente en los dos Santanderes, Atlántico, Tolima, Antioquia, Sucre y Bogotá.

https://www.aciprensa.com/amp/noticias/obispos-se-solidarizan-con-pueblo-gitano-victima-de-genocidio-en-la-ii-guerra-mundial-64571"
