hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference
"Una mujer gitana nos informó que buscaba una vivienda en alquiler por la zona donde vivían algunos de sus familiares y que durante los meses de mayo y junio contactó con varias inmobiliarias. La joven nos relató que tras varios intentos, al final pudo concertar una cita con la propietaria de un piso. La joven nos describió que la cita para ver el piso la concertó por teléfono y que la conversación mantenida fue muy positiva, pues al parecer, todo le indicaba que el contrato de alquiler se haría efectivo. Todo cambió, nos cuenta la joven, cuando se produjo el encuentro. La propietaria de la vivienda, nada más verla, se mostró violenta e indiferente hacia ella. La joven nos trasladó que está segura que fue porque la identificó como gitana. Tras la presentación entre ambas y de manera muy breve, la propietaria de la vivienda le confirmó que ese mismo día había concretado con otra persona el alquiler de la vivienda y que no iba a ser posible poner la vivienda a su disposición en régimen de alquiler. La joven nos comentó que un día antes al encuentro la propietaria no le hizo mención alguna sobre la otra persona interesada, solo le confirmó esta información tras encontrarse con ella. Días después la joven se personó en el dispositivo de la FSG para informarnos que no era la primera vez que le negaban alquilar una vivienda por ser gitana y que casi siempre había sido tras el encuentro en persona.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Cuenca,Vivienda,Discriminación directa,
"La técnica de la FSG responsable de la intervención en el municipio de Corvera en Avilés, informó al Departamento que realizó un acompañamiento a una beneficiaria de los servicios que presta la FSG en Avilés ante una demanda urgente de vivienda. La técnica informó que una familia gitana iba a ser desahuciada en breve y que les estaba ayudando en la búsqueda de una vivienda donde poder trasladarse a vivir. La técnica de la FSG quiso hacer constar que cuando fue a preguntar a los agentes de la inmobiliaria sobre la posibilidad de contratar una vivienda en régimen de alquiler para esta familia, les atendieron de manera discriminatoria. Nos relató lo siguiente: Nada más entrar una agente inmobiliaria (A) les preguntó: 
A: –¿Qué querían?
FSG: –Queremos ver pisos en alquiler en la zona de Corvera.
A: – Esperen un momento que les atiende mi compañera. Rápidamente viene la compañera (B), se dirige hacia su mesa, de pie y sin indicarnos que nos sentemos, nos dice:
B: –No tengo nada, FSG: –¿Cómo que no tiene nada?
B :–No, es que las condiciones que ella tiene (haciendo referencia a los pocos ingresos de la mujer gitana, concretamente a su salario social ), la gente que yo tengo no quiere gente así FSG: –¿Pero a qué tipo de condiciones se refiere?
B: –Es que los ingresos que tiene no son embargables, las pensiones no son embargables FSG: –Ella no tiene pensión, tiene salario social
B: –Pues eso, la gente que yo tengo no quiere esas condiciones
FSG: –¿Es problema de la gente que ud. tiene o es problema de ud. que no quiere gente así? ¿qué es porque es gitana?
B: –Yo no tengo problema con la raza gitana. No diga que yo soy racista FSG: –¿No? En primer lugar no es raza, son un pueblo, son exactamente como nosotros.
 Desde el Departamento asesoramos e informamos a la familia del derecho que les asistía de solicitar una hoja de reclamaciones al establecimiento por el trato que recibieron. Igualmente consideramos importante que el responsable de la inmobiliaria tenía que saber todo lo ocurrido para que adoptara las medidas oportunas, que en este caso, considerase. Finalmente, las personas afectadas decidieron preguntar en otra inmobiliaria y no llevar a cabo ningún tipo de actuación.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Asturias,Vivienda,Discriminación directa,
"Una mujer gitana nos relató que fue a visitar un piso que anunciaban por internet en la página web de Mil Anuncios.com. La mujer nos informó que cuando se encontraba viendo el piso con la propietaria y ésta se dio cuenta de que era gitana le dijo directamente que no se lo iba a alquilar. La mujer pregunto por qué no, el motivo que le dio la propietaria fue que no quería personas gitanas en su piso porque les traería problemas con el pago de la renta. La mujer, que no se conformó con el motivo expuesto por la propietaria, unos días más tarde propuso a su marido (que no es de etnia gitana), solicitar una cita con la misma propietaria para ver de nuevo el piso a ver si a él si se lo alquilaba ya que estaban muy interesados en esa vivienda. Pasados unos días, la mujer, nos confirmó que finalmente a su marido sí que accedió a alquilarle el piso. La mujer lamentó mucho lo sucedido y creyó necesario que estas situaciones discriminatorias hacia las personas gitanas se debían de conocer. Este fue un claro ejemplo del estereotipo de “los gitanos y las gitanas no pagan el alquiler”. En la actualidad, este prejuicio sobre las personas gitanas obstaculiza el ejercicio del derecho a una vivienda digna.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Zaragoza,Vivienda,Discriminación directa,
"Una mujer gitana se acercó a la sede de la FSG en Málaga y relató al personal técnico que fue desalojada a la fuerza de una vivienda que había estado ocupando desde hacía 4 años. Desde el Departamento pudimos constatar esta situación por la documentación que nos envió, entre ellas la sentencia que así lo determinó. La joven, madre de dos hijos menores nos informó que había estado pagando el alquiler de la vivienda hasta que llegó un momento en que ya no pudo hacer frente a todos los gastos y como no tenía a donde ir ni con quién se quedó un tiempo de ocupa, la joven lamentaba lo sucedido, pero quería hacer constar el trato, para ella discriminatorio, que recibieron ella y sus hijos por los servicios sociales que les atendieron. La joven mujer indignada, nos trasladó que solicitó ayuda sobre todo para atender a sus hijos y no recibió respuesta alguna, pues al final, nos comenta que tuvo que irse a vivir con un familiar lejano. Nos dijo que se sintió discriminada por los servicios sociales y que lo único que quería era salir de aquella situación de desamparo.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Málaga,Vivienda,Discriminación directa,
"Dos familias de gitanos rumanos se pusieron en contacto con la FSG Alicante y trasladaron a los técnicos responsables su malestar porque no se sentían atendidos adecuadamente por el personal del centro de salud que tienen de referencia por la zona en donde viven. Las familias informaron que les ponían trabas a la hora de solicitar una cita médica, las familias insistían de forma muy especial en que se encontraban con muchos obstáculos cuando acudían al centro de salud con sus hijos menores. El Departamento después de realizar las investigaciones oportunas al respecto, contactó con el centro telefónicamente para informarles de la normativa sobre el derecho a la salud de menores y de mujeres embarazadas que está en vigor y de los derechos que tienen estas personas a recibir las correspondientes atenciones sanitarias. Igualmente se informó a las familias afectadas para comprobar que en gestiones futuras no se encontraran con los mismos problemas.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Alicante,Salud,Discriminación indirecta,
"En una formación para el empleo para jóvenes organizada por la Diputación Provincial de Jaén, se creó un grupo de jóvenes gitanos y gitanas. Un técnico de la FSG Jaén que iba a impartir a los jóvenes un taller de interculturalidad, descubrió que las jóvenes gitanas estaban siendo acosadas por los jóvenes que no eran gitanos. Las jóvenes le informaron que desde que empezó el curso se sentían discriminadas por ser gitanas. Desde el departamento se solicitó que se pusieran en conocimiento del director del curso estos incidentes discriminatorios. El director del curso reunió a todos los alumnos y las alumnas del curso y les pidió que cambien de actitud con respecto a las personas gitanas. Después de unas semanas, el técnico de la FSG nos comentó que ya no se volvieron a dar ese tipo de situaciones y que el curso se desarrolló después con normalidad.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Jaén,Empleo,Discriminación directa,
"La prospectora de empleo de FSG Vitoria, al tener conocimiento de una oferta de empleo contactó con la empresa. Tras explicarle los requisitos del personal para la oferta (jóvenes de 18 a 25 años, no solicitaban estudios ni experiencia, les formaban ellos, les daban de alta como autónomos y el salario estaba en función de las comisiones) mostraron interés en que le enviáramos personal, pero, al conocer que pertenecíamos a Fundación Secretariado Gitano y que por tanto, trabajamos mayoritariamente con población gitana, se nos dijo “no somos racistas, pero este trabajo requiere que las personas vayan a los domicilios a vender diferentes productos y ya sabemos cómo es Vitoria, y mi jefa no quiere que contratemos ni inmigrantes ni personas que por su físico se identifique que pertenecen a un colectivo determinado, no les abrirían las puertas de sus casas y no venderían. No seleccionamos personas de estas características”. Tras una valoración con la técnica que llevaba el caso nos confirmaron que lo único que podían hacer era constatar el hecho, pero que no podían hacer otra cosa. Se negaron rotundamente a contratar a personas gitanas.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Álava,Empleo,Discriminación directa,
"Un joven gitano nos informó de una situación de discriminación de la que fue objeto a través de internet. Buscando ofertas de empleo por internet, en el buscador de milanuncios.com ofertas Murcia encontré con una oferta de cuidador de cerdos en la que ponía abstenerse “gitanos y mayores de 50 años”. Viendo la dureza de estas palabras llamó a la persona de contacto y lo primero que le preguntó fue sobre su nacionalidad. Ante dicha situación se sintió discriminado e impotente.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Murcia,Empleo,Discriminación directa,
"Uno de los alumnos del Proyecto Aprender Trabajando, que la FSG lleva a cabo en A Coruña, informó a la tutora del presente proyecto que en el lugar dónde está realizando prácticas, en caja de un supermercado, se le indicó que cuando se dirigieran a caja personas gitanas y él estuviera en ese puesto, informara a las familias de que él no les podía cobrar. El alumno le comentó que para él el trabajo era lo primero y si fuera consciente de que cualquier persona está robando, gitana o no gitana, lo iba a comunicar inmediatamente. La jefa de tienda le justificó la orden comentándole que, ya que se trataba de una persona sin experiencia en caja lo podían engañar más fácilmente. Él le comunicó que se sentiría muy incómodo haciendo algo así y que le parecía innecesario. La conversación quedó ahí, la jefa de tienda no le dijo nada más y él continuó las prácticas cobrando por igual a todas las personas que se acercaron a la caja. El alumno comunicó esta situación y se le presentó el Servicio de Atención a Víctimas de Discriminación Racial o Étnica. Relató lo sucedido de nuevo, pero no quiso que se interviniera directamente, ni con la empresa, ni con la jefa de tienda (con la que, en la actualidad, se siente cómodo y respetado, sus prácticas están siendo bien valoradas y no se le presentó ningún otro incidente similar con la empresa) hasta que se finalizara su periodo formativo (diciembre 2014). En reunión de equipo se decidió intervenir finalizado ese periodo y de la siguiente manera: - Comunicar al Departamento de Recursos Humanos la incidencia para que así les conste lo sucedido. - Proponer unas jornadas formativas de sensibilización e interculturalidad en el entorno de trabajo (para personal de Eroski) Desde el equipo creíamos que la intervención en materia de sensibilización e igualdad de trato sería más efectiva si se realizara desde FSG A Coruña ya que tenemos trato directo con las personas implicadas en el caso y, al mismo tiempo, para no perjudicar el proceso formativo (ni posibles inserciones laborales) resultado del Proyecto Aprender Trabajando o de futuras colaboraciones con la empresa. Por lo tanto, para no duplicar intervenciones, solicitamos que la intervención se realizara únicamente desde el dispositivo FSG A Coruña.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,A Coruña,Empleo,Discriminación directa,
"El jueves, 17 de julio de 2014, los chicos y chicas del Proyecto Aprender Trabajando de A Coruña tuvieron su primera visita a las instalaciones de una de las empresas (un centro comercial- supermercado) colaboradoras con el Proyecto. Los chicos y chicas participantes se organizaron para desplazarse al lugar por su cuenta, en varios de sus coches particulares. Quedaron con la tutora del Proyecto y la prospectora laboral de la FSG a las 10:15, en frente al supermercado. Llegaron con 15 minutos de antelación y estuvieron esperando, en sus coches. Cuando la formadora y la prospectora llegaron a las instalaciones, saludaron a los/as chicos y chicas, y antes de entrar todos/as juntos/ as, se presentaron a la directora de tienda y al director de zona (de las tiendas de la zona). El director de zona preguntó si las personas que estaban fuera esperando eran las personas que iban a visitar las instalaciones, le sorprendió que así fuera. Desconocía que era la Fundación Secretariado Gitano la que convocaba esta visita (pensaba que eran un grupo de niños los que visitaban las instalaciones, tampoco conocían el Proyecto Aprender Trabajando). Comentó que observaron que esas personas llevaban un tiempo fuera, metidos en coches, que les pareció “extraño” y que llamaron a la Policía. En ese momento ya estaba un policía nacional (“secreta”), en las instalaciones. A esta actuación la denominaron “protocolos internos de seguridad”. Personal de centro comercial –supermercado habló con el policía, a continuación se marchó. No se efectuó ningún registro, ni el policía se acercó en ningún momento a los coches. Las técnicas de la Fundación explicaron el Proyecto y el objetivo de la visita, así como el historial de colaboración entre la Fundación y centro comercial. Todas las conversaciones que se produjeran con anterioridad fueron con otra interlocutora del supermercado, directora de RRHH de la zona Norte. Previsiblemente, fue ella quien no comunicó con la suficiente claridad estas cuestiones previas a la visita. De todas maneras, la actuación del personal del centro comercial nos pareció discriminatoria porque los chicos y chicas que estaban allí fuera esperando no estaban realizando ninguna actividad que tuviera indicio de ser delictiva, no hubo comportamientos inadecuados o amenazantes. Sin que se dijera explícitamente, extraemos de los hechos que lo único sospechoso fue que unas veinte personas gitanas estuvieran esperando a esas horas, en sus coches, frente al supermercado. Este caso es tratado a iniciativa de la FSG porque los chicos y chicas de Aprender Trabajando no llegaron a darse cuenta de lo sucedido. Posteriormente de este capítulo, las técnicas presentaron los/as participantes al personal del supermercado y se realizó la visita con absoluta normalidad y, es más, quedaron muy satisfechos/ as al conocer, de primera mano, el trabajo que realizarán en el momento que comiencen su periodo de prácticas.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,A Coruña,Empleo,Discriminación directa,
