hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link
"En un periódico de ámbito autonómico aparece publicada, durante dos días, una noticia relacionada con la celebración del juicio de dos jóvenes gitanos, acusados de ser los presuntos autores de un delito de asesinato. En la descripción de los hechos se hace constante referencia a la pertenencia étnica de los implicados, añadiendo además su supuesta pertenencia a un “clan”. La FSG envía una carta al director del periódico mostrando su malestar por el tratamiento informativo, quien responde pidiendo disculpas.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,A Coruña,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/santiago-de-compostela-mayo-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"Tres menores gitanos, uno de los cuales conduce el coche familiar sin consentimiento, desobedecen la orden de detención que les hace la policía nacional. Tras una persecución desproporcionada en la que intervienen seis coches patrulla, se detiene el vehículo y los menores reciben una brutal paliza que continúa, con mayor intensidad y en medio de vejaciones e insultos de carácter racista, en los calabozos. La FSG, en colaboración con el abogado de las víctimas, elabora un informe jurídico que se utiliza para redactar la demanda. En él se argumenta la existencia de discriminación directa por motivos étnicos en las actuaciones llevadas a cabo por la policía. El caso sigue pendiente de resolución.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Huelva,Servicios policiales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/huelva-mayo-discriminaci%C3%B3n-en-la-polic%C3%ADa
"Funcionarios de la Junta de Andalucía rechazan solicitudes de jóvenes gitanos que pretenden acceder a subvenciones para autónomos, por no haber acreditado suficientemente su pertenencia étnica, algo a lo que no están obligados y que no tienen posibilidad de acreditar, puesto que en España no existe un registro o censo de personas gitanas.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Sevilla,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/sevilla-mayo-discriminaci%C3%B3n-en-el-acceso-bienes-y-servicios
"La dueña de una cafetería informa a dos clientes, trabajadores de la FSG, de que necesita a una persona responsable y con experiencia para trabajar en la terraza de su bar. Éstos le recomiendan un candidato con experiencia en una cafetería similar y que actualmente está buscando trabajo. La propietaria les pregunta si es gitano y, tras la respuesta afirmativa, afirma que si es gitano, en su bar no puede trabajar. A pesar de los intentos de mediación de los trabajadores, no consiguieron hacerle cambiar de opinión, por lo que se limitaron a informar de la normativa que prohíbe este tipo de conductas.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Granada,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/granada-mayo-discriminaci%C3%B3n-en-el-empleo
"Tras una discusión entre un grupo de jóvenes gitanos y payos, un numeroso grupo de personas se traslada al barrio donde reside la gran mayoría de familias gitanas de la localidad, intentando atacarlas, en medio de amenazas e insultos de marcado contenido racista, acciones impedidas por la Guardia Civil. La FSG, publica un comunicado de prensa y pone estos hechos en conocimiento de la Fiscalía de Andalucía por considerarlos constitutivos de delito. Tras iniciarse las pertinentes diligencias de investigación, se abre procedimiento judicial, que continúa a la espera de que se celebre la vista oral.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Sevilla,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/sevilla-mayo-discriminaci%C3%B3n-en-la-vivienda
"Dos mujeres gitanas, usuarias de la FSG, son contratadas por una ETT para prestar servicios en una empresa de automoción. El primer día, tras acabar la jornada laboral, la empresa pide a las dos mujeres, sin alegar motivo alguno, que no vuelvan al día siguiente. La ETT llama a la empresa para pedir explicaciones de lo sucedido, ya que el contrato era por obra y servicio, con muchas posibilidades de incorporación en plantilla. La Empresa informa a la ETT de que no quiere gitanos porque ya ha tenido alguno que le ha dado problemas y no piensa contratar a más.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Barcelona,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/sabadell-abril-discriminaci%C3%B3n-en-el-empleo
"A un chico gitano se le impide la entrada en un pub al que asiste habitualmente porque, según el encargado, “últimamente vienen grupos de gitanos que hacen ‘clanes’ dentro del establecimiento”, lo que resulta molesto para la clientela y perjudica el negocio. El chico intenta convencer al portero de lo discriminatorio de su actuación, porque él no tiene que ver con dichos “clanes”. Aunque ese día no consigue entrar en el establecimiento, la actitud del portero cambia progresivamente, y el afectado vuelve a acudir al pub con total normalidad.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Zaragoza,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/zaragoza-abril-discriminaci%C3%B3n-en-el-acceso-bienes-y-servicios
"Un usuario de la FSG, tras ver un anuncio de alquiler en el periódico, llama por teléfono interesándose por el mismo. La propietaria de la vivienda le pregunta directamente si es gitano y tras la respuesta afirmativa de éste, le aconseja que no se moleste en pasar a ver el piso ya que la comunidad no admite gitanos como vecinos. El usuario acude a la FSG contando lo sucedido, pero finalmente decide que no se haga ningún tipo de intervención al respecto.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,León,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/le%C3%B3n-abril-discriminaci%C3%B3n-en-la-vivienda-0
"Varias agencias inmobiliarias informan a usuarios gitanos de la FSG, cuando intentan comprar viviendas en un barrio de esta localidad, de que los propietarios no quieren vendérselas a gitanos. La FSG asesora a los usuarios afectados y pone en marcha un test de situaciones para probar el trato discriminatorio encubierto. A pesar de ello, los usuarios deciden no denunciar ni a las agencias inmobiliarias ni a los vendedores.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Cáceres,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/c%C3%A1ceres-abril-discriminaci%C3%B3n-en-la-vivienda
"Un empresario escribe a la FSG de esta localidad amenazando con publicar una carta si su cliente, de etnia gitana, no paga una deuda. Dicha carta, titulada “Lo llevan en la sangre” además de revelar los datos personales del cliente y hacer referencia a su origen étnico, está cargada de comentarios prejuiciosos y estereotipados hacia toda la comunidad gitana. La FSG escribe una carta de respuesta, informándole de que su problema es de índole particular y laboral, por lo que debería resolverlo en los Tribunales, y no a través de los medios de comunicación, sobre todo cuando la información que pretende publicar podría considerarse discriminatoria, y producir efectos legales en su contra.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Cáceres,Otros,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/c%C3%A1ceres-abril-otros
