hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link
"Un hombre gitano de 66 años se puso en contacto con nosotros para comentarnos una situación que le parecía discriminatoria. El hombre estaba matriculado en estudios de ciencias religiosas y le faltaba una asignatura para obtener el título correspondiente. Hasta ese momento no había tenido ningún problema. Sin embargo, en uno de sus exámenes orales uno de los examinadores le preguntó su nombre y apellidos, y al decírselos, uno de ellos se echó a reír. Nos comentó que nada más entrar lo primero que le preguntaron es que si era gitano. Desde el departamento de Igualdad de la FSG nos pusimos en contacto con el presidente del tribunal y al comentarle la situación afirmó que ellos no eran racistas. Unas semanas después recibimos una llamada del alumno informándonos que fue aprobado con un 8.5 y nos llamó para agradecernos la intervención.",,,2015-01-01T00:00:00+01:00,2015-01-01T00:00:00+01:00,Granada,Educación,Discriminación indirecta,,https://informesdiscriminacion.gitanos.org/casos/granada-educaci%C3%B3n-discriminaci%C3%B3n-indirecta
"Una mujer gitana, estando de visita en Bilbao, entró a una tienda de deportes en compañía de la persona a la que cuidaba y del sobrino de éste. La mujer cogió dos leggins para probárselos aunque, finalmente, volvió a dejar uno en la percha. Cuando se dirigía al probador fue abordada por el vigilante de seguridad y conducida a un cuarto donde la registraron además de acusarla por haber robado uno de los leggins. El agente de seguridad la obligó a que se desnudara alegando que lo llevaba puesto debajo del pantalón (efectivamente llevaba uno del mismo estilo, pero adquirido con anterioridad), sin escuchar las alegaciones de la mujer, que se reafirmó en que sólo había cogido uno, que el otro lo había vuelto a dejar en la percha, que el que llevaba era viejo y que podía comprobarlo sin necesidad de que ella tuviese necesidad de quitarse la ropa. La mujer gitana nos comentó que tuvo que quedarse en ropa interior ante el agente de seguridad y que se sintió humillada y discriminada y que estaba convencida que el trato tuvo que ver con ser gitana. Cuando la persona a la que cuidaba se percató del incidente, se personó en el cuarto solicitando explicaciones y solicitando hablar con algún encargado. Le ofrecieron rellenar una hoja de “ayúdenos a mejorar”. En ningún momento le explicaron el verdadero motivo. Desde el departamento se asesoró a esta mujer, quien interpuso además de una hoja de reclamaciones, una denuncia ante el juzgado de guardia. Meses más tarde, la sentencia condenó a este guardia de seguridad a una multa económica, por un delito de calumnia. A pesar de ello, la víctima nos trasladó que no se sintió resarcida con la sentencia ya que la humillación que pasó fue mucho mayor. No informó igualmente que no volvería a ese lugar.",,,2015-01-01T00:00:00+01:00,2015-01-01T00:00:00+01:00,Bizkaia,Acceso a bienes y servicios,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/pa%C3%ADs-vasco-acceso-bienes-y-servicios-discriminaci%C3%B3n-directa
"Un grupo de jóvenes gitanas y gitanos se encontraban en la puerta de una discoteca y cuando se dispusieron a entrar el portero les dijo que era una fiesta privada y que no podía dejar entrar a nadie. Los jóvenes, que se quedaron en la puerta, unos minutos más tarde pudieron comprobar que otras personas pudieron entrar: el portero no les puso ninguna excusa y tampoco les dijo que era una fiesta privada. Los jóvenes solicitaron una hoja de reclamaciones pero ni el responsable del local ni el portero les hizo caso. Nos trasladaron que se sintieron tan discriminados que se quedaron en la puerta del local gritando que era un trato racista, tratando así de visibilizar que en ese local se discriminaba a las personas gitanas.  ",,,2015-01-01T00:00:00+01:00,2015-01-01T00:00:00+01:00,Murcia,Acceso a bienes y servicios,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/murcia-acceso-bienes-y-servicios-discriminaci%C3%B3n-directa-2
"Una mujer gitana que llevaba luto nos contó que cada vez que entraba en cierta tienda el vigilante de seguridad empezaba a perseguirla por toda la superficie. Nos informó que incluso en una ocasión le preguntó que si la perseguía por ser gitana o por ir de luto. El guardia de seguridad no le respondió y se alejó de ella. Ella nos comentó que a otras mujeres gitanas también les pasó lo mismo en el mismo supermercado. Las mujeres nos trasladaron que no sabían si fue cosa del vigilante o de la empresa que les dio las órdenes, pero ellas tenían la certeza de que las perseguían porque pensaban que iban a robar alimentos del supermercado.  ",,,2015-01-01T00:00:00+01:00,2015-01-01T00:00:00+01:00,Badajoz,Acceso a bienes y servicios,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/m%C3%A9rida-acceso-bienes-y-servicios-discriminaci%C3%B3n-directa-0
"Un grupo de chicas gitanas de Mérida trasladaron que al ir a entrar a un karaoke de su barrio el portero les dijo que no podían entrar porque “en su local no entraban gitanas” Las jóvenes informaron al portero que aquello no era legal; sin embargo, el portero les señalo que sí que era legal y que estaba haciendo uso de su derecho de admisión. Tras ser informadas por el departamento, las jóvenes nos trasladaron que se sintieron impotentes y no encontraron ninguna explicación a su actitud, salvo que eran racistas con las personas gitanas, pero no quisieron tomar más medidas.  ",,,2015-01-01T00:00:00+01:00,2015-01-01T00:00:00+01:00,Badajoz,Acceso a bienes y servicios,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/m%C3%A9rida-acceso-bienes-y-servicios-discriminaci%C3%B3n-directa
"Tres mujeres gitanas se citaron en una cafetería de León situada en el mismo barrio donde vivían. Justo en la puerta, la dueña del local se negó a servirlas alegando su supuesto derecho de admisión. Las tres mujeres le preguntaron el motivo y la dueña manifestó que “no tenía por qué dar explicaciones”. Ante estos hechos salieron del establecimiento y a continuación volvió a entrar una de ellas y solicitó la hoja de reclamaciones. La dueña del bar se negó a entregársela alegando que había cámaras de vigilancia y que iba a llamar a la policía. Unos minutos más tarde, la policía se presentó. Cada parte expuso su versión de los hechos y la policía tomó los datos. Una vez que éstos tuvieron toda la información de lo sucedido, fueron ellos mismos quienes recomendaron a las víctimas que deberían poner una hoja de reclamaciones en la junta de Castilla y León. Una de las víctimas se acercó hasta la Fundación para que se le ayudásemos a redactar la hoja de reclamaciones que le dieron, cosa que hicimos. Se realizó la reclamación y no obtuvimos respuesta.",,,2015-01-01T00:00:00+01:00,2015-01-01T00:00:00+01:00,León,Acceso a bienes y servicios,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/le%C3%B3n-acceso-bienes-y-servicios-discriminaci%C3%B3n-directa
"Todos los fines de semana unos jóvenes gitanos asistían a una discoteca en la localidad de Puerto Llano, donde no les dejaban entrar “porque eran gitanos” según palabras textuales de los guardas de seguridad. En uno de esos días los jóvenes llamaron a la policía local para denunciar el trato discriminatorio. Los jóvenes nos comentaron que la actitud de la policial local fue peor que la del guardia de seguridad pues la policía les dijeron “que cada uno en su casa deja entrar a quien quiere”. Los jóvenes nos comentaron que no supieron qué decir ni hacer en ese momento y que no se sintieron respaldados ni protegidos por las fuerzas y cuerpos de la seguridad del estado. gualmente desde el departamento de Igualdad de la FSG se les informó de sus derechos ante estas situaciones discriminatorias.  ",,,2015-01-01T00:00:00+01:00,2015-01-01T00:00:00+01:00,Ciudad Real,Acceso a bienes y servicios,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/puerto-llano-acceso-bienes-y-servicios-discriminaci%C3%B3n-directa
"Un grupo de chicos de etnia gitana acudieron a la sede de la FSG en Talavera de la Reina para informarnos de una situación en la que se sintieron víctimas de discriminación. Nos trasladaron que llevaban acudiendo a una casa de apuestas llamada “El molino de mejorada” desde hacía años. Sin embargo, desde hacía tan solo unos meses se habían percatado que tanto el camarero como el dueño del local les hacían comentarios racistas tales como “los gitanos sólo traéis peleas y escándalos “en otras ocasiones, les apagaban la televisión y las máquinas de juego donde ellos estaban con la finalidad de que se fueran del local. Los jóvenes ante estas situaciones pidieron una hoja de reclamaciones a lo que el dueño del local se negó. Ante dicha negativa, los jóvenes llamaron a la policía local para que les dieran la hoja de reclamaciones. Los jóvenes la rellenaron y la presentaron en la oficina de usuarios y consumidores de la localidad con la esperanza de que no les llamaran más la atención y este hecho no volviera a pasar.",,,2015-01-01T00:00:00+01:00,2015-01-01T00:00:00+01:00,Toledo,Acceso a bienes y servicios,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/talavera-de-la-reina-acceso-bienes-y-servicios-discriminaci%C3%B3n-directa-0
"Ultima Hora publica una noticia con el titular “Numerosos gitanos reciben como a un “héroe” a un joven de Palma acusado de narcotráfico que salió ayer de prisión“. Además de mencionar la etnia en el titular de la noticia, en el cuerpo de la misma noticia se refiere a las personas que lo esperaban como gitanos y describe sus automóviles como “de alta gama”. Alusiones a la etnia y apreciaciones que potencian el rechazo hacia toda una minoría.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-prensa-discriminaci%C3%B3n-directa-14
"En El País, en su edición gallega, aparece una noticia titulada “Dos policías y una mujer heridos en una persecución”, donde se dan los antecedentes del autor, nombre y apellidos, lugar de residencia y origen étnico.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,A Coruña,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/galicia-prensa-discriminaci%C3%B3n-directa
