hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link
La Nueva España publicó un artículo en cuya redacción aparecían términos inadecuados como “clan” y “patriarca”.,: El director territorial se puso en contacto directamente con el medio para solicitar que eliminaran esas palabras.,Negativo. El medio contestó que no consideraba que la utilización de aquellas palabras fuera discriminatoria.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Asturias,Medios de comunicación,Discriminación directa,['https://www.lne.es/Asturias/2020/05/02/esencia-rastro-apuros/2631470.html'],https://informesdiscriminacion.gitanos.org/casos/asturias-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-11
Canal54.es publicó una noticia relacionada con la aglomeración de personas en un entierro dando a entender que eran personas gitanas las que incumplían el confinamiento.,Se envió carta al medio solicitándole la retirada de la mención de la etnia.,Negativo. No hubo respuesta.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Burgos,Medios de comunicación,Discriminación directa,['https://www.canal54.es/cerca-de-un-centenar-de-personas-se-saltan-el-confinamiento-y-sevan-de-entierro/'],https://informesdiscriminacion.gitanos.org/casos/burgos-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-1
Un participante en nuestros programas nos envió un mensaje sobre el blog Menéame Comunicación en el que se encontraron comentarios racistas y discriminatorios hacia la comunidad gitana.,Se comprobaron las referencias en internet y se envió carta de queja a la administración del blog y se les trasmitió nuestra preocupación por los comentarios publicados a raíz de una noticia que vinculaba a la comunidad gitana con los contagios de la Covid-19.,Positivo. Se retiraron la noticia y los comentarios. Por ello no hay referencia.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Ciudad Real,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/ciudad-real-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-4
El periódico La Gaceta de Salamanca publicó una noticia de un suceso en un hospital en la que se mencionaba la etnia gitana de las personas implicadas.,Se envió carta de queja al medio.,Negativo. No hubo respuesta.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Salamanca,Medios de comunicación,Discriminación directa,['https://www.lagacetadesalamanca.es/sucesos/esperpentico-incidente-en-el-hospital-por-elaislamiento-de-una-mujer-de-etnia-gitana-que-acababa-de-dar-a-luz-HC2532485'],https://informesdiscriminacion.gitanos.org/casos/salamanca-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-31
El periódico on line Navarra Información publicó una noticia con el siguiente titular: “Detenidos 3 gitanos por robo a punta de navaja en Tudela”.,Se envió carta al medio solicitando la eliminación de la mención a la etnia gitana.,Positivo. El medio rectificó el titular por: “Detenidas 3 personas por robo a punta de Navaja en Tudela”.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Navarra,Medios de comunicación,Discriminación directa,['https://www.navarrainformacion.es/2020/04/12/detenidas-3-personas-por-robo-a-puntade-navaja-en-tudela-navarra/'],https://informesdiscriminacion.gitanos.org/casos/navarra-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-7
"El periódico El Español publicó una noticia relacionada con una intervención policial en un funeral para evitar aglomeraciones y el contagio del coronavirus, con mención a la etnia gitana.",Se envió escrito a la redacción del periódico.,Negativo. No hubo respuesta.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Navarra,Medios de comunicación,Discriminación directa,['https://navarra.elespanol.com/articulo/sucesos/tension-etnia-gitana-funeral-murillo-frutopolicia-foral-coronavirus/20200405190005318384.html'],https://informesdiscriminacion.gitanos.org/casos/navarra-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-6
El Diario de Navarra publicó una noticia en la que a pesar de no hacer mención a la etnia gitana daba a entender que los asistentes eras personas gitanas.,Se envió carta al medio.,Positivo. El medio contestó y corrigió la noticia.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Navarra,Medios de comunicación,Discriminación directa,['https://www.diariodenavarra.es/noticias/navarra/2020/04/05/tension-entre-policiaasistentes-velatorio-murillo-fruto-686533-300.html'],https://informesdiscriminacion.gitanos.org/casos/navarra-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-5
El Español publicó una noticia en la que se relataba un robo a mano armada con agresión en Tudela. En ella se mencionaba la supuesta etnia gitana de la persona que presuntamente cometió la agresión.,Se envió carta al medio solicitando la eliminación de la mención de la etnia.,Negativo. No hubo respuesta.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Navarra,Medios de comunicación,Discriminación directa,['https://navarra.elespanol.com/articulo/sucesos/punta-navaja-individuos-detenidos-tudelacomo-presuntos-autores-robo-violencia/20200412121449319128.html'],https://informesdiscriminacion.gitanos.org/casos/navarra-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-4
A través de la emisora La COPE se emitió una noticia sobre un suceso en la que se hacía mención a la supuesta etnia de las personas involucradas. El titular fue: “El insulto y lanzamiento de objetos entre varias personas de etnia gitana en la plaza de las Angustias”.,Se envió carta a la delegación de La COPE en Galicia.,Negativo. No hubo respuesta del medio.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,A Coruña,Medios de comunicación,Discriminación directa,['https://www.cope.es/emisoras/galicia/a-coruna-provincia/ferrol/sucesos-ferrol/noticias/insultos-lanzamientos-objetos-entre-varias-personas-etnia-gitana-plaza-lasangustias-20200410_677200'],https://informesdiscriminacion.gitanos.org/casos/coru%C3%B1a-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-4
"El periódico Galicia Ártabra en su versión on line publicó una noticia en la que se hacía mención a la etnia gitana de las personas implicadas en un suceso que el periódico calificó como “Batalla campal”. Con motivo de la noticia surgieron algunos comentarios racistas tales como “se creen que están encima de todas las normas que rigen para el resto de los ciudadanos de bien, que si tienen su propio (¿»rey»? y ¿»príncipe» gitano?) que si tienen sus propias reglas hacia las mujeres de la etnia gitana y para colmo, llevan más de 500 años en el país y no quieren integrarse, así es esta gente, personalmente, tengo una desagradable experiencia con esa gente”.",Se reportó ante el propio medio.,"Positivo. La persona responsable del medio respondió inmediatamente de manera positiva, rectificaron la noticia (medio online), retiraron la mención a la etnia y los comentarios.",2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,A Coruña,Medios de comunicación,Discriminación directa,['http://www.galiciaartabradigital.com/archivos/210510'],https://informesdiscriminacion.gitanos.org/casos/coru%C3%B1a-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-3
