hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference
"Varias familias gitanas rumanas, con 20 menores, se alojaron en la Azucarera, una antigua fábrica, tras ser desalojadas y sin tener otra alternativa habitacional. Las familias comunicaron a las entidades sociales, entre ellas la FSG, que les atacaron con piedras y bombas caseras, hechas con botellas y gasolina. Las familias tenían miedo de que les pasara algo.","Desde la FSG se mantuvo contacto con las familias, que no quisieron denunciar dada su situación de vulnerabilidad y por miedo a represalias. También se mantuvo una coordinación con otras entidades sociales involucradas.",Las familias no quisieron denunciar pero se sintieron acompañadas.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Granada,Otros,Discurso de odio,
"Unas familias gitanas se vieron afectadas por el desalojo del lugar donde vivían, sin alternativa habitacional. El desalojo era el resultado de una Moción Municipal presentado por el grupo municipal Vox al pleno del Ayuntamiento. La moción, en materia de convivencia, utilizaba el concepto de “colectivo asentado” para referirse al colectivo gitano rumano que vive en la Chana. En la moción solicitaron la retirada de ayudas en el caso de que no cumplieran con las normas de convivencia, la retirada de custodia de hijos en caso de absentismo y también les responsabilizaron de la falta de tejido empresarial en la zona por su presencia. Era una moción que estigmatizaba y señalaba a las familias gitanas rumanas.","Se envió por varias entidades, entre las que se encontraba la FSG, un escrito al Alcalde, desmintiendo todas las acusaciones que se hacían sobre el colectivo gitano rumano y un comunicado solicitando a los grupos municipales que no apoyasen la moción de VOX “por la convivencia” y que votasen en contra. Desde la FSG, junto con otras entidades de la plataforma, se asistió a la sesión plenaria del Ayuntamiento de Granada, durante la cual se aprobó la moción con la propuesta del Grupo Municipal del PP de crear una comisión o grupo de trabajo en la Junta Municipal de distrito compuesto por policía local, policía nacional, y asociación de vecinos.","Positivo. La moción fue aprobada por el voto de calidad del Alcalde, aunque retiraron la parte expositiva de la moción en la que se incluían los mensajes estigmatizantes y crearon un grupo de trabajo compuesto principalmente por la Policía Local y Nacional, Servicios sociales y Asociaciones de vecinos.",2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Granada,Vivienda,Discriminación directa,['https://www.granadahoy.com/granada/Asociacion-Pro-Derechos-Humanos-mocion-Voxconvivencia-Chana-rumanos-ROMA_0_1432956909.html.']
"Una mujer gitana nos comentó un caso de discriminación que sufrieron su hermana y ella en una inmobiliaria, en la cual les preguntaron sus nombres y apellidos y, en cuanto las identificaron como gitanas, empezaron a poner todo tipo de excusas y finalmente, le dijeron que sólo querían alquilar a funcionarios.",Desde la FSG se asesoró a la mujer en sus derechos a la igualdad y acceso a vivienda sin discriminación.,La mujer no quiso llevar a cabo ninguna actuación.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Cuenca,Vivienda,Discriminación directa,
"Un hombre gitano intentó alquilar en dos ocasiones un piso, pero los propietarios decían que sólo les interesaba vender. El hombre se enteró de que, posteriormente a su visita, lo alquilaron a otras personas que no eran gitanas.",Se asesoró al hombre de sus derechos a la igualdad de trato y no discriminación en el acceso a vivienda. Se le propuso hacer algún testing cuando viera algún piso en alquiler.,El hombre no quiso llevar a cabo ninguna actuación.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Salamanca,Vivienda,Discriminación directa,
"Un hombre gitano estaba a punto de firmar un contrato de alquiler con una inmobiliaria, cuando el propietario se enteró de que era gitano. En ese momento, le pidió un vídeo de su actual casa, para ver cómo la tenían de cuidada. El hombre grabó el vídeo y se lo mandó. Sin embargo, desde la inmobiliaria le dijeron que a pesar de que el propietario había dicho que se había sorprendido de lo limpia y en buenas condiciones se encontraba la casa, no quería gitanos dentro de su casa.","Se asesoró al hombre, se le informó del Servicio de Asistencia a Víctimas de Discriminación y se contactó con la inmobiliaria para obtener alguna prueba de la discriminación que sufrían los gitanos y gitanas en el acceso a vivienda.","Como el hombre encontró otro piso, no quiso llevar a cabo ninguna actuación.",2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Lugo,Vivienda,Discriminación directa,
"Una familia gitana de siete miembros, con hijos menores de edad, sufrió un incendio en su infravivienda. El Ayuntamiento tardó un par de meses en darles una solución y conseguir vivienda en el mercado libre les resultó imposible. La familia tuvo que vivir en una caravana, alrededor de dos meses y pensaron que la solución a su situación se demoró por ser una familia gitana.","Desde la FSG se asesoró a la familia y se les acompañó a servicios sociales a hablar con la trabajadora, para solicitar una vivienda y agilizar los trámites en el Ayuntamiento.","Positivo. Finalmente, después de muchas llamadas e insistencia, se les asignó un piso.",2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Huesca,Vivienda,Discriminación indirecta,
"Una mujer gitana nos contó que llevaba diez años soportando los comentarios antigitanos de una vecina, algunos de ellos eran los siguientes: “Qué asco de gitanos”, “Se quieren hacer los dueños”. Además, la misma vecina llamó en varias ocasiones a la policía diciendo que había ruido en esa vivienda. También le molestaba cuando tendía la ropa y un día la vecina fue a su casa llamó al timbre y la agredió con un palo, la mujer se defendió. Cuando llegó la policía se llevó a la mujer gitana a comisaría, pero no le dejaron denunciar.",Cuando la mujer llegó a la FSG ya tenía una citación como denunciante y denunciada. Asesoramos a la mujer en cómo iba a ser el procedimiento y que podía solicitar justicia gratuita.,La sentencia condenó a ambas a un delito leve de lesiones y a indemnizarse mutuamente. No se tuvo en cuenta los comentarios antigitanos. Apoyamos a la mujer a solicitar el aplazamiento y fraccionamiento del pago,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Córdoba,Vivienda,Discriminación directa,
"Un hombre gitano contó en la FSG que fue a una inmobiliaria de Santiago de Compostela y no quisieron enseñarle ninguna vivienda para alquilar. Aunque no le dijeron que era por ser gitano, él tenía sospechas de que era por eso, porque hace años le paso igual a su mujer, también gitana, con la misma inmobiliaria.","Se le informó del Servicio de Asistencia y Orientación a Víctimas de Discriminación Racial o Étnica y se le asesoró en cómo podía recopilar algún tipo de prueba. Asimismo, se llamó a la inmobiliaria para hacer un testing y comprobar que la vivienda seguía disponible. Se concertó una cita y se informó al hombre cómo poner una hoja de reclamaciones.",Positivo. El responsable de la oficina se disculpó en nombre de la asesora.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,A Coruña,Servicios policiales,Discriminación directa,
"Una trabajadora de la FSG llevaba un tiempo buscando casa para comprar, solicitó asesoramiento financiero y se dirigió a la inmobiliaria con toda la documentación solicitada. Allí, la asesora le preguntó si tenía algún ahorro adicional, ella contestó que no, pero le siguió insistiendo y le preguntó: “¿Estás segura, no me estarás engañando?, porque voy a mirar tus cuentas y lo voy a saber”. La trabajadora tenía claro que estás preguntas y desconfianza tuvo que ver con que su nómina venía la FSG y la asoció con la comunidad gitana.","Desde la FSG se asesoró a la compañera, que cumplía con los requisitos y se trasladó una queja al responsable de la inmobiliaria. Se recogieron los datos del caso y se comprobó que, efectivamente, cumplía con los requisitos para poder acceder a la financiación. Se trasladó una queja al responsable de la oficina de la inmobiliaria, que terminó disculpándose.",Positivo. El responsable de la oficina se disculpó en nombre de la asesora.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Córdoba,Vivienda,Sin especificar,
"Una joven pareja gitana estaba buscando piso de alquiler para mudarse junto con sus hijas. Vieron un cartel en la ventana de una vivienda y apareció un hombre en la ventana, que les vio fotografiar el cartel y les preguntó si querían subir a verlo. La mujer subió, mientras el marido fue a aparcar, el propietario le enseñó el piso, pero cuando llegó el marido y el propietario le identificó por su perfil étnico, cambió su actitud y empezó a preguntar si tenían nómina, cuando dijeron que sí, dijo que exigía dos nóminas, pero ella no tenía nómina. El propietario les facilitó el teléfono de la inmobiliaria que llevaba la gestión del piso. Intentaron quedar en varias ocasiones con la inmobiliaria, pero les daban excusas o no se presentaban. La pareja se dio cuenta que no quisieron alquilarles la vivienda, desde que les identificaron como gitanos.",Se informó a la pareja del Servicio de Asistencia a Víctimas de Discriminación existente en estos casos y de las posibilidades líneas de actuación.,"La pareja no quiso llevar a cabo ninguna actuación, aunque se quedó satisfecha con el asesoramiento y con los consejos para próximas ocasiones.",2019-01-01T00:00:00+01:00,2019-01-01T00:00:00+01:00,Murcia,Vivienda,Discriminación directa,
