hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference
"Desde el servicio de alertas de la FSG nos llegan estos enlaces con contenido claramente discriminatorios y racistas hacia la comunidad gitana en general. https://twitter.com/Anti_Gitan0s Éstos son sus enlaces Youtube: http://www.youtube.com/channel/UCxBtgPmVYP6bWvNoN0m599g Blog: http://anti-gitanos.blogspot.com.es Una de las cuentas de twitter bloqueadas añadió un mensaje en el canal Youtube con el enlace http://anti-gitanos.blogspot.com.es/ Que tiene al final un texto con la frase “El gitano bueno es el gitano muerto” y una foto de un entierro http:// antigitanos.blogspot.com.es/ Este es un claro ejemplo de los casos de racismo que proliferan por las páginas de internet sin que gestores del foro u otras autoridades impidan su exposición al público. Estos comentarios podrían considerarse como provocación al racismo, algo que recoge como delito el artículo 510 del Código Penal.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,
"En una web de extrema derecha encontramos estos comentarios sobre la Fundación Secretariado Gitano: http://circulo-identitario-nietzsche.blogspot.com.es/2013/07/secretariad... “CÍRCULO IDENTITARIO NIETZSCHE ARQUEOVANGUARDISMO ARIO PARA ABORÍGENES EUROPEOS - ANTIMUNDIALIZACIÓN - AUTOCTONÍA - RACIALISMO - ANTICAPITALISMO - NACIONALISMO Y SOCIALISMO - ESPAÑA viernes, 26 de julio de 2013 Secretariado Gitano, todo un campeón en el particular arte de recibir subvenciones públicas En España, dada la igualdad ante la ley de todos los provistos de nacionalidad española y la prohibición de cualquier discriminación por motivo étnico, los gitanos con nacionalidad española pueden disfrutar de cualquier beneficio que comporte tal nacionalidad. Pero, como en España también hay leyes que, contrariando la mencionada prohibición de discriminación por motivo étnico, amparan la llamada discriminación positiva por motivo étnico, y como los gitanos constituyen un grupo étnico habitualmente incluido entre las etnias a las que se aplica la discriminación positiva, resulta que muchos gitanos con nacionalidad española también disfrutan de una serie de beneficios exclusivos en su calidad de gitanos, beneficios que no están al alcance de todos.” La noticia acusa a la comunidad gitana de ser una especie de grupo privilegiado, y además critica a la FSG por el hecho de que reciba subvenciones. La web tiene numerosos artículos de supremacismo blanco y de lo que llaman racismo antiblanco (denomina así a las políticas antirracistas). La FSG escribió al responsable de esta web y a partir de esta queja la página fue retirada.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,
"“Cientos de niños gitanos inician hoy la vuelta al cobre”. Hacer o no hacer gracia. Ése es el límite de El Mundo Today, el popular diario satírico online. Según explica uno de sus responsables, no hay límites, pero “cuánto más negro, más sórdido o peliagudo sea el asunto más ingenio deberá poner el humorista para lograr el objetivo”. “Cientos de niños gitanos inician hoy la vuelta al cobre”, uno de los últimos textos publicados en el portal, señala lo siguiente: no le ha hecho ni pizca de gracia a la Fundación Secretariado Gitano o a la Unión Romaní, dos de las organizaciones más activas en la defensa de la minoría étnica”. Desde el Área de Igualdad se envía una carta de queja al medio solicitándole la retirada de dicho artículo por crear y reforzar la imagen negativa hacia la comunidad gitana en general (y concretamente sobre los menores) con robos y actos vandálicos. La respuesta que recibimos es la siguiente: 
“Nos gustaría aclarar al respecto dos cosas: - El Mundo Today no es un medio de comunicación, como ustedes afirman, ni sus responsables son periodistas. Tal como se indica en el aviso legal disponible en la propia página web, El Mundo Today incluye textos de ficción de carácter satírico que, como tales, emplean la caricatura, la exageración y el uso de estereotipos con intención humorística. La finalidad de la página web es el entretenimiento, no la pedagogía ni la información. También en el aviso legal se especifica que sus contenidos se dirigen al público adulto, al que se le estima la capacidad de contextualizar y comprender lo que lee (por mucho que, desgraciadamente, algunos confundan la sátira con el periodismo y la ficción con la realidad). - El autor del texto que ustedes mencionan se basa en un sencillo juego lingüístico (la sustitución de la palabra “cole” por la palabra “cobre”) y aprovecha esta chanza para visibilidad la realidad de los menores que no disfrutan del derecho a la escolarización, no solo en países llamados subdesarrollados sino también en España. Si algo se hace en esta sátira es, precisamente, poner de manifiesto esta cuestión en un contexto humorístico. En absoluto es la intención de su autor burlarse precisamente de dichos niños. Basta una lectura menos sesgada para darse cuenta de ello; lectura que, afortunadamente, ha efectuado la mayor parte de la audiencia de El Mundo Today. Entendemos y por supuesto respetamos que haya colectivos especialmente sensibles a determinados temas, pero no aceptamos que se nos atribuyan intenciones que no son las nuestras, amparadas en lecturas que manipulan el sentido mismo del texto y su contexto real. Desde El Mundo Today hemos sido objeto muchas veces de presiones por parte de determinadas entidades que nos han amenazado para que retiráramos ciertos artículos. La mayor parte de estas veces, las presiones las han ejercido marcas comerciales. Sea como fuere, no estamos dispuestos a tolerar la censura, y no solo por respeto a nuestra propia libertad de expresión, sino por respeto a nuestros lectores que entienden y comparten nuestra forma de entender la sátira. Reciba un cordial saludo, El Mundo Today La actualidad del mañana [www.elmundotoday.com]”
 Esta noticia abre el debate sobre los límites del humor en medios públicos, y de si se debe respetar ese humor cuando se hace a costa de ridiculizar aún más a una minoría que ya sufre una fuerte estigmatización.  ",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,
"En la página de respuestas Yahoo! aparece la siguiente pregunta con un comentario, que tiene como finalidad poder contactar con otras personas que estén estudiando para acceder al cuerpo nacional de policía y que además sean de etnia gitana: 
“Hay policías gitanos en España?
Hola soy gitano y soy licenciado en derecho y ahora estoy opositando para ser inspector de policía nacional. Y mi pregunta es ¿hay policías gitanos en España?. Gracias de Antemano”
A pesar de que la pregunta no pretende otra cosa que contactar con otras personas gitanas en este sector, recibe la siguiente respuesta:
“Yo no conozco a nadie pero podrían existir aunque me parece injusto que haya gente drogadicta como policía”
 Otro ejemplo más de la asociación de la comunidad gitana con la delincuencia y las drogas",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,
"En los comentarios de los lectores de la versión digital del reportaje de El País “750.000 maneras de ser gitano” aparece un listado de comentarios racistas que atentan contra la comunidad gitana en general, comentarios que igualmente mantienen los estereotipos y prejuicios hacia la misma sin valorar la realidad. Ante un reportaje positivo, que muestra la heterogeneidad de esta minoría étnica, nos encontramos con los siguientes comentarios: 
“La realidad que conozco es de familias que agreden a los asistentes sociales y personal contratado para mediar con ellos, que no escolarizan a sus hijos, metidas siempre en negocios turbios (menudeo de droga, robo de cobre...), pasando de las “leyes payas” y con un gran desprecio y agresividad hacia los demás. Chapeau para todos los que se dedican a vivir como los demás, a los de los mercadillos y venta ambulante, y que tratan de superarse y mejorar, intentando educar a sus hijos” “Absolutamente de acuerdo contigo, Pelayo. Hace tres años que la Comunidad de Madrid me ha impuesto varias familias de etnia gitana como vecinos y desde entonces la vida comunitaria es absolutamente insoportable. No tienen ningún respeto por nadie. La suciedad es indescriptible. Las zonas comunes parecen ahora Beirut tras un bombardeo. Y su actitud es totalmente agresiva cuando se intenta razonar con ellos. ¡Qué gran labor están haciendo las Administraciones! Ahora todos los vecinos que pueden se marchan y los que no podemos, como yo, estamos siendo tratados con ansiolíticos. Y encima, ¡con nuestros impuestos!”
",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,['http://sociedad.elpais.com/sociedad/2013/09/02/actualidad/1378145891_110802.html']
"La Gaceta, un diario de información y análisis del grupo Intereconomía, publica un artículo titulado “El Estado Friki” en donde se afirma que la difusión de la cultura gitana es “dinero tirado” y que ese dinero proviene de todos los contribuyentes, entre otras cosas. En concreto, alguno de los comentarios son: 
“Este enorme número de enchufados que viven del Presupuesto, junto con la gran originalidad que tienen nuestros políticos, provoca inevitablemente que haya organismos públicos cuyos fines sean ridículos. Las hay que se dedican a vender semen de caballo, a difundir la cultura gitana, a defender el sector del vidrio, a fomentar el juego de azar o a admirar el paisaje catalán. A continuación se expone un pequeñísimo ejemplo de empresas públicas que conforman un verdadero Estado friki.”
",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,
"En una página de Internet aparecen nuevamente los carteles de la campaña educativa de la Fundación Secretariado Gitano manipulados de forma no consentida y gravemente ofensivos e injuriosos hacia la comunidad gitana en general. La página en cuestión: http://www.burbuja.info/inmobiliaria/guarderia/444737-gitanos-estudios-g... Estos carteles manipulados fueron denunciados en 2012 por la Fundación Secretariado Gitano (caso estatal nº 35. Informe Discriminación Comunidad Gitana 2013 ) ante la Secretaría de Estado de Telecomunicaciones del Ministerio de Industria, Energía y Turismo y ante la Fiscalía General del Estado para su posible traslado al Fiscal de la Sala de Criminalidad Informática obteniendo como resultado el archivo de las actuaciones. Tras las quejas presentadas esta página www.burbuja.info encontramos que han eliminado todo el contenido relacionados con la campaña de educación, por lo que en este sentido agradecemos la colaboración en eliminar el contenido que incitaba al odio y al racismo hacia la comunidad gitana. Sin embargo no es así en esta otra página de internet y que cuenta prácticamente con el mismo contenido anteriormente denunciado Desde el Área de igualdad solicitamos la retirada del contenido de esta página pero igualmente no hemos obtenido respuesta positiva. Desgraciadamente esta es la tónica general en estos casos, por un lado, nos encontramos con la gran dificultad de contactar con el agente discriminador y por otro, prácticamente la inexistencia de recursos para hacer frente a estas situaciones discriminatorias se difunden en internet.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,['http://circonio-cubico.tumblr.com/post/34898687390/gitanos-con-estudios-gitanos-con-futuro']
"En un programa de la cadena Telecinco comentaron unas imágenes de una noticia relativa a una mujer pirómana a la que la policía cogió “in fraganti”, intentando quemar un solar en Madrid. La periodista en su crónica, apunta que la mujer detenida es de etnia gitana Como ya hemos mencionado en otras ocasiones similares, la mención a la etnia no aporta nada a la noticia y reafirma la imagen negativa que se tiene hacia la comunidad gitana  ",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,
"En ocasiones en Facebook, red social virtual, se pueden encontrar páginas con contenidos sobre la comunidad gitana que incitan al odio y la violencia. Entre otras cosas, esta red permite a sus usuarios/as crear grupos en torno a intereses compartidos. En este caso se localizó un grupo en donde comentaban y respondían a la siguiente encuesta (falsa, evidentemente): 
La Fundación Secretariado Gitano ha realizado una encuesta a nivel nacional con la siguiente pregunta ¿a kien preferis como vecino a una familia gitana o al etarra dejuana chaos? la gran mayoria prefiere a un puto asesino etarra pa k luego digan k no existe racismo hacia el.pueblo gitano
 Gracias a la acción de usuarios y usuarias particulares denunciando los hechos Facebook retiró la página del mencionado grupo. Sin embargo, este tipo de contenidos siguen muy presentes en las distintas redes sociales y su detección y eliminación suele resultar complejo. La acción ciudadana particular, como en el presente caso, es un elemento clave en la lucha contra el racismo y la discriminación hacia la comunidad gitana en la red.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,
"Nos llega un correo de un particular denunciando una imagen en la que las caricaturas que están en una cárcel simulan ser gitanos. En mensaje dice: 
A/A Secretariado Gitano: No soy gitano, pero vivo en el Albaicín y durante mis 25 años he tenido la oportunidad de conocer ya desde preescolar en el colegio y en el día a día personas gitanas, hijos de empresarios del turismo, y artistas como cantaores, bailaores o guitarristas famosos. Tan solo el decir que están bien integrados me parece ya insultante (veo necesaria una explicación al respecto aunque me desvíe un poco del tema principal del mensaje) porque por asociación de ideas al decir esto se podría pensar que su naturaleza es no estarlo y que el que lo estén es algo excepcional digno de puntualizarse, si bien aplaudir la integración de los sectores más discriminados de la sociedad es algo positivo que motiva e impulsa que esto prosiga, siempre se debe de tratar con cuidado y atendiendo al contexto socio-económico pues lo que en una situación es positivo en otra diferente es insultante por lo ya dicho y a esta última es a la que me refería. Me dirijo a ustedes tras ver un dibujo que pretende ser cómico en el periódico del País cuyo texto me he negado a leer, ya que lo que la imagen me ha transmitido sin leer el texto es lo mismo que transmitirá a cuantos ojeen el periódico sin pararse a leer de forma completa todas y cada una de sus páginas, lo cual es un alto porcentaje de quienes lo compran. Descripción: Se ve una celda con Luis Bárcenas dentro acompañado de un guitarrista y un cantaor vestidos los tres de presidiarios. Idea que desprende: Los gitanos es algo común y frecuente en la cárcel y se sienten cómodos. Creo esto da para una queja formal y he preferido dirigirme a ustedes y no a el País para que sean ustedes quienes como institución que vela por la integración e igualdad valoren y procedan como estimen oportuno.
 Desde el Área de igualdad, además de agradecer que se hubiera puesto en contacto con nosotras para informarnos de este caso, se escribió una carta al Defensor del lector por la publicación en El País de esta imagen, pero aún no hemos obtenido una respuesta.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,
