hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference
Nos hacemos eco de este caso a través de un artículo aparecido en un diario de tirada local. En él aparece una casa con el letrero: “Se vende. Sólo a gitanos”. Además recoge las declaraciones de la dueña del inmueble que explica: “porque mis vecinos son unos sinvergüenzas que no me dejan vivir. Yo no hago daño a nadie vendiéndoselo a los gitanos”; “yo considero a los gitanos otras personas más. Si ellos son racistas es su problema”; “se lo daría a un gitano por 30 millones antes que dárselo a un vecino que me pagase 100”. Vemos cómo se utilizan los prejuicios y estereotipos negativos hacia la comunidad gitana a la que en este caso han convertido en un medio para vengarse de los vecinos de su inmueble.,,,2009-01-01T00:00:00+01:00,2009-01-01T00:00:00+01:00,Pontevedra,Vivienda,Sin especificar,
"Mujer joven se traslada de localidad para trabajar en la FSG. Durante unos días busca alquiler en la localidad y visita varios pisos. Llama por teléfono a la propietaria de un piso en alquiler y ésta le empieza a hacer preguntas. En un momento dado le pregunta por la empresa en la que iba a trabajar y cuando responde que en la Fundación Secretariado Gitano la propietaria le dice que no alquila su piso a gitanos. La compañera le intenta hacer ver que eso carece de importancia pero la propietaria pone punto y fi nal a la conversación diciendo que le parece todo muy bien pero que no alquila ni a inmigrantes ni a gitanos. Ejemplo claro de la discriminación en vivienda, ya no sólo hacia personas de etnia gitana sino también hacia todas aquellas que tengan algo que ver con dicha etnia, en este caso trabajar para una entidad como la FSG.",,,2009-01-01T00:00:00+01:00,2009-01-01T00:00:00+01:00,Jaén,Vivienda,Sin especificar,
"Mujer joven usuaria del programa de acceso al empelo Acceder acude a agencia inmobiliaria para alquilar un piso en la localidad. Eligen un piso, acude a verlo con la persona de la agencia y otro día con el propietario. Éste le dice que no tendría ningún problema en alquilarle el piso pero que en la comunidad de propietarios se llegó al acuerdo de no alquilarlo a gitanos. Ejemplo claro de orden de discriminar que según las Directivas y la ley de transposición se considera igualmente discriminación y conllevaría la misma respuesta que un caso de discriminación directa.",,,2009-01-01T00:00:00+01:00,2009-01-01T00:00:00+01:00,Huesca,Vivienda,Sin especificar,
"Un matrimonio gitano del municipio busca una vivienda de alquiler y solicitan acompañamiento en el proceso de búsqueda a la técnica de la FSG en la localidad, solicitando una labor de mediación con las personas propietarias de las viviendas. La mujer, que no presenta rasgos físicos normalmente atribuidos al fenotipo de la comunidad gitana, acude junto con la técnica de la FSG a visitar un piso que reúne los requisitos que busca la familia. El piso se ajusta a lo que buscan y así se lo hace saber a la propietaria quien, muy amablemente, le indica que se lo guarda y quedan para fi rmar el contrato y entregar ya la fi anza la mañana siguiente. A la mañana siguiente cuando la propietaria ve al marido (quien sí presenta los rasgos físicos normalmente atribuidos a la comunidad gitana) rectifi ca y les dice que lo siente mucho pero que la tarde anterior ya alquiló el piso. La mujer no queda muy convencida y al día siguiente vuelve a la agencia inmobiliaria que tramitaba el alquiler del piso y pregunta por su disponibilidad, a lo que el empleado de la agencia le responde que sigue estando disponible. Ejemplo típico de la discriminación en el acceso a la vivienda que siguen sufriendo muchos miembros de la comunidad gitana y que está prohibido por la Directiva 2000/43/CE y su ley de transposición.",,,2009-01-01T00:00:00+01:00,2009-01-01T00:00:00+01:00,Asturias,Vivienda,Sin especificar,
"Una bolsa pública de vivienda en alquiler de la localidad valora la posibilidad de alojar a una familia gitana en una de las viviendas. En el momento de ir a fi rmar, el propietario al ver a la familia se niega a hacerlo indicando que no le gusta esa familia. Se trata de un ejemplo común de discriminación en la vivienda por motivos étnicos, algo que está totalmente prohibido según la Directiva 2000/43/CE y su ley de transposición.",,,2009-01-01T00:00:00+01:00,2009-01-01T00:00:00+01:00,Pontevedra,Vivienda,Sin especificar,
"Familia en Programa de Erradicación del Chabolismo. El alcalde de una localidad de la provincia consigue una vivienda a través de un contacto. La vivienda no cuenta con todos los permisos, de hecho al propietario le paralizaron la obra de reforma. En ese tiempo los vecinos se enteraron de que la vivienda iba a ser para una familia gitana y comenzaron a manifestar que no querían gitanos allí así como a alertar de que la obra no era legal. Hay que tener en cuenta que muchos de estos vecinos también tienen sus casas de forma ilegal, por lo que pedían para otros lo que ellos mismos no cumplían. Los vecinos llamaron a la prensa y pusieron carteles en las marquesinas de los autobuses en contra de los realojos de gitanos. Una madrugada un grupo de personas no identifi cadas entraron en la vivienda y la destrozaron entera, cortando incluso el suministro de luz y de agua. Desde el ayuntamiento se puso una denuncia.",,,2009-01-01T00:00:00+01:00,2009-01-01T00:00:00+01:00,A Coruña,Vivienda,Sin especificar,
"Una familia de etnia gitana de Sestao es realojada en un piso de La Arboleda. Los vecinos de la zona se niegan a ello alegando que “no quieren tener entre ellos al patriarca” que “tiene más de 50 causas pendientes”, y por ello han reunido 5.000 fi rmas para conseguir impedir el realojo. El Ayuntamiento de destino del realojo, Trápaga-Trapagaran, ha denegado el certifi cado de empadronamiento al matrimonio y a los cinco hijos. Durante el realojo la familia tuvo que ser acompañada por cuatro trabajadores de servicios sociales y escoltada por una patrulla de la Ertzaina.. Finalmente la familia tuvo que abandonar la casa en su primer día de ocupación por falta de seguridad. Como consecuencia, la situación de discriminación se ha extendido a otros municipios y cuatro municipios vascos apoyaron la medida de denegar el empadronamiento a gitanos. En septiembre del 2009, y ante la posición del Ararteko, el Ayuntamiento procedió a empadronar a la familia. El realojo se produjo de manera efectiva en fecha 12 de mayo de 2009, contando con la protesta masiva de la sociedad civil del pueblo. Por otra parte los medios de comunicación que siguieron la noticia publicaron titulares discriminatorios presumiendo el carácter delictivo de la familia.",,,2009-01-01T00:00:00+01:00,2009-01-01T00:00:00+01:00,Bizkaia,Acceso a bienes y servicios,Sin especificar,
"Nos hacemos eco de este caso a través del seguimiento de las noticias de prensa. La edición gallega de El País publicó en marzo el siguiente artículo: “SIN ALQUILER POR SER GITANA. Las obras de la Tercera Ronda de A Coruña ya han comenzado y, con ellas, el derribo de chabolas en el poblado gitano de Penamoa. La próxima puede ser la de Mercedes García, apodada Lola por su cante y su baile al estilo de la matriarca de los Flores. Pero nadie quiere alquilarle una casa a la que mudarse con los tres hijos y la sobrina con los que convive. “Al principio, los propietarios me dicen que sí, pero cuando ven que soy gitana me ponen disculpas”. El anuncio de un piso rezaba: “No perros, ni gitanos””.",,,2009-01-01T00:00:00+01:00,2009-01-01T00:00:00+01:00,A Coruña,Vivienda,Sin especificar,
"Mujer de etnia gitana con deuda con su comunidad de vecinos. La mujer propone hacerse cargo de la limpieza del bloque con el fi n de ir subsanando su deuda a cambio de trabajo, tal y como se había hecho con otras vecinas en ocasiones anteriores. A pesar de que la mayoría de los vecinos lo aceptaban, hubo varios que no quisieron aplicarle la misma facilidad. Por otro lado, tiene desperfectos en la vivienda pero la comunidad se niega a hacerse cargo de ello con la excusa de la deuda, a pesar de no ser la única que debe dinero y a pesar de que al resto sí se les realizan las reparaciones. Parece que la única explicación es la mala opinión que tienen algunos vecinos de la comunidad gitana.",,,2009-01-01T00:00:00+01:00,2009-01-01T00:00:00+01:00,Toledo,Vivienda,Sin especificar,
"Una mujer gitana usuaria de la sede de la FSG en Granada fue a alquilar una vivienda a un pueblo de Granada. Habló con la inmobiliaria en cuestión y quedaron para enseñarle la casa. Una vez visitada y al ajustarse a sus necesidades, la mujer decide quedársela. Entonces la persona de la inmobiliaria le pregunta si es gitana y ella no lo niega, le dice que tiene el dinero y que puede hacer frente perfectamente al gasto del alquiler. Entonces la persona de la inmobiliaria le dice que no puede alquilársela porque “en Ogíjares, los gitanos, como que no…”, es decir, le niega el alquiler por el único motivo de ser gitana: discriminación directa en el acceso a la vivienda por razón de etnia prohibido por la Directiva 2000/43/CE y la ley de transposición (L 62/2003).",,,2009-01-01T00:00:00+01:00,2009-01-01T00:00:00+01:00,Granada,Vivienda,Sin especificar,
