hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference
"Una mujer gitana se pone en contacto con el Área de Comunicación de la FSG para transmitir su indignación por los comentarios que un tertuliano ha hecho en un programa de una cadena de televisión privada nacional. En un programa llamado “Dando Caña” alrededor de las 14:30. Un tertuliano (frecuente en la cadena y del que no sabía el nombre) dijo entre otras manifestaciones, que “dentro de la comunidad gitana todas las familias, todas, viven con un solo número de la seguridad social que comparten”. A raíz de este comentario, empezaron a llegar mensajes del tipo: “fuera todos los gitanos”, “Los gitanos son una mierda”, etc. Hay que tener en cuenta que la audiencia de este programa difunde a su vez los estereotipos y prejuicios hacia la comunidad gitana en general. Queda claro el efecto en cadena que tiene este tipo de programas de opinión, donde, además, los periodistas suelen confundir el derecho a la libertad de expresión con el derecho al insulto.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,
"El diario La Razón en la sección de Madrid publica la noticia “Golpe a los Gordos el clan de los clanes”; este suceso es tratado de forma discriminatoria en varias noticias, concretamente en la publicada el 26 de enero de 2011, la del 18 de abril de 2012 y la del 22 de mayo de 2012, donde se hace una referencia explícita a la pertenencia de los detenidos a la etnia gitana en la operación policial. Desde la FSG se envía carta al medio transmitiendo nuestro malestar por diversos contenidos que se han publicado en su periódico en relación a un suceso de tráfico de drogas, en el que se asocia insistentemente a la comunidad gitana con la comisión de acciones delictivas.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,
"En una página web, concretamente intereconomía.com, encontramos comentarios con tintes racistas contra los gitanos rumanos. Comentarios que se hacen en un foro de la noticia “Más de 35 gitanos rumanos detenidos en Madrid en una operación contra el robo de cable de cobre” tales como:“Los maleantes ¿para qué se van a ir a Rumanía?, si aquí están en la cárcel en !!Pensión Completa!!. Mejor en la cárcel en España que en libertad en Rumanía, según ellos claro”",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,
"Desde área de Igualdad de Trato y No Discriminación realizamos seguimiento de páginas del Facebook relacionadas con el racismo y la xenofobia en general, pero concretamente hacia la comunidad gitana. Revisando una de estas páginas encontramos otra con el siguiente comentario: “yo también pienso que los ewoks son los osos amorosos de los primos gitanos” A pesar de haber solicitado el cierre de la página, en la actualidad sigue abierta.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,
"Navegando en Facebook uno de los técnicos de la FSG en Linares, nos envía un enlace de una página creada en Facebook dedicada a la difusión de bromas y actividades similares: “Nunca te rías de un gitano en bicicleta. Podría ser la tuya” Dicho título atenta contra la dignidad de las personas de etnia gitana y afines. Además, la web alberga comentarios y contenidos racistas y/o xenófobos. Desde el Área de Igualdad de Trato y No Discriminación se ha denunciado la página de Facebook y se ha solicitado su cierre, pero a pesar de ello todavía sigue abierta.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,
"A través un mail recibido por el Área de Igualdad nos llega la información sobre un blog publicado en internet llamado “Círculo Identitario de Nietzsche” en el que aparecen comentarios tales como: “Existe un gravísimo problema racial en España que no podemos obviar. En nuestro país habita una cantidad indeterminada de gitanos, etnia proveniente del noroeste indio”, “su presencia aquí supone una amenaza para nuestra identidad española y nuestra riqueza bioantropológica”, “Hoy el problema se agrava con la reciente afluencia de gitanos establecidos hasta ahora en el este de Europa, principalmente en Rumanía y en Bulgaria”. En el foro de comentarios al blog, se plasman pensamientos y consideraciones racistas y xenófobas de todo tipo, y el propio blog se autodenomina “ario” y “nacional socialista”. Desde el Área de igualdad se ha denunciado el contenido de este blog sin obtener resultado.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,
"En un blog del periódico El País de temática social encontramos en los comentarios de los lectores numerosos contenidos negativos y estereotipados hacia la comunidad gitana relacionados con la noticia “Los gitanos españoles han cambiado más en tres décadas que en seis siglos”. En este caso la interlocución del Área de Comunicación de la FSG respecto a esos comentarios negativos tuvo una buena valoración por el medio, publicando unos comentarios de disculpa así como en apoyo y defensa a la comunidad gitana. Por tanto, se envía comunicación al medio agradeciendo su labor.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Almería,Redes sociales,Discriminación directa,
"Encontramos en una página de twitter, “Frases de gitano” comentarios y frases de presunto humor que perjudican gravemente la imagen de la comunidad gitana en general “Te voy a meté una navaja envenená que ni sien pares de bueye te la puean desarrancá”. “Los chinos trabajan de sol a sol y los gitanos, ni los días nublados”. “Toda la vida aplendiendo a dicil flagoneta y ahora se dice manovolumen”. Desde el Área de igualdad de la FSG denunciamos la página, además de solicitar el cierre de la misma a sus administradores pero no hemos obtenido respuesta.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,
"Recibimos una llamada telefónica de un participante informándonos acerca de un conflicto con el presidente de la Federación de Fútbol de Salamanca, que prohibía a un equipo seguir inscrito en la liga (el año pasado disputaron el campeonato). Cuando le preguntaron la razón, éste argumentó que el resto de equipos les tenían miedo (el equipo estaba formado por chicos todos gitanos). El año pasado hubo un equipo formado con chicos gitanos y no gitanos que provocaron un altercado y fueron expulsados. El joven nos comentó que aquella decisión no fue justa y que confirmaba que por “unos pocos pagamos todos”.  ",,,2015-01-01T00:00:00+01:00,2015-01-01T00:00:00+01:00,Salamanca,Otros,Discriminación directa,
"En una casa de Talavera hubo quejas de los vecinos por escándalos de un grupo de jóvenes (8 jóvenes) gitanos porque se reunían en una plaza cerca del edificio donde discutían temas del Culto. El ayuntamiento tras este hecho determinó convocar una reunión donde citó a las asociaciones de vecinos en general, no sólo la de este barrio en concreto, y la asociación gitana local. Fruto de esta reunión se sacó un bando municipal donde se determinaba que no se podía estar en la calle después de la doce de la noche. A raíz de aquel bando los jóvenes nos trasladaron que hubo una serie de actuaciones discriminatorias o diferenciadoras con los gitanos de la localidad. Los jóvenes sentían que los vigilaban más que a otras personas que vivían en la zona.  ",,,2015-01-01T00:00:00+01:00,2015-01-01T00:00:00+01:00,Toledo,Otros,Discriminación directa,
"Una familia fue a solicitar un crédito hipotecario en una sucursal bancaria. Cuando el director les atendió nada más verlos, les dijo que había muchos bancos que con las viviendas que tenían hacían “gitanadas”. Luego les explico que eso consistía en que los ofrecían más baratos o con contratos de alquiler. Y de hecho, derivó a esta familia a que fuera a alguno de estos bancos ya que a él le parecía que lo tenían muy complicado para que le concediesen el crédito que solicitaban. La familia se sintió menospreciada y desatendida. No desearon desarrollar ninguna acción por el trato que recibieron.",,,2015-01-01T00:00:00+01:00,2015-01-01T00:00:00+01:00,Zaragoza,Otros,Sin especificar,
