hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link
"En un periódico de ámbito local aparece una noticia en relación a una agresión. Al fi nal de la noticia se lee la siguiente frase: “…un día después, volvió a producirse un altercado en el club entre un hombre de etnia gitana y un camarero, si bien nada tenía que ver con las agresiones del jueves y el viernes.” No es necesario especifi car la etnia de un agresor ya que no aporta nada a la noticia, y menos en este caso cuando se trata de una noticia periférica a la desarrollada en el artículo.",,,2008-01-01T00:00:00+01:00,2008-01-01T00:00:00+01:00,Valladolid,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/octubre-valladolid-discriminaci%C3%B3n-en-medios-de-comunicaci%C3%B3n-0
"A raíz de un incidente en Valladolid, aparecen en los tres periódicos de ámbito local sendas noticias recogiendo los hechos. Dos de los diarios recogen la noticia y la desarrollan hablando de la inseguridad de la zona, de su deterioro, etc. En cambio, el tercero recoge lo siguiente: “Según fuentes cercanas al caso, varios hombres de etnia gitana acudieron al bar para exigir a los propietarios dinero…”. No sólo emplea de manera innecesaria la mención de la etnia de alguien concreto que presuntamente comete un delito sino que sin citar fuentes determinadas, da por ciertas conclusiones que pueden no ser verdad. Desde la sede de la FSG en Valladolid se mantiene una conversación telefónica con el autor de la noticia, explicándole y argumentando el hecho discriminatorio que se produce al identifi car etnia gitana con hechos delictivos. En artículos posteriores de seguimiento de la noticia no se menciona la etnia.",,,2008-01-01T00:00:00+01:00,2008-01-01T00:00:00+01:00,Valladolid,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/octubre-valladolid-discriminaci%C3%B3n-en-medios-de-comunicaci%C3%B3n
"En el tren que cubre el trayecto Jerez – Sevilla, un grupo de jóvenes de la Red de participación juvenil de la FSG “Chavós Nebó” viajan junto con las monitoras para celebrar un encuentro provincial. Varios de los jóvenes iban sentados charlando y riendo. Uno de ellos, que no tiene asiento junto a los otros, le pide a una pasajera que si no le importa quitar su bolso del asiento de al lado para poder sentarse. La pasajera parece no escucharle durante un rato, mientras que el joven y sus amigos miran asombrados ante la indiferencia con la que la pasajera está tratando al joven. Tras un último intento, el joven le toca el hombro y le vuelve a pedir, por favor, que quite el bolso del asiento para poder sentarse junto al resto de jóvenes. Entonces la señora se levanta, coge su bolso y dice en voz alta: “¡Estos gitanos siempre igual, siempre tienen que dar el cante, vaya por Dios!” y se dirige hacia otro vagón. Los jóvenes comentan el incidente, y el joven manifi esta sentirse mal y extrañado puesto que no ha dicho nada malo ni de malas maneras y no entiende esa reacción. Una de las monitoras, tras hablar con el joven, fue en busca de la mujer para aclarar la situación, sin embargo no fue capaz de encontrarla pues posiblemente se habría bajado del tren en alguna parada anterior.",,,2008-01-01T00:00:00+01:00,2008-01-01T00:00:00+01:00,Cádiz,Otros,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/octubre-jerez-actos-racistas
"Todos los medios de comunicación (audiovisuales y prensa escrita) nacionales y provinciales en Palencia, se hicieron eco de una noticia sobre una situación de maltrato en el que se indica que la denunciante es de etnia gitana, su lugar de residencia, el número de hijos con su pareja, las edades de los mismos. En él se podían leer frase como: “con el agravante añadido de que al ser una mujer gitana está más sometida a la autoridad del hombre”, “la mujer (…) abandonó Miranda de Ebro (…) lejos de su marido, que hasta ese momento era el referente cotidiano por imposición racial…”. La vinculación directa de la etnia, en este caso gitana, con la violencia machista “por imposición racial” nos parece especialmente grave. Es necesario dejar claro que ninguna cultura legitima la violencia de género y que la comunidad gitana (y más concretamente las mujeres gitanas) es sufi cientemente heterogénea como para que deje de ser tratada de forma tan generalizada y estática. Es más, no cabe duda de que la violencia machista ataca a todo tipo de mujeres con independencia de su etnia, posición social o nivel cultural, por lo que no se puede vincular así a toda una comunidad o etnia con una conducta tan indeseable. Desde el área de Igualdad de trato, en coordinación con la sede territorial, se enviaron cartas a varios de los diarios donde se recogían estas líneas, sin embargo no se obtuvo de ellos ningún tipo de respuesta. Además, se informó del caso a la Dirección de la Mujer y al Servicio Territorial de Familia de Palencia.",,,2008-01-01T00:00:00+01:00,2008-01-01T00:00:00+01:00,Palencia,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/octubre-palencia-discriminaci%C3%B3n-en-medios-de-comunicaci%C3%B3n
"Niña menor de edad y de etnia gitana, se encontraba en su Instituto hablando con otros compañeros durante un cambio de clase. Comentaron temas relacionados con costumbres de las personas de etnia gitana (bodas, fi estas, comidas, etc.). Tras debatir una serie de ideas, sus compañeros fi nalizaron la conversación comentando que “todos los gitanos venden drogas”. La muchacha se sintió muy ofendida con el comentario de su compañero y, por no entrar en confl icto, prefi rió mantenerse al margen aún sintiéndose dolida. Es fundamental que el personal de los colegios públicos estén al tanto de este tipo de actitudes y comentarios y trabajen la sensibilización y el conocimiento de la comunidad gitana con los niños y las niñas.",,,2008-01-01T00:00:00+01:00,2008-01-01T00:00:00+01:00,Cádiz,Educación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/octubre-jerez-discriminaci%C3%B3n-en-educaci%C3%B3n
"Durante una entrevista de selección de personal para el puesto de dependienta de una zapatería, el entrevistador le pregunta a la usuaria del programa ACCEDER por su lugar de residencia. Tras contestarle, él empieza a hacer preguntas como “¿eres gitana?”, “¿tus padres son de etnia gitana?”, “¿pero los dos?”. La joven se siente defraudada porque la entrevista se centra entonces en el tema de la etnia. Finalmente nunca llamaron a la joven de la que, con semejante entrevista, acabaron conociendo información personal pero nada sobre su curriculum vitae, lo cual supone una clara diferencia de trato con respecto a las personas candidatas al puesto que no sean de etnia gitana, por tanto, una clara discriminación en el acceso al empleo.",,,2008-01-01T00:00:00+01:00,2008-01-01T00:00:00+01:00,Cádiz,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/octubre-jerez-discriminaci%C3%B3n-en-el-empleo
"A propósito de una noticia publicada en la edición digital de un diario de tirada nacional que hace referencia al asesinato de un joven senegalés en la barriada de Roquetas, en el foro de comentarios a dicha noticia se publican mensajes como los siguientes: “Propongo a las naciones unidad que le compremos a un país necesitado un trozo de tierra y mandemos allí a todos los gitanos y que tengan su propio país. Haber cuanto durarían sin matarse entre ellos. Cuanta hipocresia hay en este país. En mi pueblo hay un 5% de gitanos y 95% payos. Y en problemas a la sociedad es al reves 95% gitanos y 5% payos. Pero para Zp y sus secuaces decir esto es políticamente incorrecto. Extranjeros fuera de una vez. Que se vayan a robar a su país que son la mayoría unos delincuentes. Acaso creeis que un extranjero de bien vca a venir a España? Hipocritas que sois todos unos hipocritas.”; “(…) Yo por mi parte me considero racista u xenofobo como el 90% de la gente normal. La diferencia es que yo lo reconozco y el resto quizás no.”; “La culpa la tienen los gitanos, los alcaldes de roquetas, la junta de Andalucía, el gobierno central de Felipe gonzález, aznar y zp, porque en ese barrio se sabe que se venden de todo y no han movido un solo dedo en los ultimos 20 años. Todos han permitido que se forme un barrio marginal en defi nitiva tenemos unas administraciones y unos políticos que verdaderamente son nunca mejor dicho una merienda de negros.”; “Que salga ahora algun ONG de Gitanos. Son solo delincuentes…. Basta de hipocresias inmigrantes y gitanos fuera de España.” A pesar de ser comentarios de marcadísimo contenido racista, el periódico los publica en su foro, permitiendo así que todo mundo pueda leer, bajo la “tutela” de un periódico “serio”, comentarios calumniosos y prejuiciosos, con el calado que ello tiene en la opinión pública.",,,2008-01-01T00:00:00+01:00,2008-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/septiembre-estatal-discriminaci%C3%B3n-en-medios-de-comunicaci%C3%B3n
"A través de un artículo periodístico en un diario de tirada nacional nos hacemos eco de este caso. El titular del artículo era: “Escuela gueto. Condenados al cole.” En el artículo se relata la realidad del día a día de dos colegios en Castellón. El primero, el Colegio “Profesor Carles Selma” en el que dice que la mayoría de los niños no sale camino de instituto sino que salen sin saber leer y escribir, sin saber sumar o restar llevando. En él, de los 97 alumnos matriculados en este curso, 74 son gitanos, 2 rumanos, 1 lituano, 1 chino y 19 niños castellonenses no gitanos. De todos ellos, hay 25 que necesitan pedagogía terapéutica porque abundan las difi cultades en el habla y tres son discapacitados que no controlan los esfínteres. Nadie habla inglés, pero a “los niños forasteros y gitanos, que son castellanohablantes, se les habla en “valenciá” porque el cole, además, es de inmersión lingüística. A esto la antropóloga Ana Giménez lo llama la guinda del despropósito”. No muy lejos de éste, está el barrio y el colegio de “San Agustín”, “otra escuela gueto”. “Aquí no sólo vienen los niños que no han podido o han querido escapar, o a sus familias les da lo mismo, sino que un autobús recoge a alumnos desde distintos puntos de la ciudad para traerlos hasta este cole de concentración. Con premeditación y alevosía.” Son niños extranjeros, generalmente recién llegados de forma que el alumnado está formado por 55 gitanos, 47 rumanos, 4 marroquíes, 2 argelinos, 1 venezolano y 2 niños castellonenses no gitanos. De este colegio se relatan numerosos incidentes violentos. “… en el aula se reproduce el sistema de familias y bandas de la calle”. En el artículo hacen varias preguntas de cultura general muy básica a dos alumnas y no conocen las respuestas. Recogen el testimonio de un alumno que reconoce no haber aprendido nada, hacer muchos dibujos y aburrirse, tiene 7 años y no sabe escribir su nombre. Los profesores no entienden porqué no se dispersa a los niños y niñas del gueto hacia otros centros donde la normalidad los arrastre, donde la concentración de tantas difi cultades se disuelva. Donde no haya niños condenados de esta manera. Se habla también de un proyecto con los niños “Cosmos” gestionado por una asociación gitana, con el que la Directora del colegio San Agustín no está nada de acuerdo. De hecho afi rma que ese programa no ayudará a cambiar a los niños sino a que ella (la trabajadora de la asociación) entre en el mercado laboral. Además, los profesores declaran que no denuncian las ausencias de los niños y niñas, a pesar de que las personas del proyecto se lo piden, porque “es casi una inmolación”: “si ellos denuncian las faltas de asistencia y eso llega al fi scal de menores y la autoridad interviene con la familia, “el que sale a las cinco por la puerta soy yo, ¿a por quién se cree que van a venir?”. Indica el artículo que el cole gueto no es patrimonio castellonense sino que un estudio de la Jaime I contabilizó más de 300 repartidos por nuestra áspera piel de toro, a pesar de que faltan datos de la Administración. Con este caso y otros recogidos este año en la Comunidad de Madrid, queda patente que la segregación escolar no es algo lejano y propio de “otros tiempos”, sino que existe en la actualidad en el territorio español, lo cual condena a estos niños a carecer de conocimientos y habilidades que les permita acceder a estudios superiores o formación profesional para obtener empleo en el futuro.",,,2008-01-01T00:00:00+01:00,2008-01-01T00:00:00+01:00,Castellón,Educación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/septiembre-castell%C3%B3n-discriminaci%C3%B3n-en-educaci%C3%B3n
"Llega al correo general de la FSG un email denunciando la existencia de un grupo en la red social Facebook donde sus componentes se mofan de forma degradante, y en muchos casos racista, de la comunidad gitana. El grupo se llama “Nunca he visto un gitano con gafas” y en septiembre tenía 50 miembros, sin embargo a la fecha de la redacción de este informe ya cuenta con 207. Se trata de un grupo de acceso público, es decir, no hace falta registrarse en la red para ver todos los comentarios. Algunos de los comentarios que pueden leerse dicen lo siguiente: “yo utilizaba gafas… me operé la miopía y me convertí en gitano!!! A ver si me echo aguarras en los ojos en un rato…”; “Pues yo tampoco he visto a ningún cabrón de esos…”; “Yo tuve un alumno gitano Jimenez y con síndrome de Down… un completo! Una con bacon!”. Desde FSG se denuncia el grupo por atentar contra el derecho al honor de la comunidad gitana y el derecho a la igualdad siguiendo el sistema establecido por la propia red, sin embargo no se obtiene respuesta alguna y el grupo y sus comentarios, siguen siendo accesibles.",,,2008-01-01T00:00:00+01:00,2008-01-01T00:00:00+01:00,Estatal,Redes sociales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/septiembre-estatal-discriminaci%C3%B3n-en-internet
"Se recibe vía mail la denuncia de este caso de discriminación. Se trata de la convocatoria a una asamblea de vecinos en la que se lee lo siguiente: “La valla que ha sido levantada a principios de año hasta ahora ha cumplido su cometido manteniendo alejados de la urbanización a perros y gitanos, espero no tentar a la suerte.”",,,2008-01-01T00:00:00+01:00,2008-01-01T00:00:00+01:00,Sevilla,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/septiembre-andaluc%C3%ADa-discriminaci%C3%B3n-en-vivienda-administrador-de-fincas
