hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference
"Un periódico local menciona la pertenencia étnica de una pareja protagonista de un episodio de violencia doméstica que se saldó con la muerte de una joven menor de edad a manos de su pareja, tras ser torturada varios días.",,,2004-01-01T00:00:00+01:00,2004-01-01T00:00:00+01:00,Murcia,Medios de comunicación,Discriminación directa,
Un periódico de ámbito nacional publica en la sección Baleares una noticia con el siguiente titular “Cae una banda de etnia gitana dedicada a robar y traficar con aves exóticas”.,,,2004-01-01T00:00:00+01:00,2004-01-01T00:00:00+01:00,Baleares,Medios de comunicación,Discriminación directa,
"Un informativo local comenta en antena una noticia relativa a tres mujeres detenidas por presunta estafa y agresión. Desde el titular de la noticia se hace referencia a la pertenencia étnica de las implicadas, para referirse posteriormente a ellas como “las gitanas”. La FSG se pone en contacto con la cadena, que se disculpa por los hechos.",,,2004-01-01T00:00:00+01:00,2004-01-01T00:00:00+01:00,Pontevedra,Medios de comunicación,Discriminación directa,
"Con el titular de Batalla campal en La Paz, un periódico recoge, de manera inexacta, distorsionada y sensacionalista, en relación a un altercado ocurrido en un hospital madrileño tras el fallecimiento de un paciente gitano: eran unos cincuenta y quisieron llevarse el cadáver del ser querido. Especialmente denigrante era el dibujo “ilustrativo” de la versión publicada por este medio.",,,2004-01-01T00:00:00+01:00,2004-01-01T00:00:00+01:00,Madrid,Medios de comunicación,Discriminación directa,
"Tras el estacionamiento irregular de un vehículo por un usuario gitano de la FSG, dos policías municipales solicitan su identificación personal, lo que origina una breve discusión con el afectado, durante la cual uno de los agentes afirma que “el mejor de los gitanos debería estar ahorcado”.",,,2004-01-01T00:00:00+01:00,2004-01-01T00:00:00+01:00,Madrid,Servicios policiales,Discriminación directa,
"Agentes de la policía municipal detienen un vehículo solicitando la identificación de su conductor. Comprobada ésta, y a pesar de constatar la ausencia de antecedentes penales, los agentes proceden a realizar un cacheo personal y un interrogatorio en medio de la vía pública por un tiempo y con un rigor desproporcionado. El afectado interpone una reclamación en la comisaría denunciando un trato vejatorio y humillante por razón de su pertenencia étnica, pero el servicio de atención ciudadana considera la actuación sujeta a legalidad y no impone medida disciplinaria alguna.",,,2004-01-01T00:00:00+01:00,2004-01-01T00:00:00+01:00,Pontevedra,Servicios policiales,Discriminación directa,
"La inspección de trabajo determina que una empresa incumple con las medidas de seguridad preceptivas, negligencia que provocó la afección pulmonar e invalidez permanente de un trabajador gitano, tal y como certificó el tribunal médico correspondiente. Al confirmarse la negligencia empresarial, el trabajador solicita una indemnización y un incremento de su pensión de invalidez, pero su pretensión es desestimada a pesar de todas las pruebas médicas a su favor.",,,2004-01-01T00:00:00+01:00,2004-01-01T00:00:00+01:00,Salamanca,Servicios policiales,Discriminación directa,
"Un agente de la policía local acude al lugar de trabajo de una persona gitana para hacerle unas preguntas en relación al robo de una bicicleta. En una empresa situada en el mismo edificio, el agente comenta que está buscando a una chica gitana que trabaja en una lavandería, “porque está involucrada en el robo”. Al llegar a la lavandería vuelve a repetir lo mismo delante de su jefe y el resto de compañeros. El dueño de la lavandería, conocedor de la inocencia de su empleada, informa a la FSG, que interpone una queja en la comisaría.",,,2004-01-01T00:00:00+01:00,2004-01-01T00:00:00+01:00,Lugo,Servicios policiales,Discriminación directa,
"Varias mujeres gitanas acuden a la comisaría para denunciar que en una cafetería se han negado a servirles una consumición y a facilitarles el libro de reclamaciones. El agente que las atiende quita importancia a lo sucedido argumentando que no es motivo suficiente para interponer una denuncia, aunque las interesadas deciden volver a la comisaría para hacerlo.",,,2004-01-01T00:00:00+01:00,2004-01-01T00:00:00+01:00,Albacete,Servicios policiales,Discriminación directa,
"Para tramitar la corrección del primer apellido de una persona gitana de origen portugués que figuraba erróneamente en su DNI, se solicita la presentación de su partida literal de nacimiento. En ella se comprueba que, en el momento de la inscripción en el registro civil en el año 79, sus padres figuraban como ciudadanos portugueses. Por ello, se le deniega la renovación del DNI y se le exige el inicio de los trámites para solicitar la nacionalidad española, dejándole indocumentado mientras dure el proceso. Finalmente la Delegación de Gobierno de Asturias resuelve el problema en colaboración con la FSG, que realiza el acompañamiento y las gestiones administrativas.",,,2004-01-01T00:00:00+01:00,2004-01-01T00:00:00+01:00,Asturias,Servicios policiales,Discriminación directa,
