hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link
"En un periódico de Aragón se publica una noticia bajo el titular: ”NO SEÑOR, LOS GITANOS NO DECLARAMOS A HACIENDA” y en el cuerpo de la noticia de describen actuaciones que podrían ser calificadas como defraudadoras de la hacienda pública y se remata con esa frase recogida del sumario de la causa.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Zaragoza,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/arag%C3%B3n-prensa-discriminaci%C3%B3n-directa
"En el diario La Vanguardia, de 25 de mayo de 2011, se publicó un titulado “Un conflicto familiar obliga a vigilar dos colegios en Girona”. En el cuerpo de la noticia se expone que el problema tiene origen en un conflicto familiar, señalando innecesariamente la pertenecía étnica de las familias.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-prensa-discriminaci%C3%B3n-directa-1
"En una noticia del diario ABC sobre una redada antidroga en un poblado chabolista, sin decir la etnia de los protagonistas del suceso, se hace referencia a que es una zona donde viven muchas familias gitanas. Cuando desde el Área de Igualdad vamos a enviar una carta al medio, encontramos que la noticia ha sido modificada, y en el enlace indicado aparece el mismo artículo pero sin la mención referida. Por lo tanto, se envía comunicación al medio agradeciendo, en este caso, la modificación de la noticia.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-prensa-discriminaci%C3%B3n-directa-0
"A través del servicio de alertas de prensa del centro de documentación de la FSG, encontramos una noticia en un diario gallego, en la sección área metropolitana, titulado “Un grupo de gitanos agrede en Meicende a una mujer que circulaba en un turismo”, de 8 de mayo de 2011. La mención de la etnia no se ve justificada.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,A Coruña,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/coru%C3%B1a-prensa-discriminaci%C3%B3n-directa
En un portal de internet con formato de enciclopedia. Al introducir el concepto “gitano” en el buscador aparece un texto cargado imágenes estereotipadas y negativas para la comunidad gitana.,,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Alicante,Redes sociales,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-internet-discriminaci%C3%B3n-directa-4
"En un diario de Galicia en su edición digital publica una noticia sobre el número de casos de discriminación hacia la comunidad gitana o sus integrantes, tomando como base el informe anual de la FSG. A raíz de esta publicación los lectores dejan sus comentarios, la mayoría de ellos cargados de comentarios racistas.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,A Coruña,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/coru%C3%B1a-internet-discriminaci%C3%B3n-directa
"La edición digital de un diario regional, publica la noticia titulada “Detenido por robar un coche en un bar y agredir a agentes de la Guardia Civil”, en relación a unos sucesos ocurridos en una localidad de León. En la misma se hace referencia expresa a la etnia de los protagonistas, información innecesaria para la comprensión de la noticia y que solo fomenta la asociación, tan arraigada en nuestra sociedad, entre comunidad gitana y delincuencia.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,León,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/castilla-le%C3%B3n-prensa-discriminaci%C3%B3n-directa-0
"Una mujer gitana llamó ofendida a la Técnica de Igualdad de Jerez para comentarle que en la biblioteca del centro educativo de su hija figura el libro de lectura infantil “Los Lagartijos” de Alejandra Vallejo-Nájera, de la Editorial Alfaguara, en el que aparecen los siguientes comentarios: “¡Pues sí que es un tipo chungo!, vamos es más chungo que la mugre de un gitano...” La mujer manifestó su malestar porque era un libro al que podía tener acceso todo el alumnado y proyectaba una imagen negativa de las personas gitanas.","Desde la FSG se comprobó la existencia del libro con ese contenido y se enviaron dos cartas de queja, una a la biblioteca solicitando la retirada del libro y otra a la editorial, solicitando que le hiciera llegar la queja a la autora del libro.",A fecha de hoy no se ha recibido respuesta alguna ni por la editorial ni por el centro escolar.,2017-01-01T00:00:00+01:00,2017-01-01T00:00:00+01:00,Cádiz,Educación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/jerez-de-la-frontera-educaci%C3%B3n-discriminaci%C3%B3n-directa
"Dos alumnas de Ciclo Formativo de Grado Superior de Educación Infantil comunicaron en el dispositivo sede de la FSG de Ciudad Real que una profesora de expresión y comunicación expuso en una de sus clases que ella tenía una “clase de los gitanos”, que los habían agrupado en la misma clase porque ni aprendían ni dejaban aprender a los demás compañeros, que habían intentado tomar algunas medidas, pero era imposible enseñarles y les ponían a hacer ejercicios para que se portaran bien.","Desde la FSG se habló con Dirección, Orientación y Jefatura de estudios del Centro y se ofreció nuestro servicio como entidad, se presentó el nuevo Programa Calí y se animó a conocer la historia y cultura de la comunidad gitana en sus aulas. Se ofreció la posibilidad de charlas de sensibilización al profesorado y también al alumnado.",Se realizó una jornada de formación al profesorado de los ciclos de grado superior y tuvo muy buena acogida.,2017-01-01T00:00:00+01:00,2017-01-01T00:00:00+01:00,Ciudad Real,Educación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/ciudad-real-educaci%C3%B3n-discriminaci%C3%B3n-directa
"Dos jóvenes gitanos se dirigieron a un pub y al ir a entrar el portero les indicó que no podían pasar. Los jóvenes preguntaron por qué no podían pasar y el portero respondió que había un evento privado. En ese momento salió del pub una conocida y le preguntaron si había un evento privado y ella les contestó que no, que eso era mentira. Los jóvenes insistieron al portero para que les dijese el verdadero motivo por el cual no les dejaba pasar y el portero respondió “hoy no quiere el dueño”. Uno de los jóvenes le advirtió al portero que la semana siguiente iría de nuevo al pub y si no les dejaba pasar, les denunciaría, a lo cual el portero contestó: “haces muy bien, esos son tus derechos, puedes hacer lo que quieras”. Uno de los jóvenes le dijo que no lo entendía, que otras veces había ido y le habían dejado entrar y el portero le contestó “sí, pero al otro no le dejo entrar porque llama a la policía”. El portero reconoció a uno de los jóvenes que había denunciado a otra discoteca por denegación de acceso por motivos étnicos. Los jóvenes pidieron la hoja de reclamaciones y el portero se la negó. En esos momentos pasaba por allí una patrulla de la policía local; los jóvenes llamaron a la patrulla y comunicaron a los agentes que el portero no les dejaba entrar, diciendo que había un evento privado; ellos comentaron que eso era una excusa, que en realidad no les dejaba entrar por ser gitanos y que además no les daba la hoja de reclamaciones. El policía respondió que eso eran suposiciones suyas, que más bien era “que habrían liado alguna y que habrían tenido conflictos”. Los jóvenes dijeron que ellos no habían hecho nada, que estaban seguros de que no les dejaba entrar por ser gitanos, por racismo, al igual que pasaba en otras discotecas. El policía aparcó el coche y bajó a hablar con el portero y el dueño de la discoteca, por un lado y después con los chicos, a los cuales les dijo: “mira, como no sois usuarios del local, no sois clientes y no habéis entrado; por eso no os va a dar la hoja de reclamaciones y yo no voy a perder más tiempo con vosotros”. El otro policía que le acompañaba les dijo que si creían que se habían vulnerado sus derechos que fuesen a la comisaría a denunciar. Los jóvenes dijeron a la policía que tenían derecho a que les dieran la hoja de reclamaciones, pero se marcharon.","Días más tarde, los jóvenes regresaron al pub y de nuevo no les permitieron la entrada “porque llamaban a la policía”. Los jóvenes acudieron a la Técnica de Igualdad de la FSG y le contaron los hechos. Se plantearon algunas estrategias y finalmente los jóvenes, que lo único que querían era poder entrar al pub, decidieron enviar una carta de queja al dueño de la discoteca. Se envió una carta desde el Departamento de Igualdad al dueño del local explicándole lo sucedido y solicitando el acceso al pub como cualquier otro ciudadano o ciudadana sin discriminación alguna bien sea por motivos étnicos o por represalia por haber denunciado a otros locales por denegar acceso a bienes y servicios por discriminación. Asimismo, la Técnica de Igualdad contactó con el Inspector de la policía local, para comunicarle los sucedido, la actuación de los agentes de policía y también le comunicó que se había enviado la carta de queja al dueño del local. El Inspector se comprometió a investigar sobre quién estaba de guardia esa noche para verificar que el policía actuó de esa forma y se comprometió también a hablar con el dueño del local y a informar a la FSG de todo. Días después el Inspector contactó con la Técnica y le contó que habló con el dueño del local, quien dijo que no había recibido la carta, a pesar de que recibimos el acuse de recibo de correos, y también comentó el Inspector que el dueño estaba muy enfadado porque la policía no tenía que decirle nada. El Inspector le dijo que no podía hacer lo que estaba haciendo; el dueño del pub se sintió muy molesto.","Días después uno de los jóvenes acudió al pub para ver si le dejaban entrar y pudo hacerlo sin ningún problema. Los jóvenes, desde entonces pueden entrar al pub y están muy contentos con el resultado.",2017-01-01T00:00:00+01:00,2017-01-01T00:00:00+01:00,Ciudad Real,Acceso a bienes y servicios,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/puertollano-acceso-bienes-y-servicios-discriminaci%C3%B3n-directa-0
