hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link
"El hombre gitano trata de alquilar un piso para él y sus dos hijos a través de particulares. Telefónicamente le dicen que sí pero cuando se presenta en persona le niegan el alquiler, le ponen excusas. Nos manifiesta preocupación por este hecho.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Badajoz,Vivienda,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/don-benito-discriminaci%C3%B3n-directa-encubierta
Un joven gitano llama a un particular para alquilar un piso. La conversación fue muy bien y la propietaria le indica que le urge alquilarlo. Ambos quedan para poder ver el piso. Cuando la propietaria ve a los inquilinos empieza a dar argumentos explicando que ya no puede alquilar el piso.,,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Jaén,Vivienda,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/ja%C3%A9n-discriminaci%C3%B3n-directa-encubierta
"Una señora trata de alquilar un piso para su hija en una inmobiliaria y después de pedirles todo tipo de documentación, incluidas las nóminas de ella y de su marido, cuando van a ultimar el contrato la inmobiliaria se retracta aduciendo que no es suficiente y que deben tener nóminas todos los miembros de la familia.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Badajoz,Vivienda,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/don-benito-discriminaci%C3%B3n-directa
"Una usuaria de la FSG es ayudada en la búsqueda de vivienda. Acudimos, junto con la joven, a ver un piso en el que está interesada. La comercial de la inmobiliaria, tras el interés mostrado por la joven en alquilar la vivienda, acuerda llamar a los propietarios para comenzar los trámites. Ese mismo día la joven recibe una llamada de la inmobiliaria, donde se le informa que el dueño del piso no está dispuesto a arrendarlo a una persona de etnia gitana, no se fía y no quiere problemas, prefiere tenerlo vacío. Desde la FSG, y a través de la inmobiliaria, se escribe una carta al propietario denunciando la discriminación cometida pero no se obtiene respuesta.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Ciudad Real,Vivienda,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/puertollano-discriminaci%C3%B3n-directa
"La FSG, dentro de su programa de empleo, colabora en la organización de un curso de cajera que incluye un cierto número de horas prácticas. La prospectora laboral de la FSG se entrevista con el responsable de un supermercado, el cual se niega a que dichas prácticas se desarrollen en sus instalaciones porque en ningún momento se les había comunicado que las estudiantes eran de etnia gitana y alega que el puesto de cajera es complejo por el manejo de dinero que conlleva. Además, solicitaron fotografías y la dirección postal de estas mujeres, pues no querían que fuesen gitanas que viviesen cerca del establecimiento, porque según su parecer, podían dejar pasar a sus conocidos y familiares sin pagar las compras.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Córdoba,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/c%C3%B3rdoba-discriminaci%C3%B3n-directa
"Realizando prácticas como camareras de hotel, dos mujeres gitanas escuchan comentarios de otra compañera que afirma tener miedo de otra señora por su aspecto gitano. Las mujeres tienen que oír comentarios discriminatorios y llenos de prejuicios. Cuando comentan a la compañera que ellas también son de etnia gitana, la mujer se sorprende y procura evitarlas desde ese momento.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Jaén,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/ja%C3%A9n-discriminaci%C3%B3n-directa-3
"Dos mujeres de etnia gitana son llamadas para incorporarse a un puesto de trabajo de camarera de pisos, pero previo a poder incorporarse al trabajo deben hacer un curso formativo de dos días de duración. Durante el primer día, a ambas les asignan la limpieza de habitaciones, sin indicarles los criterios del hotel, el segundo día asignan la limpieza individual de habitaciones a todas las compañeras, entregándoles las llaves de las habitaciones correspondientes a todas, excepto a las dos jóvenes de etnia gitana. A lo largo de esa mañana, la gobernanta les increpa por errores cometidos; ellas explican que no habían recibido indicación alguna y muestran disposición para aprender. Al marcharse le preguntan si van a empezar a trabajar como el resto, pero no reciben ninguna contestación por parte de la gobernanta, y finalmente no fueron llamadas para su incorporación laboral.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Alicante,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/alicante-discriminaci%C3%B3n-directa-1
"Una aspirante a un puesto de trabajo, tras superar todo el proceso de selección, es informada de que va a ser otra persona la que ocupe el puesto. Nos transmite que la razón fue que reconocieron sus apellidos como gitanos.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Cádiz,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/algeciras-discriminaci%C3%B3n-directa
Una mujer de etnia gitana asegura no lograr pasar las entrevistas de trabajo por sus apellidos. Finalmente decide cambiárselos en el currículum para acceder a un empleo.,,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Badajoz,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/m%C3%A9rida-discriminaci%C3%B3n-directa-0
"Durante una entrevista de trabajo en una funeraria, el encargado pregunta sobre la etnia de la mujer y, al saber que es gitana, da por terminada la entrevista. El mediador social, a pesar de la interlocución con el encargado, no logra un cambio de actitud.",,,2011-01-01T00:00:00+01:00,2011-01-01T00:00:00+01:00,Badajoz,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/m%C3%A9rida-discriminaci%C3%B3n-directa
