hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link
El diario El Español publicó una noticia en la que se hacía mención a la etnia gitana de un usuario de Tik Tok. ,Se le envió carta de queja al medio en el que se solicitaba la retirada de la mención étnica. ,Negativo. El medio no contestó. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Málaga,Medios de comunicación,Discriminación directa,['https://www.elespanol.com/malaga/vivir/20211124/churumbel-malaga-tiktoker-arrasainternet-videos-populares-quien-es/629687194_0.html'],https://informesdiscriminacion.gitanos.org/casos/m%C3%A1laga-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-18
El Diario de Navarra publicó una noticia relacionada con unos abusos que sufrió una niña de 14 años. En esta noticia no solo se mencionaba la etnia gitana sino también se justificaba el acoso sexual sufrido por la niña dando a entender que las tradiciones gitanas fomentaban aquel tipo de prácticas. ,Se envió una carta al medio donde se puso de manifiesto las consecuencias y la repercusión en la imagen de la comunidad gitana de este tipo de noticias. Se estableció un dialogo donde se resolvieron dudas sobre cómo llevar a cabo el tratamiento de la comunidad gitana en futuras noticias. ,Positivo. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Navarra,Medios de comunicación,Discriminación directa,['https://www.diariodenavarra.es/noticias/sucesos/2020/01/28/detienen-abusos-pareja-nina-14-anos-valladolid-678470-3204.html'],https://informesdiscriminacion.gitanos.org/casos/navarra-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-13
En el programa de TV Sálvame se emitieron unas declaraciones que estigmatizaban a la comunidad gitana. ,"Se envió carta al propio medio. Finalmente, la presentadora pidió disculpas.",Positivo. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,['https://www.elmundo.es/television/2021/11/05/61851ec1e4d4d817218b45a3.html'],https://informesdiscriminacion.gitanos.org/casos/estatal-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-56
"Varios medios publicaron una noticia sobre un tiroteo en Torrente (Valencia) en un cementerio, el día 1 de noviembre Día de los Santos, haciendo alusión a la etnia gitana del fallecido y de los responsables de los disparos. En el texto de la noticia también emplearon términos despectivos que contribuían a estigmatizar más la imagen de la comunidad gitana, tales como “clanes” y “reyerta”.",Se envió una carta de queja por correo electrónico a todos esos medios.,"Negativo. No contestaron, salvo Diario de Segovia que sí retiró la mención.",2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Valencia,Medios de comunicación,Discriminación directa,"['https://www.leonoticias.com/nacional/muertos-tiroteo-clanes-20211101113035-ntrc.html', 'https://www.elcorreo.com/sociedad/sucesos/muertos-tras-tiroteo-20211101111904-nt.html', 'https://lacronicadesalamanca.com/336350-dos-muertos-tras-un-tiroteo-en-el-cementerio/', 'https://www.elcomercio.es/sociedad/sucesos/muertos-tiroteo-clanes-20211101113035-ntrc.html']",https://informesdiscriminacion.gitanos.org/casos/valencia-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-5
El periódico local Diario de Navarra en su versión digital publicó una noticia en la que se hacía mención a la etnia en el título de la noticia. El titular fue:  “Los fallecidos y el herido pertenecen a una familia de etnia gitana llamada Los Bocanegra”.,"Se envió una carta de queja a la redacción del medio e inmediatamente recibimos una respuesta positiva, agradeciendo la información ofrecida y pidiendo disculpas por lo ocurrido. ",Positivo.,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Navarra,Medios de comunicación,Discriminación directa,['https://www.diariodenavarra.es/noticias/sucesos/2021/11/01/dos-muertos-herido-tiroteo-el-cementerio-torrent-505976-3204.html'],https://informesdiscriminacion.gitanos.org/casos/navarra-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-12
"El Diario de Cádiz publicó una noticia de un tiroteo con resultado de dos personas fallecidas, donde se mencionaba el origen étnico de las personas involucradas, con un lenguaje estereotipado. ",Se envió una carta por email al periódico. ,Negativo. El medio no contestó. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Cádiz,Medios de comunicación,Discriminación directa,['https://www.diariodecadiz.es/cadiz/pueblo-gitano-calle-Cadiz-acto-justicia_0_1672633825.html'],https://informesdiscriminacion.gitanos.org/casos/c%C3%A1diz-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-1
El periódico digital Lavozdecórdoba publicó una noticia con el siguiente titular ‘’Apuñalado en una reyerta en Las Moreras’’. En la redacción de la noticia se hizo mención a la etnia gitana y a términos inadecuados como reyerta. ,Se envió carta al medio. ,Negativo. No contestó. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Córdoba,Medios de comunicación,Discriminación directa,['https://www.lavozdecordoba.es/actualidad/2021/10/17/las-moreras-3/'],https://informesdiscriminacion.gitanos.org/casos/c%C3%B3rdoba-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-3
"El medio digital últimahora.es publicó una noticia relacionada con la venta de cocaína, heroína y hachís en un barrio de Mallorca en la que afirmaba que la venta la realizaba un clan gitano. ","Se remitió carta al director del medio, exponiendo los hechos y solicitándole que retirara la mención a la etnia, y que se tuviese en cuenta para las publicaciones de futuras noticias. ",Negativo. El medio no contestó. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Baleares,Medios de comunicación,Discriminación directa,['https://www.ultimahora.es/sucesos/ultimas/2021/09/26/1303939/drogas-palma-clan-plazadrassana-vendia-turistas.html'],https://informesdiscriminacion.gitanos.org/casos/islas-baleares-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-4
"El periódico Ideal de Granada publicó una noticia con el siguiente titular: “Una veintena de vecinos de Guadix se concentran para evitar la ocupación de una vivienda”. En el texto de la noticia se hacía mención a la etnia gitana de los presuntos okupas. Este tipo de noticias contribuían a fomentar los prejuicios y estereotipos que la sociedad tiene sobre la comunidad gitana, especialmente de Guadix. ",Se envió carta de queja al director del periódico en la que además se solicitó la retirada de la mención a la etnia gitana. ,Negativo. El medio no contestó. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Granada,Medios de comunicación,Discriminación directa,['https://www.ideal.es/granada/vecinos-guadix-concentran-20210909221640-nt.htm'],https://informesdiscriminacion.gitanos.org/casos/granada-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-7
El periódico El Mundo publicó una noticia en la que no se hacía mención a la etnia gitana pero sí a la palabra “clan”.,"Se envió carta al responsable del medio solicitando la eliminación de los comentarios de los lectores, que se consideraron antigitanos. ","Parcialmente positivo. Se recibió respuesta del medio pidiendo disculpas por aquellos comentarios. El mensaje que dejaron asociado a la noticia fue que no admitía comentarios, pero no eliminaron los comentarios con anterioridad a la carta recibida. ",2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Madrid,Medios de comunicación,Discriminación directa,['https://www.elmundo.es/madrid/2021/09/15/61426420e4d4d8c7108b4591.html'],https://informesdiscriminacion.gitanos.org/casos/madrid-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-28
El diario La Crónica de Salamanca publicó una noticia en la que se hacía mención a la etnia gitana. La noticia estaba relacionada con el enfrentamiento de dos familias por la custodia de un menor. ,Se envió carta argumentada al medio donde se explicaba por qué no debía mencionar la etnia. También se solicitó la retirada de la mención a la etnia gitana. ,Negativo. El medio no contestó. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Salamanca,Medios de comunicación,Discriminación directa,['https://lacronicadesalamanca.com/331753-once-anos-por-el-tiroteo-en-bejar-por-la-custodia-de-un-nino/'],https://informesdiscriminacion.gitanos.org/casos/salamanca-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-45
"El periódico El Progreso en su versión impresa publicó una noticia de un suceso que había pasado hacía un tiempo, pero en el que se hacía mención a la etnia gitana de los presuntos implicados. En varias ocasiones utilizó términos como clan gitano o familias gitanas.",Se envío de carta de queja al medio en la que se incluían recomendaciones a los responsables del medio de comunicación para que rectificasen la noticia y no volvieran a hacer mención a la etnia de las personas implicadas ya que no aportaba información relevante para la noticia.,"Negativo. El medio no respondió.
Referencia: Al ser noticia en papel no hay enlace on line. ",2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Lugo,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/lugo-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-18
Varios medios de comunicación de Cataluña se hicieron eco de la noticia relacionada con un tiroteo en Sant Adrià de Besòs. En ellos se hacía mención a la etnia gitana de los presuntos implicados. ,Se remitió carta de queja a cada uno de los medios. ,Negativo. Ninguno respondió. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Barcelona,Medios de comunicación,Discriminación directa,"['https://www.metropoliabierta.com/informacion-municipal/sucesos/vecino-mina-tiroteoexplosiones-gente-corrido_43777_102', 'https://www.lavanguardia.com/local/20210911/7714531/nuevo-tiroteo-mina-vez-heridos.html']",https://informesdiscriminacion.gitanos.org/casos/barcelona-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-30
"El diario online Salamanca24h publicó una noticia relacionada con el tráfico de drogas en la que se hacía mención a la etnia gitana de forma insistente. Además, en el texto de la noticia se hacía referencia a que el perfil de los presuntos traficantes eran principalmente grupos de etnia gitana. ","Se envió carta al medio indicando la mala praxis periodística y la solicitud de retirada de la mención. Además, se les propuso una reunión de trabajo con el objetivo de evitar este tipo de malas prácticas profesionales. ",Negativo. El medio no contestó. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Salamanca,Medios de comunicación,Discriminación directa,['https://www.salamanca24horas.com/local/pandemia-hace-florecer-plantaciones-marihuana-ensalamanca-mientras-intervenciones-policiales-por-otras-drogas-se-reducen_15010627_102.html'],https://informesdiscriminacion.gitanos.org/casos/salamanca-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-44
El periódico El Caso publicó una noticia relacionada con un tiroteo entre familias. En el texto de la noticia aparecía la referencia a que eran familias de etnia gitana. ,Se envió una carta de queja tanto por correo postal ordinario como por correo electrónico. ,Negativo. El medio no contestó. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Lleida,Medios de comunicación,Discriminación directa,['https://elcaso.elnacional.cat/es/noticias/tiroteo-por-para-una-pelea-rina-entre-familiasgitanas-en-la-mari_53989_102.html'],https://informesdiscriminacion.gitanos.org/casos/lleida-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa
"El medio digital Navarra.com publicó una noticia en la que se hacía referencia al aumento de los actos delictivos en la comunidad foral de Navarra por mujeres jóvenes o de mediana edad, de nacionalidad española o extranjera especificando: sobre todo de países del este de Europa y/o de etnia gitana. ",Se envió una carta de queja al medio donde se relataban las consecuencias negativas de la mención a la etnia gitana en este tipo de noticias.,Negativo. El medio no contestó.,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Navarra,Medios de comunicación,Discriminación directa,['https://navarra.elespanol.com/articulo/sucesos/robos-navarra-metodo-abrazo/20210819122829375245.html'],https://informesdiscriminacion.gitanos.org/casos/navarra-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-11
"En la descripción de personajes de la serie Arde Madrid se describía a Lucero, mujer gitana, de forma estereotipada. La descripción era:  “Esposa de Vargas. Gitana de genio y figura, defensora acérrima de su estructura familiar tal como dictan las leyes gitanas. Una prenda encontrada por casualidad desató sus peores sospechas respecto a la fidelidad de su marido. A pesar de su estirpe, Lucero no es de las que se quedan calladas y quietas.”",Se envió una carta al medio explicando la importancia de utilizar un lenguaje adecuado y no estereotipado. ,Negativo. No contestaron. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,['https://ardemadrid.movistarplus.es/personajes/miren-ibarguren'],https://informesdiscriminacion.gitanos.org/casos/estatal-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-55
"El periódico El Caso publicó una noticia relacionada con la delincuencia, tráfico y economía sumergida en la que, además, se hacía mención a la etnia gitana de los presuntos implicados. En el texto de la noticia se hacía referencia a que era un clan familiar de etnia gitana de Badalona que se dedicaba a extorsionar a familias. ",Se envió al medio de comunicación una carta de queja por correo postal y por correo electrónico. ,Negativo. El medio no contestó.,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Barcelona,Medios de comunicación,Discriminación directa,['https://elcaso.elnacional.cat/es/noticias/clan-exilio-casa-plantaciones-marihuana-sant-roque-badalona_52648_102.html'],https://informesdiscriminacion.gitanos.org/casos/barcelona-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-29
En el programa de TV Espejo Público algunos tertulianos hicieron varios comentarios antigitanos. ,Se valoró el contenido de los comentarios y se envió una carta de queja al medio solicitando la eliminación del contenido on line y la referencia a dichos comentarios. ,Negativo. El medio no contestó. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,['https://twitter.com/EspejoPublico/status/1429737546938990596'],https://informesdiscriminacion.gitanos.org/casos/estatal-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-54
