hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference
"Dos madres que llevan a sus hijos al mismo instituto estaban discutiendo un día cuando se acercó una profesora para mediar en la situación. La profesora denunció a una de las madres, de etnia gitana, porque dijo que la empujó. La profesora, junto con la directora y jefa de estudios citaron a la madre y a sus dos hermanas, que no tenían nada que ver en el asunto y les dijeron que tenían que sacar a sus hijos del colegio o, de lo contrario, deberían firmar un documento en el que toda la familia se comprometía a no pasar de la puerta principal, además los menores no tendrían derecho a participar en las actividades extraescolares ni beneficiarse del comedor. En otra ocasión, la profesora durante el recreo, cuando unos alumnos empezaron a discutir, dijo “Estoy hasta el pelo de los gitanos portugueses”, castigando sólo a éstos.","Las dos hermanas contaron a la técnica de igualdad los hechos. La técnica envió un correo electrónico a la directora del CEIP para concertar una reunión y la directora llamó inmediatamente para proponer fechas. Sin embargo, cuando supo de qué familias se trataba, la directora no volvió a responder a las demandas de la FSG. La técnica informó y preparó a las mujeres sobre cómo actuar ante esta situación y les dio las herramientas necesarias para poner en valor sus derechos y los de sus hijos.","No hubo respuesta por parte de la directora del centro. Sin embargo, las participantes estuvieron satisfechas con el asesoramiento.",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Badajoz,Educación,Discriminación directa,
"Un alumno del Programa de Educación Promociona finalizó un trabajo individual que su profesora de lengua les había mandado hacer. El alumno, que se organizó y acabó con antelación al plazo fijado por la profesora, decidió entregárselo a ésta: la buscó en el colegio y se lo entregó mientras la profesora estaba dando clase a otro grupo. En ese momento la profesora le dijo al alumno: “Me lo podrías haber entregado en otro momento” y mirando al alumnado, les dijo: “perdonad, éste es el de la clase de los que no se enteran de nada, este es el de la clase de los sin sentido”. Tras estas palabras, el alumno, se sintió humillado y se marchó a su clase muy afectado. Cuando el alumno llegó a su casa, estaba avergonzado y entristecido; su madre le preguntó qué le pasaba y el alumno le contó lo sucedido. La madre contactó con la profesora por teléfono para aclarar lo sucedido y solicitó una cita, la profesora la citó el día siguiente. Cuando la madre llegó al centro, el día siguiente, le pidió a la secretaria que avisara a la profesora, que al recibirla mostró sorpresa y le dijo a la madre: “Hola, qué tal, dame unos minutos que me has pillado un poco desprevenida, no te esperaba, normalmente los padres de los alumnos gitanos no acudís a informaros por ninguna cuestión relativa a la educación de vuestros hijos”. La madre trasladó a la técnica de la FSG que durante la reunión la profesora hizo algunos comentarios estereotipados hacia las personas gitanas.",Desde la FSG se planteó una mediación con la profesora. Se mantuvo la reunión en la cual se explicó a la profesora cuáles eran las funciones de la FSG tanto en educación como en igualdad de oportunidades y se trasladó a la misma cómo se habían sentido el alumno y su familia.,"Positivo. Se consiguieron romper estereotipos negativos hacia las familias gitanas y se explicó la diversidad existente entre las personas gitanas. La profesora se mantuvo abierta y ha cambiado la actitud con el alumno, desde entonces le ofrece más apoyo y atención y el alumno se encuentra más tranquilo, seguro y motivado; la madre está muy satisfecha con la intervención de la FSG.",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Murcia,Educación,Discriminación directa,
"Una participante del “Programa Calí. Por la Igualdad de Mujeres Gitanas” contó a la técnica de igualdad que durante una clase teórica para sacarse el carnet de conducir, la profesora comenzó a expresar prejuicios y estereotipos hacia la Comunidad gitana, como la pregunta: “¿por qué los gitanos tienen tantos hijos?” y continúo con comentarios como: “es que todos los gitanos viven de las ayudas y ninguno trabaja” o bien “los gitanos reciben pisos gratis y todas las ayudas de Cruz Roja y Cáritas son para ellos”, “les dan ayudas para llevar a los niños al colegio, porque no quieren estudiar”. La participante, de etnia gitana, cuestionó estos estereotipos y dijo que no podía generalizar y que estaba discriminando a toda la Comunidad gitana; obtuvo el respaldo de sus compañeros y compañeras de clase.","La técnica de igualdad le informó de las posibilidades de actuación, pero como la profesora le pidió disculpas, no quiso ponerle ninguna queja.",Positivo. La profesora le pidió disculpas ante toda la clase.,2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Asturias,Educación,Discriminación directa,
"La familia de una menor contó a la orientadora educativa de la FSG que su hija estaba sufriendo comentarios racistas por parte de algunos alumnos, que se enteraron de que era gitana. La menor contó a su hermano lo sucedido y éste se acercó a la madre de uno de los alumnos para trasladarle los hechos, la madre no respondió y peor aún, el padre que estaba en el coche se bajó gritando. Ante esta situación la menor, que estaba presenciando la situación, se puso a llorar y, junto con el hermano, se fueron a su casa.","La orientadora entrevistó a la familia y a la menor, que expresó su deseo de cambiarse de centro. Se comprobó que se habían dado comentarios antigitanos hacia la menor y se propuso hablar con la Dirección del centro para proponer alguna jornada de sensibilización.","Positivo. La FSG realizó una sesión sobre interculturalidad y discriminación y se hizo un seguimiento continuo de la situación de la menor, que mejoró y dejó de recibir comentarios racistas.",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Jaén,Educación,Discriminación directa,
"Una joven de etnia gitana comenzó a sufrir insultos antigitanos por parte de algunos compañeros y compañeras de instituto, que pretendían aislarla. Le escribieron en su agenda escolar numerosos insultos. Ante esta situación la joven acudió a sus profesores y al jefe de estudios para contar la angustia que estaba viviendo y les entregó la agenda para que comprobaran lo que estaba contando. La joven no había contado nada a sus padres de lo que le estaba pasando en el instituto, para no preocuparles. Días después, la madre de la joven fue al centro y encontró a ésta atemorizada, pidiendo a su madre que no la dejara allí. La madre que vio a su hija en ese estado, solicitó hablar con la directora del centro y al no estar ésta, habló con el jefe de estudios, que ya estaba al corriente de los hechos. El día siguiente la madre se reunió con la directora y ésta le dijo que no se preocupara, que tratarían el asunto. La madre se marchó tranquila, confiando en lo que le había dicho la directora. Días después, la madre comprobó que un grupo de compañeros y compañeras tenían acorralada a su hija mayor y la estaban insultando. La madre solicitó que pararan y se fue al despacho de la directora para poner en conocimiento lo que había presenciado en el patio. En el despacho de la directora, en ese momento, se encontraba la madre de una de las jóvenes que lideraban el acoso hacía su hija. La directora tenía un trato condescendiente hacia esa madre y estaba restando importancia a los hechos.","Desde la FSG se entrevistó a la madre y a la menos, nos relataron los hechos, comprobamos la versión, el informe médico y vimos la agenda dónde constaban algunos insultos hacía la menor. Se asesoró a la familia y se acompañó a la Consejería de educación para hacer una solicitud de cambio de centro y rellenar una instancia para informar a la Inspección educativa sobre la situación que estaba viviendo la menor. La madre decidió mantener una reunión con el Inspector a través del Centro educativo y manifestó que la reunión fue “muy frustrante, se sintió humillada y discriminada”. No le dieron credibilidad y se posicionaron a favor de las familias de los menores que insultaban a la menor. Finalmente, la madre interpuso demanda con un abogado.","Negativo. El caso se archivó y la niña, víctima de acoso, tuvo que trasladarse de centro.",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Granada,Educación,Acoso discriminatorio,
"La madre de un alumno de 9 años de un colegio público le comentó a la orientadora educativa de la FSG que en el colegio su hijo estaba siendo objeto de insultos. La orientadora trasladó el caso a la técnica de igualdad que contactó con la madre del niño. La madre contó que el niño estaba recibiendo insultos por algunos de sus compañeros de clase con un contenido antigitano como: “gitano, hueles a peste” y le hacían el vacío. Según la madre los insultos se producían a diario, desde el año escolar anterior. La madre ya lo puso en conocimiento del director. Cuando la madre hablaba con el Director o el profesor del niño los insultos paraban por unos días, pero después se volvían a suceder. El niño no se sentía bien, su madre explicaba que estaba “obsesionado con el olor”, se echaba colonia para que no le acosaran. Su profesor dijo que se metían con él porque se echaba mucha colonia. Sin embargo, la madre pensaba que se metían con él por ser de etnia gitana. A raíz de este caso, la madre de otra niña de etnia gitana del mismo colegio llamó a la FSG contando una situación similar por la que estaba atravesando esa menor y que por ello no quería ir al colegio por eso.","Desde la FSG se realizaron diversas acciones: • Se entrevistó en profundidad a las dos madres y se informó de las distintas posibilidades de actuación. • Se envió una carta de queja al director del colegio. • La técnica de la FSG mantuvo reunión con la orientadora educativa y el director del centro, además de la trabajadora social y educadora de Servicios sociales del pueblo. En la reunión no se reconocieron los hechos como discriminación, negaron lo ocurrido, dijeron que la niña era una “mentirosa compulsiva” y el niño un “provocador”. Además, expresaron comentarios generalizadores y con un sesgo criminalizador: “las gitanas denuncian violencia de género por las ayudas, yo tengo a dos” o bien “puede que pacten con el marido la denuncia para pedir la ayuda”. Al finalizar la reunión, otra de las asistentes señaló a la técnica de la FSG: “cuando hables con la familia ¿qué le vas a decir?, tampoco queremos que nos pongan ahora de malos y que venga la familia con pistola”.","Pese a los comentarios antigitanos y racistas del director y la orientadora, la situación mejoro bastante y una de las madres dijo: “algo habréis hecho porque están muy pendientes de él” y añadió que cuando se meten con su hijo o no quieren trabajar con él, el profesor intercede, tanto en el aula como en el patio.",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Jaén,Educación,Acoso discriminatorio,
"La madre de un chico de etnia gitana, de 12 años de edad, trasladó a la técnica de igualdad de Valencia que su hijo estaba siendo objeto, desde hace casi un año, de acoso discriminatorio por motivos étnicos por parte de un grupo de chicos del barrio a la salida del colegio. Estos jóvenes solían esperarle a la salida del colegio, le rodeaban entre 5 o 6 y le decían frases como “tú, gitano a la chatarra” “todos los gitanos sois iguales” o bien “gitano de mierda”. El chico estuvo hasta 15 días sin acudir al colegio por miedo. La madre estaba muy preocupada porque se habían producido algunos insultos/amenazas en las redes sociales e incluso alguna agresión física. La madre interpuso una denuncia en la comisaría de policía y tienen una citación en la Fiscalía de menores de Castellón para tomar declaración al niño.","La técnica de igualdad, después de comprobar el contenido de la denuncia, llevó a cabo varias actuaciones: • Revisó la denuncia y los mensajes en Instagram que se habían intercambiado, se asesoró a la madre y se ofreció para acompañarles el día de la citación ante la Fiscalía de Menores. • Contactó también con la Directora del colegio y le explicó el trabajo de la FSG y concretamente la labor que desarrolla la FSG en el ámbito de la igualdad de trato y la lucha contra la discriminación. La Directora muy receptiva y amable explicó que era conocedora de los hechos y que lo trasladó inmediatamente al EMUME y había prestado toda la colaboración solicitada. • Se acompañó a la madre y al chico a la citación que tenían con la Fiscalía de Menores en Castellón para asesorarles y darles más confianza. Desde Fiscalía se tomó declaración al chico y se solicitaron las pruebas documentales y testificales.","Se hizo seguimiento periódico del caso. La última información que proporcionó la madre a la técnica de igualdad fue que desde el juzgado le habían solicitado los datos de los chicos que habían acosado a su hijo con una motivación antigitana, pero como la situación del chico había mejorado mucho, no quisieron seguir la vía judicial para no perjudicar a su hijo. Agradecieron mucho el acompañamiento que se hizo por parte de la FSG.",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Castellón,Educación,Discriminación directa,
"Seis mujeres participantes del Programa Calí realizaron una actividad en un centro comercial con la técnica de igualdad, que las dividió en dos grupos de tres mujeres. Enseguida vieron que la dependienta estaba mirándolas y avisó al vigilante de seguridad del centro comercial que acudió a la tienda en la que se encontraban y también otro hombre, que debía de ser el encargado. Escucharon cómo decían “van en grupo”, mientras las observaban. Durante el tiempo que permanecieron en la tienda, no dejaron de seguirlas y observarlas. Ellas se sintieron mal por la hipervigilancia sobre ellas, mientras sobre el resto de la clientela, que no eran de etnia gitana, no pesaba esa vigilancia.","Se decidió hacer un taller especifico en temas de discriminación en el acceso a bienes y servicios, mecanismos y cómo ejercer los derechos. Se puso de ejemplo el caso de la tienda y cómo se puede actuar ante casos similares.",Las mujeres quedaron muy satisfechas porque conocen sus derechos y cómo actuar ante la vulneración de estos.,2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Jaén,Acceso a bienes y servicios,Discriminación interseccional,
"Desde la FSG se atendió la llamada de una mujer que estaba muy afectada por la situación que acababa de soportar en un centro comercial; al verla tan afectada la atendimos ese mismo día de manera presencial. En la entrevista la mujer relató que había acudido, acompañada de su marido, de etnia gitana, a una de las tiendas del centro comercial a comprar unos regalos para el cumpleaños de su hija pequeña. La mujer compró cuatro artículos y realizó un cambio de dos de ellos en atención al cliente. Mientras, su marido salió de la tienda para esperarla fuera. Cuando la mujer se dirigía a la puerta de salida un vigilante de seguridad se acercó a ella y le dijo: “vente conmigo al cuarto” a lo que ella preguntó: “¿por qué?” Y él respondió “porque te hemos visto por las cámaras que has robado”. La mujer intentó enseñarle un ticket de compra y las bolsas, pero él no lo quiso ver. En esos momentos, otro vigilante de seguridad que estaba allí, dirigiéndose a ella, le dijo: “es que has robado, porque te he visto yo por las cámaras”. Ella respondió “no me acuses de robar, tengo el ticket y no me voy a ir contigo a ningún cuarto”. Tampoco este vigilante comprobó ni las bolsas ni el ticket. Uno de los vigilantes le dio un empujón y la metió en el cuarto de seguridad, ella tuvo miedo al estar en un cuarto cerrada con varios vigilantes de seguridad entrando y saliendo, todos hombres. Además ella estaba llorando porque su marido estaba enfermo y estaba esperándola fuera; a esto se sumaba a su preocupación por que tenía que recoger a su hija en el instituto y no llegaría a tiempo, pero nadie atendía a sus demandas. Mientras ella estaba retenida, el marido, preocupado, preguntó a uno de los de Seguridad dónde estaba su mujer y el de Seguridad le dijo: ¿sabes qué pasa?, aquí hay gente de tu raza, los gitanos que vienen, compran un pantalón, se van al coche, pasan con la bolsa vacía y entra con el ticket…” “Nos han dado órdenes de que cuando venga un gitano perseguirles porque hacen lo del cambiazo”. Finalmente, llegó la policía nacional y uno de los agentes le preguntó a la mujer hasta 3 veces: “¿has estado detenida? ¿No me estás engañando? ¿Ni de menor tampoco?”. A pesar de que ella insistió en su versión, tampoco la creyeron y le dijeron “bueno, pues tienes que ir a juicio” y añadieron “yo no soy el juez, lo tiene que decir el juez […] pero es tu palabra contra la de ellos y ellos dicen que has dado el cambiazo”. En el acta de denuncia le pusieron delito de estafa leve. El día siguiente la mujer acudió al Juzgado a un juicio rápido y fue absuelta por falta de acusación, porque no se presentó nadie. La mujer, a pesar de no ser gitana, tiene un aspecto fenotípico que corresponde al de ciertas mujeres gitanas y además está casada con un gitano, por lo que se trata de un claro ejemplo de discriminación por error y asociación.",": Desde la FSG llevamos a cabo diversas actuaciones: • Entrevistamos a la mujer y a su marido y comprobamos que la versión y la descripción de los hechos eran coherentes y contundentes, que había indicios de una orden de discriminar fundamentada en una motivación étnica. • Recopilamos y analizamos todas las pruebas documentales. • Presentamos denuncia a Fiscalía de delitos de odio y discriminación en Madrid por un presunto delito de denuncia falsa y de vejaciones con una motivación antigitana, bien sea por error al relacionarla con una mujer gitana por su fenotipo o bien por asociación puesto que la mujer entró a la tienda con su marido, de etnia gitana. • Desde la FSG se acompañó en sede judicial a la mujer, tanto en la declaración ante la fiscalía como al juzgado. • Desde la FSG hemos llevado la representación judicial de este caso.","Se dictó Archivo de las actuaciones por parte y se presentó Recurso de Apelación por la FSG, que finalmente, y a pesar de la adhesión del Ministerio Fiscal al Recurso de la FSG, se desestimó por la Audiencia Provincial.",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Madrid,Acceso a bienes y servicios,Discriminación interseccional,
"Un joven de etnia gitana se dirigió a una discoteca y al ir a entrar los porteros le dijeron que no podía entrar por ser de etnia gitana, alegando que un mes antes se había producido una pelea entre personas de etnia gitana y de etnia merchera en el interior de la discoteca. El joven iba acompañado de otro joven que no era de etnia gitana, al cual dejaron entrar sin impedimentos. Ante la denegación de acceso a la discoteca por motivación étnica, el joven llamó a la policía nacional, que se negó a presentarse en el lugar de los hechos, con lo cual el joven acudió a la Comisaría de Policía Nacional más cercana e interpuso una denuncia. Asimismo, el joven acudió a la FSG y contó a la técnica de igualdad los hechos.",Desde la FSG se interpuso un escrito a la Fiscalía de delitos de odio y discriminación de Valladolid informando de los hechos y de la denuncia interpuesta por el joven.,"El Juzgado de Instrucción nº5 de Valladolid dictó Auto de Sobreseimiento Provisional alegando: “no haber resultado debidamente acreditado que los investigados le prohibieran al denunciante la entrada en la discoteca por pertenecer a la etnia gitana”. Desde la FSG se asesoró al joven para presentar solicitud de justicia gratuita y poder presentar recurso al Juzgado; sin embargo el joven, por motivos familiares, decidió no continuar con el proceso.",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Valladolid,Acceso a bienes y servicios,Discriminación directa,
