hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link
"A través del correo general de la FSG, se recibió el mensaje de una chica gitana que quiere denunciar que en la serie de TV “Amar es para siempre” están saliendo en las últimas semanas unos personajes que representan ser gitanos muy estereotipados difundiendo una imagen negativa y prejuiciosa. Desde la FSG se ha realizado un llamado de atención a la responsabilidad social de este medio de comunicación, dado que con la imagen negativa y prejuiciosa que está difundiendo de la comunidad gitana, está contribuyendo al rechazo social y la discriminación de esta minoría étnica.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-35
"En el Telediario de TVE (http://www.rtve.es/ alacarta/videos/telediario/telediario-15-horas-04-05-14/2545410/) emitieron una noticia tiene una duración de aproximadamente 1 minuto y 22 segundos, entre el minuto 23:10 y el 24:32 de la pieza de video. En ella se relata la detención de tres personas pertenecientes a una “familia de origen rumano” por explotar, retener y agredir a una mujer. La noticia cuenta con declaraciones de la portavoz de la policía, acompañadas, entre otras, de imágenes de actuaciones policiales. En el minuto 23:49, y hasta el 23:58, aparecen imágenes de tres personas trabajando en la recogida de chatarra en la calle, separando el metal de otros componentes, etc. En nuestra opinión, son claramente identificables como “gitanos del Este” si nos atenemos al estereotipo existente y a lo que aparece de sus vestimentas, la situación en que aparecen y el tipo de trabajo. El rostro de las cuatro personas es además claramente identificable. El uso de dichas imágenes en la noticia implica:
• Potenciar la sensación de que dichas personas –que son las únicas claramente identificables en el video aparte de la portavoz de la policía- están implicadas en los hechos, cuando no hay ninguna prueba de ello y todo lo que nos consta a partir de la relación con ellos indica además que no es así.
• Potenciar una asociación entre delincuencia, ciudadanos de origen rumano y particularmente personas de etnia gitana, al mencionar innecesariamente el origen nacional de las personas implicadas y mostrar posteriormente una imagen que estereotipa a los gitanos.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Barcelona,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/barcelona-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-10
"En un blog de internet http://antigitanos.blogspot.com.es/ en la que encontramos comentarios racistas y que incitan al odio, tales como: 
Heretic Legion 8 de marzo de 2014, 13:57
“Lo malo son los SOPLAPOLLAS DE PAPI Y MAMI COMO LOS ULTIMOS COMENTARIOS QUE NUNCA HAN TENIDO NINGUN PUTO PROBLEMA CON ESTA RAZA DE MIERDA Y HABLAN DE LIBERTADES Y OPTIMISMO CON TODO Y ASI ESTAN CIEGOS DE FLORECITAS MIENTRAS QUE OTROS TRAGAMOS MIERDA Y TONTERIAS POR CULPA DE 5 QUE VIVEN APARTAO DE LOS SUBURBIOS Y DE LA MIERDA QUE ARRASTRA EL 80 % DE ESA RAZA, NO HABLEN DE OPTIMISMO Y DE LIBERARISMO Y IGUALDAD RACIAL CUANDO NO SABEIS SI LA MERECEN O NO COME MIERDAS”.
 Desde el Departamento nos pusimos en contacto con el administrador de la página para que retiren dicho contenido, pero todavía no hemos obtenido una respuesta.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Redes sociales,Discurso de odio,,https://informesdiscriminacion.gitanos.org/casos/estatal-internet-discurso-de-odio-6
"A través del servicio de alertas nos llegó un correo de un particular informándonos de esta página en internet, en la que aparece un chat gitano, en el que se publican comentarios estereotipados negativos relacionados con las personas gitanas: 
“Supongo que lo del baneo es lo que se tarda en recibir un navajazo virtual a los que no somos gitanos
“es fácil, me pongo moreno89 y ya puedo tocar las palmas XD”
“Yo era Mv_malacatonero y estuve un buen rato antes del puñaban”.
 Desde el Departamento hemos solicitado la eliminación de esos comentarios y el cierre de la página, pero no hemos obtenido una respuesta.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,['http://www.mediavida.com/foro/feda/chat-gitano-512448'],https://informesdiscriminacion.gitanos.org/casos/estatal-internet-discriminaci%C3%B3n-directa-42
A través del servicio de alertas llegó este enlace de un foro en internet con contenido racista y xenófobo hacia la comunidad gitana. Tras ponernos en contacto con el administrador de la página hemos obtenido una respuesta positiva. Han eliminado la página,,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,['http://foroparalelo.com/general/si-el-holocausto-hubiese-sido-gitano-211246/'],https://informesdiscriminacion.gitanos.org/casos/estatal-internet-discriminaci%C3%B3n-directa-41
"Desde el Servicio de alertas de la FSG llegó una papeleta de una campaña electoral de candidatos de políticos españoles para las elecciones europeas con los siguientes comentarios: Dice textualmente: 
“¡No se debe usar el dinero de los impuestos para subvencionar a grupos sociales a los que por cultura o genética no les gusta trabajar: Rumanos, Gitanos, Búlgaros, Moros”.
 En este caso, lamentamos que desde los representantes de los partidos políticos hagan estos comentarios que fomentan el racismo y el odio hacia la comunidad gitana y provoquen un rechazo hacia las personas gitanas en general, tanto en España como en el resto de Europa. El Consejo para la Eliminación de la Discriminación Racial o Étnica publicó en abril de 2015 una recomendación para “Evitar el uso de discursos discriminatorios, racistas o xenófobos en las campañas electorales”, con el fin de prevenir este tipo de mensajes ante las elecciones autonómicas y locales de mayo. La FSG participó en la elaboración de esta recomendación:",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Otros,Discriminación directa,['http://www.igualdadynodiscriminacion.msssi.es/novedades/novedades/2015/pdf/Recomendacion_Evitar_uso_discursos_racistas_07052015_.pdf'],https://informesdiscriminacion.gitanos.org/casos/estatal-folleto-electoral-discriminaci%C3%B3n-directa
"A través del servicio de alertas FSG se recibió un correo de un particular informándonos de una página de Facebook relacionada con la guardia civil. Aparece una noticia relacionada con un guarda civil detenido por asaltar la casa de un líder gitano, identificando el lugar como centro de venta de drogas. En el desarrollo de la noticia aparecen términos que mantienen los estereotipos y prejuicios hacia la comunidad gitana. Desde el departamento se solicitó al administrador de la página, que en este caso es un Foro de la Guardia Civil y que publica la noticia en su página, que elimine esa publicación ya que la publicación y difusión de estos sucesos en donde se relacionan actos delictivos con personas gitanas y con la Guardia civil hace que se mantenga una imagen de la comunidad gitana que no se corresponde con la realidad.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-internet-discriminaci%C3%B3n-directa-40
"A través del Servicio de alertas de prensa llegó el enlace de un blog con contenido anti gitano. Algunos comentarios de este blog anti-gitano: 
“Anónimo5/03/2014
Tienen mercedes y mas joyas que los canis y van a por comida a la cruz roja.
Tienen hijos desde los 14 años y mas de 5.
Huelen mal, poco trabajadores, te roban a punta de navaja, te llaman pallo, no se integran, por donde pasan el lugar queda inhabitable durante decadas, es la raza menos evolucionada de todas y por goleada, y todas estan gordisimas. Anónimo5/03/2014
Una lacra para el país, sucios, antisociales, incivilizados y ladrones. Y si generalizo porque es mas fácil no equivocarse y lo se porque a 1km de mi casa tengo un poblado de la gentuza esta. Anónimo5/03/2014
Creen que son el centro del universo, no hay ninguno que sea humilde, son racistas, no respetan ni las leyes ni a las personas pero siempre exigen respeto.
Cuando se lee en los periodicos que hubo un ajuste de cuentas entre clanes gitanos con el resultado de dos muertos pienso... que pena... caben seis balas en un revólver.”.
 Desde el Departamento escribimos al administrador del mismo para que retire los contenidos ya que atentan directamente sobre la imagen y dignidad de las personas gitanas, difundiendo comentarios y términos que incitan al odio y al racismo hacia los gitanos. En la mayoría de estos casos, estas web son gestionadas por personas particulares pertenecientes a grupos de ultraderecha que promueven el odio anti gitano, y no obtenemos una respuesta positiva.  ",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Redes sociales,Discurso de odio,['http://anti-gypsys.blogspot.com.es/2014/04/trolling-gypsys.html'],https://informesdiscriminacion.gitanos.org/casos/estatal-internet-discurso-de-odio-5
"En una página de internet, meneame.com se publicó un foro con estos comentarios hacia las personas gitanas: 
“No todos los gitanos son ladrones y antisociales, hay muchos que viven de la venta de drogas sin meterse con nadie”. “Ahora que denuncien también a todos los gitanos que llaman “apayaos” a cualquier gitano que tenga un trabajo de 40 horas, lleve a los niños al colegio, que estudie una carrera o que su mujer trabaje”.
 Desde el Departamento escribimos a la página solicitándole al administrador de la misma que la cerrara y eliminara esos comentarios racistas y xenófobos que además mantienen los prejuicios y los estereotipos hacia la comunidad gitana.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-internet-discriminaci%C3%B3n-directa-39
"En el periódico 20 Minutos se publicó publicado una noticia con el siguiente titular: “Agresión a un árbitro de 16 años” y este texto: 
“Se disputaba el sábado el partido de la categoría de prebenjamines (7- 8 años) entre el C.D Bosco de la localidad de Armunia y el San Andrés. Al término del encuentro, el padre de uno de los jugadores del Bosco, junto con otro individuo, se acercó al colegiado, menor de edad. El acompañante sujetó al árbitro por los brazos mientras el padre del jugador lo golpeaba, dándole puñetazos en un ojo y en el tórax. Un derrame en el ojo. La Policía se personó en el campo e identificó a los agresores, de etnia gitana.”
 Tanto en esta noticia como la anterior, se menciona la etnia, cuando ello no es relevante para entender la noticia.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-prensa-discriminaci%C3%B3n-directa-35
"En el periódico ABC se publicó un artículo con el siguiente titular: “Dispara a un tendero chino con una escopeta al resistirse a un robo”. 
“La detención del atacante, conocido por los encargados de negocios y por los vecinos pues vive en la zona, era cuestión de horas. Los agentes del Grupo VI de Homicidios, junto con los de la comisaría, dieron con él poco después cuando decidió volver a su casa en donde fue esposado. Es de etnia gitana. No es la primera vez que asaltan a esta familia en los cuatro años que llevan al frente del negocio. «Hace un año me cortaron la mano», asegura Dong, mostrando la herida entre el pulgar y el índice. Aprovecha para enseñar los agujeros provocados por el arma de fuego en botes de cerveza, una puerta y unos azulejos.”
",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-prensa-discriminaci%C3%B3n-directa-34
"En el periódico El Mundo del S.XXI de publicó un artículo titulado “El Guernica de los gitanos”. “En este Guernica no hubo bombas, sino montones de puñaladas”. En el desarrollo del artículo se describe el asesinato en 2004 de 3 personas gitanas como resultado de una pelea con otros gitanos y el juicio del caso en 2007. En la descripción del suceso el periodista repetidamente hace mención a la etnia de los protagonistas, y tampoco se explica el motivo de sacar una noticia sobre un caso que se cerró hace 7 años.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-prensa-discriminaci%C3%B3n-directa-31
"En el periódico Castellón al día fue publicada una noticia con el siguiente titular: “Arrestadas por robar a las víctimas al abrazarlas”. En el desarrollo de la noticia mencionan que las detenidas han sido dos mujeres de nacionalidad rumana y de “aspecto gitano”. Desconocemos qué significa eso de tener “aspecto gitano”. Una vez más nos encontramos con la creencia y difusión de un estereotipo, en esta ocasión relacionado con las mujeres gitanas.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-prensa-discriminaci%C3%B3n-directa-30
"En La Región -un periódico de Ourense- apareció publicada una noticia con el siguiente titular: “La fiscal retira la acusación en un caso de robo de cobre”. En el desarrollo de la noticia se explica que la acusación del robo con fuerza se hizo a dos personas de etnia gitana, que finalmente no fueron identificadas como los autores de dicho robo. No obstante, la identificación que se hace del robo con las personas de etnia gitana crea un perjuicio hacia la comunidad gitana en general.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-prensa-discriminaci%C3%B3n-directa-29
"En el Diario de Burgos apareció publicado un suceso con el siguiente titular: “Detienen a tres jóvenes por una pelea en la que un joven fue apuñalado”. En el desarrollo del artículo se hace mención a la etnia gitana del joven que presuntamente fue el agresor, además igualmente la utilización de términos como reyerta en el desarrollo de la noticia, algo que no aporta nada a la noticia.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-prensa-discriminaci%C3%B3n-directa-28
Apareció publicada en el periódico El Mundo una entrevista a Diego El Cigala con motivo de su gira mundial de flamenco pero también con motivo de su cambio de nacionalidad ya que ahora el cantaor ha pasado a ser ciudadano de la Republica Dominicana. El contenido de este artículo es muy tendencioso. Diego El Cigala es gitano. El artículo sin utilizar términos explícitos indirectamente está estereotipando muchos de los actos que realiza el artista como por ejemplo que se ha cambiado de nacionalidad para no pagar impuestos. De hecho en unos de los comentarios en el foro de la noticia en la web hace referencia a esto: “lo de no pagar impuestos es típico de los gitanos”.,,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-prensa-discriminaci%C3%B3n-directa-27
"Desde el Área de Comunicación de la FSG llegó un comentario de twitter que dice: 
“Tengo una noticia buena y otra mala, la mala es que ha muerto Paco de Lucía y la buena es que era gitano”.
 Independientemente de que Paco de Lucía no fuera gitano, una vez más nos encontramos con comentarios racistas y discriminatorios que incitan al rechazo de la comunidad gitana en general. Desde Comunicación se han reportado estos comentarios en twitter.",,,2014-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/estatal-internet-discriminaci%C3%B3n-directa-38
