hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link
"Un joven gitano nos contó que, al comenzar unas prácticas formativas, todo iba correctamente hasta que su superior se enteró que era gitano. Comentó que hubo un cambio de actitud en el superior. El joven dijo que se sentía incómodo al ir a las prácticas y que no le trataba igual, hasta el punto de mencionarle que ya no hacía nada allí y que mejor que lo dejara.",Contactamos con el joven y nos contó que existió un cambio de actitud en los responsables. Se le informó de los recursos y actuaciones que puede obtener ante este tipo de situaciones discriminatorias. Se le formó en el conocimiento de sus derechos.,Negativo. Se cierra el incidente por decisión pasiva de la persona afectada.,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Málaga,Educación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/m%C3%A1laga-educaci%C3%B3n-discriminaci%C3%B3n-directa-5
"Un alumno gitano que repitió varias veces quiso solicitar el cambio de centro. Sus padres, para que continuara con sus estudios solicitaron hablar con la directora para pedir el cambio de Centro. Tras varias llamadas y tras haberse desplazado una vez al centro, cuando quedaban dos días el padre llamó a la directora para ver si le podía facilitar el informe para poder solicitar el cambio de centro.  En ese momento, la directora contestó que estaba ocupada y que después lo llamaría, pero el padre insistió en que le dijera algo ya que quedaba solo un día de plazo para la inscripción.  Tras tensarse un poco la conversación, el padre preguntó que si no se lo iba a hacer “porque no le daba la gana” a lo que respondió la directora “ que no se lo van hacer porque no quiere”.  Entonces el padre preguntó de nuevo: “no nos lo haces porque nos estáis discriminando”, y la directora reconoció “que sí”. Tras esta conversación el padre se puso en contacto con la FSG en Albacete, puesto que ya conocía la sede. ","Tras recibir la llamada del padre del alumno gitano y escuchar su versión, nos pusimos en contacto con la directora del centro, para conocer su versión y comunicarle la indignación de la familia. Nos comentó que no podía proporcionar un informe favorable para que el niño cambiara del centro, sin la aprobación del consejo escolar y dado que el niño había suspendido y no habían visto una actitud positiva, no accedían a ello. Tras llegar a un acuerdo, tanto con la directora como con el resto del consejo accederán a realizar el informe si en septiembre al niño se le ve algún tipo de interés.","Positivo. Tras ver un interés por parte del alumno, el centro escolar realizó el informe favorable para el cambio del centro, por lo que el alumno ha comenzado el PCPI en el centro que había solicitado. Aunque la mediación con el centro fue favorable y el niño comenzó el curso en el centro que había solicitado, el padre considera que el trato no ha sido igualitario y ha sentido discriminación durante el trascurso del cambio de centro. Por su parte, el padre quiere continuar con la queja a la inspección de educación. Por nuestra parte, debido a que la resolución ha sido favorable, ya que el niño ha sido matriculado en el centro que solicitaba, nos disponemos a cerrar el caso.",2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Albacete,Educación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/albacete-educaci%C3%B3n-discriminaci%C3%B3n-directa
"La técnica del área de educación se puso en contacto con el director del Instituto porque estaba muy enfadado con el mal comportamiento y actitud del alumnado gitano.  Durante la llamada, el Director del Instituto hizo varios comentarios negativos sobre toda la comunidad gitana en general. En repetidas ocasiones, la técnica le propuso hablar de cada alumno/a y su situación; pero éste no daba su brazo a torcer y seguía realizando comentarios generalistas, como:” Ya sabes cómo son estas personas… llámame racista, si quieres”.  Además, se produjeron comentarios estereotipados sobre el alumnado gitano, como: “Por culpa de ellos, otros se van… Todos vienen a mi instituto y no son ni de la zona… Este año son 24 pero al siguiente 40, y al otro 100”. ","Se concertó una reunión con la coordinadora de educación, la técnica que recibió esos comentarios y el Director del centro. ","Parcialmente positivo. Se plantearon unas jornadas de sensibilización con el profesorado, que no se pudieron llevar a cabo por la situación de pandemia sanitaria. ",2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Navarra,Educación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/navarra-educaci%C3%B3n-discriminaci%C3%B3n-directa-3
"Una joven que estudiaba 2º de la Educación Secundaria Obligatoria (ESO) en un instituto de Navalmoral de la Mata recibió comentarios discriminatorios por parte de una de las profesoras de manera recurrente, como, por ejemplo: “Las gitanas vienen al colegio solo por las pagas” o “¿No vas al mercadillo y vienes a clase?” La joven informó que se sintió incomoda con estos comentarios que según nos indica, eran frecuentes.","Entrevista con la joven y con su madre. Se decidió proponer una charla al instituto para profesorado y alumnado acerca de la historia del pueblo gitano, la situación a nivel educativo y la importancia de la actitud de respeto entre familias y profesores. ",Parcialmente positivo. La familia nos comentó que prefería esperar al siguiente curso escolar para proponer las jornadas. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Cáceres,Educación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/c%C3%A1ceres-educaci%C3%B3n-discriminaci%C3%B3n-directa-7
"Unos padres nos trasladaron que habían recibido un informe pedagógico elaborado por el departamento de orientación del centro educativo en el que explícitamente se hacía mención a la etnia gitana de su hijo. Además, nos trasladaron que el informe contenía varios comentarios estereotipados.  La familia nos comentó que estaba muy afectada y que decidió intervenir ante la evidente situación discriminatoria.","Se mantuvo una reunión con la familia, con la orientadora educativa de la FSG Valladolid, la Técnica de Igualdad y de forma online a otra T.I. especializada en discriminación.  Se envió por correo postal certificado la carta de queja elaborada por la TI. El objetivo principal era que la familia se sintiese resarcida y a la vez sensibilizar al centro y solicitar una reunión de trabajo o sesión formativa acerca de la Comunidad Gitana. Y hacer entender que la mención de la etnia en los informes no aportaba ninguna información imprescindible y por el contrario reproducía prejuicios y estereotipos hacia la familia. ","Positivo. La Directora del centro escolar respondió por vía postal pidiendo disculpas, expresando su malestar. Aceptó el desarrollo de la acción de sensibilización dirigida al profesorado para evitar y también prevenir la repetición de este tipo de situaciones discriminatorias en contra de la población gitana. ",2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Valladolid,Educación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/valladolid-educaci%C3%B3n-discriminaci%C3%B3n-directa-1
"En un informe psicopedagógico elaborado por un centro educativo se hacía mención explícitamente a la pertenencia étnica de la menor de edad.  Su madre nos trasladó que recogió el informe y que, al ver la mención étnica, solicitó a la orientadora educativa que cambiara el informe omitiendo la referencia a su etnia, a lo que ella respondió que ya no podía retirarlo porque el informe ya había sido enviado y que, además, hacer referencia a su etnia no constituía un acto discriminatorio, sino todo lo contrario, le daba un valor a su hija.  La madre solicitó que se retirara aquel informe y que se elaborara uno nuevo sin hacer explícita su pertenencia étnica.",Se comprobó la mención étnica en el informe. Nos pusimos en contacto vía telefónica con la orientadora educativa para indagar sobre la intencionalidad o importancia de la mención de la etnia en el contenido del informe. En la entrevista se pudo comprobar que su intención era únicamente poner en valor la cultura gitana. La madre lo volvió a solicitar. ,"Positivo. Se redactó una carta firmada por la madre de la menor de edad, dirigida al Equipo de Orientación Educativa y Psicopedagógica solicitando que se realizara un nuevo informe psicopedagógico en el que no apareciese la mención de la etnia.",2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Cantabria,Educación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/cantabria-educaci%C3%B3n-discriminaci%C3%B3n-directa
"A través de una llamada telefónica a la FSG y de la publicación de un comentario en Twitter, tuvimos conocimiento que había llegado un sobre con material escolar a un instituto en el que ponía “colegio de gitanos” y se mencionaba como zona peligrosa. ",Se comprobó a través de una publicación en Twitter por la trabajadora del centro educativo la foto del comentario en el sobre que había llegado al instituto. Se envió carta al responsable de la oficina desde dónde se envió el sobre. ,Positivo. Nos enviaron respuesta respondiendo que aplicarían su política de no discriminación y mantuvimos una reunión con el director en la que nos explicaron las medidas adoptadas y se interesaron por nuestro trabajo en la lucha contra la discriminación. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Barcelona,Educación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/barcelona-educaci%C3%B3n-discriminaci%C3%B3n-directa-0
"Una alumna de 1º de la ESO le contó a su madre que no quería volver a clase porque estaba recibiendo amenazas e insultos de algunas compañeras de clase a través de WhatsApp. La madre comunicó al centro lo que le estaba ocurriendo, que su hija no quería salir de casa, dormía mal y que estaba muy nerviosa. Desde centro no recibió ningún apoyo.","Se hizo una entrevista con la familia y con el centro educativo. La orientadora del programa Promociona nos informó que el IES no activó el protocolo de acoso, tampoco estaba apoyando a la familia en el trámite que la madre había solicitado para cambiar a su hija de centro. La menor llevaba sin asistir a clase desde el mes de enero. La familia, con el apoyo de la orientadora Promociona, envió una carta al director del IES en donde se informaba al centro de los hechos y se solicitaba la solución de la situación de acoso discriminatorio. Después de un tiempo y no habiendo recibido respuesta la familia decidió enviar carta a la Consejería de Educación (Dirección de Área Territorial de Madrid). La Dirección Territorial le comunicó que no les constaba ninguna solicitud de matrícula en otro centro educativo y que el Servicio de Apoyo a la Escolarización no tenía registrada ninguna solicitud de cambio de centro realizada por la interesada, por lo cual el IES comunicó la situación de la menor a la Comisión de Absentismo de la Junta Municipal de Distrito.  En la conversación telefónica que se mantuvo con el director se percibió que había cierta desconfianza hacia la familia, el director del centro pensaba que la madre no quería que su hija continuara estudiando (prejuicios sobre las familias gitanas). El director le informó que había puesto el caso en conocimiento del inspector y que no podían hacer nada más desde centro. Que si querían más información, que preguntasen directamente a la inspección.  Se pudo comprobar que el centro IES no estaba facilitando nada a la menor ni a la familia sin la intervención de los/as profesionales. ","Parcialmente positivo. A pesar de que no hay un reconocimiento de los prejuicios existentes, se llegó a un acuerdo por el cual se proporcionó un portátil a la alumna, para que pudiera seguir las clases online. Finalmente, la madre cambió a su hija de centro educativo. ",2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Madrid,Educación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/madrid-educaci%C3%B3n-discriminaci%C3%B3n-directa-8
"Desde el inicio del curso en un centro educativo de Santiago de Compostela se empezó a detectar, por parte del equipo del programa educativo Promociona, cierta “despreocupación” por parte de la dirección del centro y del profesorado hacia la asistencia del alumnado de etnia gitana a las aulas en tiempo de pandemia.  Ante dicha situación y denuncia por parte de las familias, la FSG realizó un trabajo de acompañamiento al alumnado desde el Programa Promociona, pero también de coordinación con el centro lo que facilitó hacer el seguimiento y mantener reuniones de orientación. También se llevaron a cabo entrevistas personales con las familias y seguimiento del alumnado.","Desde el programa Promociona se realizó un trabajo de coordinación con el equipo de orientación del centro y también con las familias. Desde el propio centro se informó a la inspección educativa y Servicios Sociales sobre la situación de los menores con objeto de hacer seguimiento. Después de unas semanas, las familias manifestaron a la FSG una mejora de la relación con el centro y una mayor implicación por parte del equipo de orientación hacia el alumnado gitano. ",Positivo. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,A Coruña,Educación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/coru%C3%B1a-educaci%C3%B3n-discriminaci%C3%B3n-directa-5
Un menor se encontraba en el recreo con el profesor y otros alumnos. El profesor llevaba doble mascarilla por lo que el menor preguntó por qué. La respuesta del profesor al menor fue que no quería contagiarse de gente como el menor y otros niños gitanos que se encontraban con él. ,"Desde la FSG se contactó con el profesor del colegio, que negó que hubiera existido un trato discriminatorio. La Policía Local, con la que se mantiene relación, acudió a la sede de la FSG para explicar lo sucedido y que el profesor había dicho que se trataba de un malentendido. Se mantienen diversas reuniones con el padre del menor, con la policía, con el colegio y finalmente se mantiene una reunión conjunta con la dirección del centro. ",Positiva. Se establecen acuerdos entre las diferentes partes para que la situación del menor en el colegio sea productiva y que reciba un trato adecuado. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Córdoba,Educación,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/c%C3%B3rdoba-educaci%C3%B3n-discriminaci%C3%B3n-directa-5
