hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference
"La FSG establece contacto con el restaurante Lizarrán de reciente apertura en el C.C. El Faro. Se presentan como es habitual, como “Acceder Empresas” e “Incorpora La Caixa”. Desde el primer contacto hablamos de la posibilidad de realizar prácticas y el gerente se muestra muy abierto a esta posibilidad. A finales de octubre, se concreta el número de personas que realizarán las prácticas, los perfiles que necesitan, el número de horas, etc. El gerente incluso indica que existen altas probabilidades de contratación para uno de los puestos. Se realiza una acción de preselección de los perfiles más adecuados y que más provecho puedan sacar de la acción. Cuando este trabajo está hecho, se envían los CVs de las personas preseleccionadas al gerente para seleccionar definitivamente a las 2 personas que realizarán las prácticas. Este e-mail es enviado desde la cuenta de orientación laboral (@gitanos.org, con firma FSG) y no desde la de prospección (@accederempresas.com, firma “Acceder”). Quince minutos después del envío del e-mail, el gerente responde lo siguiente: 
“Lo siento pero lo he comunicado a la franquicias y no puede ser; desde recursos humanos me dicen que tienen que verlo más despacio. Estamos en contacto, gracias”
",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Badajoz,Empleo,Discriminación directa,
"La empresa Golden Buyer oferta 2 vacantes de dependientas. Dos usuarias del Programa Acceder que son hermanas entregan sus currículums cambiando los apellidos: de Silva a “Sila”, una de las hermanas se lo aconseja a la otra para que verifique que de este modo facilita su acceso a entrevistas. Ambas quedan preseleccionadas, tras realizar entrevista junto con otra persona más y quedando como último requisito de la oferta pasar un Role Play. Cuando realizaban este último proceso de selección 3 personas (2 de etnia gitana) para 2 vacantes, una de las usuarias pregunta si hay algún tipo de destinatario/-a a quien no se deba ofrecer los servicios (pensando en menores de edad), la respuesta de la formadora fue: “A gitanos no, están hundiendo el mercado del oro, engañan…” Ante el resto de comentarios y la situación violenta de las hermanas se miran con complicidad para hablar con la formadora e informar que ellas pertenecen a la etnia gitana. La entrevistadora comienza a disculparse tras su sorpresa. Las usuarias debían ser informadas con una llamada la misma tarde que se realizó el Role Play y ambas recibieron un mensaje de que no habían sido seleccionadas. Teniendo en cuenta que siendo el Role Play el paso previo a la contratación y existiendo 2 vacantes para 3 personas (2 de ellas gitanas) por lógica al menos una de ellas tenía que haber sido contratada. El hecho de que siga quedando una vacante es prueba fehaciente del acto discriminatorio. Además hay que tener en cuenta que además del acto discriminatorio existe otro más por el hecho de que a una de las usuarias no la llamen para entrevistas de trabajo y cuando cambia su apellido consigue no sólo la entrevista laboral sino la preselección hasta el paso previo a la contratación.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Badajoz,Empleo,Discriminación directa,
"Una mujer de etnia gitana que trabaja para una empresa de limpieza, nos cuenta que se ha sentido discriminada por un cliente que contrata esa empresa. La víctima hacía la limpieza de la oficina y veía que este cliente la miraba con rechazo. Días posteriores la jefa de la empresa de limpieza le comunica a la víctima que no va a trabajar más en el portal donde realizaba la limpieza, cambiándola a otro lugar.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Badajoz,Empleo,Discriminación directa,
"Desde el dispositivo FSG de Sabadell se están buscando prácticas para el curso de hostelería organizado por el Programa Acceder de Sabadell. Llamaron a una empresa de restauración, contestando a un correo electrónico recibido a través del Gremio de hostelería en Sabadell, y que solicitaron empresas para que los/as alumnos/as realizaran las prácticas. Explican cómo ha ido la formación, calendario, vía de colaboración y que son de la Fundación Secretariado Gitano. Entonces la persona que les atiende pregunta que si le vamos a enviar un “gitanito”, a lo que le contestan que no lo saben porque buscan entre el alumnado a la persona que más se adapte a sus necesidades; hay personas de etnia gitana, no gitana y de origen magrebí. Ella nos contesta que no tiene ningún problema y está conforme con aceptar a un/a alumno/a en prácticas. La misma persona comenta después que tiene reticencia en que vaya un chico/a gitano/a o magrebí, que ha tenido malas experiencias en un negocio que tenía en un barrio de Sabadell (Ca n’Oriach). Se le indica que han pensado en un chico determinado (en este caso no gitano), que se adecúa al perfil que necesita, y que colaborar con la FSG puede ser una buena oportunidad para tener referentes positivos de personas gitanas, y así romper con los estereotipos y prejuicios. El responsable del restaurante afirma haber tenido una mala experiencia con un empleado gitano y no quiere volver a tener ninguna relación con personas de esta etnia. Un caso más de discriminación racial o étnica en el acceso al empleo.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Barcelona,Empleo,Discriminación directa,
"Desde el dispositivo de Sabadell se están buscando prácticas para el curso de hostelería organizado por el Programa Acceder de Sabadell. El prospector consigue contactar con una empresa de restauración, un negocio familiar, que ya colaboró con el programa en otras ediciones, incluso contrató a una chica que estuvo en prácticas. Le explica que se están buscando prácticas para nuestros/as alumnos/as, y muestran interés, con las referencias que tienen de la chica que estuvo haciendo prácticas. Además de estar interesados en posibles bonificaciones a la contratación. Ante la no comunicación por parte de la empresa, se vuelve a contactar con ellos (hablan con la pareja del Sr. que les atendió anteriormente), y nos pregunta si vendrán gitanos a las prácticas. Se responde que en el curso hay personas de etnia gitana, no gitanos y de origen magrebí, pero le comentamos que seguramente no identificaría su origen si los/as conociera a todos/as. Entonces la Sra. comenta que ella quiere españoles, a lo que se le responde que españoles también son las personas de etnia gitana, a lo que ella contesta con la frase: “tú ya me entiendes”. Se le explica que los/as chicos/as han pasado un proceso de selección muy exhaustivo, que todos/as han demostrados ser personas muy responsables con ganas de aprender el oficio de la hostelería, a lo que la Sra. acepta a que se le explique el programa. En el ámbito de empleo, las personas gitanas que no responden a los estereotipos físicos habitualmente atribuidos a dicha etnia, suele tener mayor facilidad del acceso al empleo y no suelen tener problemas en el puesto de trabajo. Sin embargo, la discriminación aflora en cuanto, de uno u otro modo, se las relaciona con su etnia, es ahí cuando surge el acoso laboral, los despidos improcedentes, etc. De este modo se hace evidente la discriminación basada en el origen étnico de las personas.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Barcelona,Empleo,Discriminación directa,
"Un beneficiario de los programas de empleo acude al programa Acceder para buscar ofertas de empleo. Se les proporciona los datos de dos ofertas de empleo, una de ellas de una empresa energética que ofertaba un puesto de comercial. Le citan para entrevista en una cafetería de la localidad. Acordaron fecha y hora para verse, y el empresario le pregunta: 
-“disculpa te puedo hacer una pregunta: ¿eres gitano?
El usuario contestó que sí, y el empresario contestó:
- disculpa es que a mi empresa no le interesa contratar ni a gitanos, ni a rumanos, ni ecuatorianos…”
 En este caso nos encontramos ante un caso de discriminación directa en el acceso al empleo prohibido por la Directiva 2000/43/CE y por la legislación española.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Toledo,Empleo,Discriminación directa,
"A principios de marzo 2013 se firma un convenio de colaboración con el grupo Inditex, para que siete participantes gitanas del programa ACCEDER realicen prácticas no laborales en las tiendas de ropa: Pull& Bear, Stradivarius, Lefties, Kiddys Class y Berskha, que el grupo tiene en el municipio de Cuenca. La gestión de las prácticas se realiza directamente con la representante de la empresa en la sede central, que en ningún momento puso algún impedimento, facilitando la gestión y puesta en marcha de las mismas. Antes de comenzar, la prospectora laboral se presenta en todas las tiendas y toma contacto con los/las encargados/ as de cada una, siendo recibida de manera adecuada. Las prácticas se inician el 11 de marzo, y la prospectora laboral y la mediadora acompañan a cada participante a la tienda asignada, siendo recibidas de forma correcta. Durante todo el proceso de prácticas (hasta el 3 de abril de 2013), se tiene contacto continuo, tanto con las chicas que realizan las prácticas como con las personas encargadas de cada tienda. La valoración por ambas partes resulta muy positiva. Una vez finalizado el periodo, la prospectora laboral recorre cada tienda, recogiendo las hojas de firmas y realizando una valoración final de la experiencia. Cuando llega a la tienda Pull& Bear (dos chicas de prácticas), se encuentra con que han cambiado de encargado, y ahora hay una nueva responsable, que dice haber tirado las hojas de firmas porque había ido a por ellas muy tarde y porque la experiencia no había sido positiva. Al preguntarle la prospectora por qué consideraba mala la experiencia, cuando ella no había supervisado las prácticas y el encargado anterior las había valorado bien, contesta que porque una de las chicas se dio de baja por tendiditis la última semana. La prospectora laboral le apunta que la falta estaba justificada, porque tenía un informe médico, a lo que la encargada sentencia, que “con esta gente, siempre pasa lo mismo”. Se le recrimina su actitud, con el argumento de que cualquier persona, en prácticas o contratada, puede ponerse enferma, que en este caso la falta no fue una excusa porque estaba justificada por un médico, y que ella no había realizado bien su trabajo, al tirar un documento que justificaba una acción formativa convenida con los representantes del grupo Inditex.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Cuenca,Empleo,Discriminación directa,
"Una beneficiaria de los programas de empleo que desarrolla la FSG en Ciudad Real presentó una denuncia al Ayuntamiento de Minglanilla porque se sintió discriminada por ser gitana. La mujer nos comunica que en la entrevista previa para acceder al taller de empleo de apicultura que ofertaba el Ayuntamiento, solo le hicieron dos preguntas: si tenía carnet de conducir y si tenía conocimientos en apicultura. Desde el Área se aconseja realizar un sondeo para comprobar si el resto de entrevistas han sido parecidas y confirman desde el dispositivo de Ciudad Real que no, que la entrevista de algunas personas que entraban antes que ella fue de mucho más tiempo y que además ella cumplía todos los requisitos que establecían las bases para acceder a ese taller de empleo. Una vez más, nos encontramos con la gran dificultad que tienen muchas personas gitanas para acceder al empleo cuando éstas responden a los estereotipos físicos habitualmente atribuidos a la etnia.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Cuenca,Empleo,Discriminación directa,
"La FSG recibe una oferta de empleo por una mujer que se acerca al dispositivo de la FSG en Huesca. La mujer comenta que necesita una persona para cuidar a su nieta durante unas horas por la tarde y que no tiene a nadie, ni familiares que se puedan ocupar de sus cuidados, y para ello nos solicita ayuda. Cuando la Fundación Secretariado Gitano expone los programas de empleo que desarrolla, se sorprende gratamente pues no los conocía. Desde la FSG se propone a dos chicas de gitanas que cumplen con el perfil de la oferta de empleo que nos demanda. Después de una primera entrevista con la chica que finalmente fue seleccionada para el puesto, todo hace indicar que se va a llevar a cabo la contratación. Se intercambian teléfonos, la chica visita la casa para conocer a la familia de la mujer que requiere sus servicios. Sin embargo, al día siguiente, la mujer envía un mensaje de texto a la chica diciéndole que un familiar suyo se va a hacer cargo de su hija y que por lo tanto no la va a contratar. La joven nos comenta que no sabe que ha podido ocurrir pues ella misma le dijo que no tenía a nadie que se hiciera cargo de su hija y que estaba encantada. No obstante, nos comenta que estando en su casa surgió el tema de su etnia.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Huesca,Empleo,Discriminación directa,
"La coordinadora del equipo FSG de Huesca nos informa de que se contactó con una empresa de deportes de Huesca tras ver una oferta publicada en prensa. Solicitan una aprendiza para tienda de deportes. La FSG se presenta como programa de empleo Acceder; la empresa se muestra muy dispuesta a colaborar, y conciertan una cita. En la entrevista, nada más comentar que se trata de la Fundación Secretariado Gitano, la persona de la empresa muestra reticencias a colaborar; dice que “no quiere a una gitana porque, aunque ella no es racista, las personas gitanas van a su tienda a robar “. La tienda está en el paseo Ramón y Cajal, calle cercana al barrio del Perpetuo Socorro con alto índice de población gitana; dice que ha visto muchos casos de gente de etnia gitana que va a robar. Relata una experiencia en concreto en la que se interpuso una demanda y hubo juicio. La persona de la FSG trata de explicarle lo injusto que resulta que se juzgue a todas las personas en base a las experiencias protagonizadas por algunas, y le pone ejemplos de personas gitanas que trabajan, tanto en la propia Fundación, como en otras empresas y de experiencias exitosas de formación y empleo desde ese programa. La persona de la empresa se intenta justificar en que depende del tipo de empresa y pide que se comprenda su postura, incluso pide que no se difunda que es reticente a contratar personas gitanas. Se le informa de que la misión de la FSG es hacer una labor de sensibilización sobre ese tipo de enfoques basados en prejuicios. Este caso es un claro reflejo de la dificultad que tienen las personas gitanas en el acceso al empleo. Barreras que en numerosas ocasiones, y pese a la labor de sensibilización e interlocución que realizan organizaciones como la nuestra, son difíciles de superar. La discriminación directa prohibida por la Directiva 2000/43/CE, vuelve a ser la protagonista en estos casos.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Huesca,Empleo,Discriminación directa,
