hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link
"La Voz de Galicia publicó una noticia sobre una persona drogodependiente conflictiva, donde menciona su pertenencia a la etnia gitana: “D.S.R. es drogodependiente y cuenta con numerosos antecedentes penales por varios delitos. De etnia gitana, deambula todos los días por la villa, amedrentando a todo aquel que se encuentra a su paso”. Este tipo de noticias sobre delincuencia y conflictividad social no aporta información que sea relevante para su comprensión y sin embargo, refuerza estereotipos y prejuicios. Hay que tener en cuenta que el conflicto vecinal se produjo solamente con una persona concreta y se obvia la diversidad existente contribuyendo así al rechazo de toda la comunidad.",Se envió carta de queja al medio.,"No hubo respuesta. Desde la FSG hemos constatado que este medio, La Voz de Galicia, tiene una clara tendencia a mencionar sistemáticamente la etnia en casos de delincuencia, a pesar de las numerosas quejas enviadas.",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Ourense,Medios de comunicación,Discriminación directa,['https://www.lavozdegalicia.es/noticia/ourense/xinzo-de-limia/2018/07/14/drogodependienteatemoriza-xinzo/0003_201807O14C2994.htm'],https://informesdiscriminacion.gitanos.org/casos/galicia-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-0
"El periódico “Mediterráneo Digital” publicó una noticia relacionada con un acto de violencia ocurrido en San Sebastián de los Reyes, donde se menciona la etnia en varias ocasiones. Título de la noticia: “Gitanos matan a puñaladas a un chico en Madrid y huyen en su furgoneta”.",Se envió carta de queja.,"Negativo. No hubo respuesta. Este medio se caracteriza por publicar muchas noticias con el objetivo de criminalizar a la comunidad gitana, algunas de ellas falsas (lo que se conoce como “fake news”).",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Madrid,Medios de comunicación,Discriminación directa,['https://www.mediterraneodigital.com/sucesos-espana/ultimas-noticias-sucesos-espana/se2/gitanos-matan-a-punaladas-a-un-chico-en-madrid-y-huyen-en-su-furgoneta.html'],https://informesdiscriminacion.gitanos.org/casos/madrid-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-0
"La técnica de Igualdad de la FSG detectó unos comentarios on line de odio antigitano, a partir de unos vídeos publicados en Youtube por un particular, donde se mostraba el estado en que se encuentra el Barrio de Colorines en Badajoz y las condiciones que viven algunas personas. Estos comentarios de odio son los siguientes: 
“Hay que quemar el barrio con todos los gitanos dentro”, “yo si que soy racista, los gitanos son gentuza como es evidente, los que no se podían ir a vivir a cualquier barrio de estos”, “es uno de los peores barrios de Badajoz está lleno de gitanos, ladrones y sinvergüenzas y son más guarros de hecho no cuidan sus propias casas”...
",Desde el Departamento central de FSG se envió una carta para que se retiraran los comentarios.,Positivo. Se retiraron los comentarios que denunciamos.,2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Badajoz,Redes sociales,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/badajoz-redes-sociales-e-internet-discriminaci%C3%B3n-directa
En una cuenta de twitter encontramos el siguiente tweet: “la mejor manera de estar de un gitano es muerto”. Desde la FSG se reportó esta cuenta en twitter y se solicitó su eliminación. Pasados unos días comprobamos en el Departamento que ese tweet había sido eliminado.,,,2016-01-01T00:00:00+01:00,2016-01-01T00:00:00+01:00,Estatal,Redes sociales,Discriminación directa,['https://twitter.com/GitanosMuertos/status/689882526144450561'],https://informesdiscriminacion.gitanos.org/casos/estatal-redes-sociales-discriminaci%C3%B3n-directa
"Una asociación cultural llamada “Círculo ánimas” publicó un vídeo sobre el mal estado del casco histórico de Jaén. En el minuto 13 intervenía una mujer que trabaja con un grupo de teatro cuyas obras se representan en los baños árabes del casco histórico. Esta mujer afirmaba lo siguiente: “El actor que está fuera tiene que estar escondido porque por esa zona concretamente la familia que es gitana no quiere ese turismo, a nosotros nos conocen ya, pero a veces les da por apoyarnos y otras por destruirnos. Nos encontramos actores que se han tenido que esconder en una esquina de los baños árabes porque les han empezado a insultar, a pegar patadas...”.","Se contactó de forma personal con la mujer que afirmó lo anterior, pues su comentario incurría en una forma de discriminación hacia la comunidad gitana.","Positivo. Esta chica reconoció su error, se disculpó y explicó que no había sido su intención mencionar la etnia y fomentar los estereotipos contra la comunidad gitana, que fue de forma inconsciente y que no volvería a ocurrir. También comentó que iba a hablar con los editores del vídeo y con su compañero que grabó el vídeo ya que ellos tampoco habían sido conscientes al difundirlo. Además, agradeció el contacto, pues aprovechando la situación, nos hizo partícipes de su problema con estos vecinos, y llevamos a cabo una mediación para acercar posturas y buscar una solución",2017-01-01T00:00:00+01:00,2017-01-01T00:00:00+01:00,Jaén,Redes sociales,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/ja%C3%A9n-redes-sociales-discriminaci%C3%B3n-directa
"En enero de 2019 se publicó una noticia en dos periódicos gallegos (La Voz de Galicia, El Correo Gallego) sobre un juicio por un incidente entre varias personas. La noticia menciona la etnia de las personas y familias implicadas en el suceso: 
“Absueltos por prueba insuficiente dos hermanos del príncipe de los gitanos”. “Entre los testigos que se ausentaron el conocido como patriarca del clan de Los Morones y rey de los gitanos pontevedreses, Olegario Giménez, que excusó su presencia al encontrarse enfermo.” “Absuelven a todos los acusados por la reyerta en casa del ‘rey de los gitanos”. “El patriarca del clan no acudió por encontrarse enfermo.”
",Se enviaron cartas de queja a ambos medios.,Negativo. No se recibió respuesta ni se cambiaron las noticias.,2019-01-01T00:00:00+01:00,2019-01-01T00:00:00+01:00,Pontevedra,Medios de comunicación,Discriminación directa,['https://www.lavozdegalicia.es/noticia/pontevedra/pontevedra/2019/01/16/absueltos-prueba-insuficiente-dos-hermanos-principe-gitanos/0003_201901201901161547636246498.htm'],https://informesdiscriminacion.gitanos.org/casos/pontevedra-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-0
"El Diario de Noticias de Navarra publicó una noticia sobre una pelea, donde un hombre fue asesinado. El texto de la noticia menciona la pertenencia étnica de las personas implicadas en el suceso.",Se envió una carta de queja al periódico explicando que esa mención étnica es innecesaria y es una mala praxis periodística.,Positivo. Se eliminó la referencia étnica en la publicación on line de la noticia.,2019-01-01T00:00:00+01:00,2019-01-01T00:00:00+01:00,Navarra,Medios de comunicación,Discriminación directa,['https://www.noticiasdenavarra.com/2018/12/27/sociedad/estado/muere-un-hombreapunalado-en-el-pecho-en-madrid-'],https://informesdiscriminacion.gitanos.org/casos/pamplona-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-0
"En una noticia de la Voz de Galicia, referente a un barrio chabolista de Vilagarcía de Arousa, se refieren al lugar como “un poblado gitano”, vinculando así a la comunidad gitana con la marginalidad. Además, a partir de la publicación aparecieron on line numerosos comentarios antigitanos, por ejemplo: “El Victimismo como forma de vida. Así que no quieren pisos, quieren que se les respeten construcciones ilegales, tiene el entorno como un vertedero, reciben pagas por todos lados. Pues yo me hago una pregunta, ¿qué hace esta buena gente para mejorar la sociedad de la que viven? Cuando cumplan con sus obligaciones, que pidan derechos”.","Se envió una carta de queja al medio, explicando su mala praxis periodística.","Positivo. La periodista respondió agradeciendo las aportaciones realizadas por la FSG y asegurando que a partir de ahora contaría con la organización como fuente de información a la hora de abordar estos temas. Un tiempo después publicó un reportaje sobre el mismo tema, omitiendo el origen étnico de las personas.",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Pontevedra,Medios de comunicación,Discriminación directa,['https://www.lavozdegalicia.es/noticia/arousa/vilagarcia-de-arousa/2018/07/15/amenaza-piquetapesa-sobre-tres-chabolas-poblado-berdon/0003_201807A15C3991.htm'],https://informesdiscriminacion.gitanos.org/casos/galicia-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa
"Se publicaron en El Mundo unas declaraciones de la modelo Paula Echevarría, quien para explicar que otra modelo era mucho más guapa que ella, utilizó la expresión “Es como comparar a Dios con un gitano”. A raíz de la publicación de esta noticia, se vertieron varios comentarios antigitanos: 
“A mí los gitanos me dan un asco nauseabundo. Yo los mandaba a una isla como se hacía antiguamente con los leprosos, que en este caso sí que los pobres no tenían culpa” “Entre los que el 99.99% de los gitanos forman parte, me refiero a ignorantes y asociales”. “No es racismo porque no pienso que sean otra raza. Lo que es, se llama orden, convivencia, civismo, vivir y convivir en sociedad respetando a los demás y a lo ajeno. Todo eso que ellos rechazan de forma sistemática”. “Todo el mundo sabe los que son los gitanos en España y cómo viven. Aquí no se trata de racismo, sino de REALIDAD. Y efectivamente, comparar a Dios con una de las razas más despreciadas (no despreciables) de la Tierra es un disparate”. “Hace falta explicar lo que hacen los gitanos? La frase es muy pero que muy correcta. Yo la uso a diario y he tenido la desgracia de asistir a dos asesinatos en directo con navaja (no hace falta detallar la etnia de los agresores, quizá parientes cercanos tuyos)”. “Los primeros que no luchan por la integración son ellos. Si respetaran más las propiedades ajenas quizás las cosas cambiarían bastante”. -Nº42. Jmferc: “No se puede tratar igual a los que son desiguales”. “Y todos los que son Doctores, o arquitectos, o químicos, o mecánicos, o lo que sea…?? Y claro… aquello de que no han tenidos las mismas oportunidades que cualquier otro que no sea gitano, ya no cuela. Totalmente anti-sistemas pero parasitarios del mismo con avaricia”
","Se envió un mail a la redacción de El Mundo.es poniendo en conocimiento los comentarios vertidos y solicitando la retirada de los mismos Aunque el medio no ha contestado, a fecha 22 de agosto se constató que en la publicación se había eliminado los comentarios señalados.",Positivo. Se eliminaron los comentarios de odio antigitano.,2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,['https://www.elmundo.es/loc/famosos/2018/07/02/5b39fe63e5fdea32378b4628.html'],https://informesdiscriminacion.gitanos.org/casos/estatal-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-7
"El día 11 de julio de 2018 en el periódico digital “Diario de Almería” se publicó una noticia cuyo titular era el siguiente “Cae en El Puche, la mayor plantación ‘indoor’ de ‘maría” donde se menciona la etnia de la familia protagonista del suceso: “Los ‘Cheriff’ son viejos conocidos de la Policía Nacional. Este clan familiar de etnia gitana se ha visto implicado en diversos casos criminales durante las últimas décadas.”",Se envió una carta de queja a este medio.,"No hubo respuesta ni se eliminó la mención a la etnia de los supuestos implicados. No es la primera vez que nos ponemos en contacto con este medio por la misma razón, la mención a la etnia gitana en titulares sobre delincuencia. Alguna vez nos han contestado pidiendo disculpas y en otras ocasiones no.",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Almería,Medios de comunicación,Discriminación directa,['https://www.diariodealmeria.es/almeria/Narcotrafico-barriadasCae-Puche-plantacion-indoor_0_1262573824.html'],https://informesdiscriminacion.gitanos.org/casos/almer%C3%ADa-medios-de-comunicaci%C3%B3n-discriminaci%C3%B3n-directa-2
