hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference
"Un alumno gitano y reconocible como tal por su perfil étnico muy marcado, recibió comentarios racistas de sus compañeros. La profesora, que contó la situación, no especificó los comentarios, pero sí dijo que entre los insultos estaba la mención a la etnia gitana.",Las trabajadoras de la FSG contactaron con la orientadora del centro educativo y acordaron unas formaciones al alumnado sobre estereotipos y prejuicios hacia la comunidad gitana.,"Se confirmaron las acciones de sensibilización, pero no se llevaron a cabo por la pandemia.",2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Navarra,Educación,Discriminación directa,
"Una trabajadora de la FSG tuvo conocimiento de que a dos niños gitanos, con necesidades auditivas especiales, no se les concedió un intérprete, a pesar de que los informes pedagógicos trasladaban esa necesidad.","Desde la FSG comprobamos que a otra niña no gitana con un grado similar de discapacidad, sí se le había reconocido este apoyo, confirmando así los indicios de una posible discriminación por el origen étnico. Se contactó con la profesional de educación y, posteriormente, con las madres de los niños, a quienes se les facilitó un formulario de solicitud de informes pedagógicos, que deberían después llevar a la secretaría del centro.",Las madres no quisieron seguir adelante con la actuación propuesta.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,León,Educación,Discriminación directa,
"Una familia gitana, con cuatro hijos/as menores de edad, llevaban dos años recibiendo un trato humillante y desigual en un colegio concertado por parte de algunos docentes. Como no pudieron abonar la cuota mensual, por su situación de vulnerabilidad, no les dejaron participar en actividades del colegio y cuando tenían teatro u otra actividad, les sacaban del aula. Les dijeron que si no podían pagar el uniforme se fueran a otro colegio y en una ocasión, la profesora le dijo al niño de 11 años: “Tú no vales para este colegio”. La administrativa les dijo a los padres que era la única familia del colegio que cobraba la Renta Mínima de Inserción. Tenían claro que les estaban discriminando por ser pobres, pero creían que también era por ser gitanos. Querían educar a sus hijos/as en una escuela concertada, siendo conscientes de que no iban a poder asumir los gastos, pero desde la Comisión de Escolarización les dijeron que la cuota mensual del centro era voluntaria.","Se asesoró a la madre en los derechos de sus hijos e hijas en una educación en igualdad de condiciones y en su derecho a no ser discriminados. Se contactó con el departamento de orientación del centro educativo, que trasladó que nunca hubo problemas con la familia.",Positivo. Desde el momento que llamamos al centro no volvieron a sentir que se les trataba de una manera humillante o discriminatoria.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Madrid,Educación,Discriminación directa,
"Un alumno gitano de un Instituto recibió un informe de derivación a una escuela técnica y el informe mencionaba explícitamente la etnia gitana del alumno. Además, se señalaba en el mismo informe: “padres normales”.",Desde la FSG se asesoró a los padres en las medidas que se podían tomar para que retiraran la mención a la etnia del informe y además proponer alguna acción de sensibilización.,La familia decidió no denunciar.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Navarra,Educación,Discriminación directa,
": Una alumna de un Máster Universitario contactó con la FSG para saber el número de gitanos/as que vivían en Granada, según dijo no lo encontraba en el censo. Se le explicó que en la actualidad no se recaban datos estadísticos desglosados de la población española, en ninguno de los municipios, pero que se le podía dar datos aproximados. La alumna respondió que estaba haciendo una etnoencuesta para un trabajo sobre migración internacional y el título era: “Cómo perciben los ciudadanos de Granada al colectivo gitano”.",Se explicó a la alumna que el mismo planteamiento de la etnoencuesta era ya prejuiciosa puesto que no consideraba a los gitanos/as ciudadanos/as de Granada. Se le asesoró sobre los planteamientos que debía cambiar para no contribuir a estereotipos o prejuicios sobre la población gitana.,Positivo. La alumna agradeció mucho las aportaciones y se replanteó algunas cuestiones.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Granada,Educación,Discriminación directa,
"Desde la FSG se tuvo conocimiento del contenido antigitano del libro de los “Doce cuentos mágicos”. En el cuento de “Garbancito” se podía leer que Garbancito iba en una burra y se encontró a unos gitanos, que querían coger la burra, etc. mencionando estereotipos sobre los gitanos.","Se envió carta a la editorial, para que retirara de la circulación un cuento que iba dirigido a la infancia y favorecía los prejuicios precisamente hacia una comunidad que históricamente ha sido estigmatizada. Asimismo, solicitamos que se hiciera llegar la queja a la autora o autor de dicho relato y que tuvieran en cuenta la responsabilidad que tienen en generar conciencia en uno o en otro sentido.","Parcialmente positivo. El libro estaba ya descatalogado, pero era imposible retirar los que había.",2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Granada,Educación,Discriminación directa,
"Un alumno gitano de un Instituto recibió un informe de derivación a una escuela técnica y el informe mencionaba explícitamente la etnia gitana del alumno. Además, se señalaba en el mismo informe: “padres normales”.",Desde la FSG se asesoró a los padres en las medidas que se podían tomar para que retiraran la mención a la etnia del informe y además proponer alguna acción de sensibilización.,La familia decidió no denunciar.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Murcia,Educación,Sin especificar,
"Un hombre que estaba en un curso para obtener el CAP (Certificado de aptitud pedagógica), escuchó, mientras el profesor daba clase, comentarios por sus compañeros utilizando expresiones racistas, comparando a los gitanos con todos los ladrones de camiones o con delincuentes que se saltan todas las leyes. El hombre les dijo que era gitano, pero no quiso llevar a cabo ninguna actuación mientras durase la formación, por si interfería en su obtención del título.","Desde la FSG se asesoró al hombre y se le aconsejó hablar con el profesor y en caso de que no hubiera respuesta adecuada, enviar una carta de queja desde la FSG. El hombre optó por esperar a hacer el examen y después hablar con el profesor, para explicarle cómo se había sentido y que no debería haber permitido los comentarios antigitanos en su clase.","Positivo. El profesor reconoció la situación discriminatoria que se había producido y pidió disculpas al hombre, asegurando que no volvería a suceder.",2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Valencia,Educación,Discriminación directa,
"Un alumno gitano, menor de edad, estaba en una sesión de tecnología y el profesor realizó comentarios antigitanos al alumno.",Desde la FSG se contactó y se asesoró a la madre del alumno para que concertase una cita con la tutora y el profesor que realizó los comentarios. La madre concretó una reunión y explicó la situación y cómo se había sentido su hijo.,"Positivo. El profesor que realizó los comentarios, se disculpó con la madre y con su alumno. No volvió a realizar comentarios de ese tipo.",2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Huelva,Educación,Discriminación directa,
"Una alumna gitana empezó a recibir comentarios por otro alumno no gitano, en relación a su físico y a su identidad étnica, como por ejemplo: ”lo tienes todo, gorda, fea y gitana”. La joven empezó a sentirse mal y, como era alumna del Programa educativo Promociona, la madre de ella contactó con la técnica de la FSG.","Desde la FSG se llamó al centro y se solicitó una reunión con la tutora, a la que acudieron dos técnicas de la FSG y la madre de la alumna. La tutora ya tenía conocimiento del caso por la alumna, que le había explicado por qué no quería ir a clase.","Positivo. La tutora habló con el alumno, que cambió su actitud. En caso de que continuase la situación, se asesoró a la familia de la víctima para que supiese qué hacer al respecto.",2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Huelva,Educación,Discriminación directa,
