hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link
"Dos usuarios de la FSG en Badajoz, explican que se dispusieron a la entrega de curriculum en una empresa de fruta, al entrar en la misma ya de entrada, los dependientes les ponen mala cara a él y a su mujer ambos de etnia gitana. Nos trasladan que si sintieron mal ante la actitud del responsable de la frutería pues entre otros comentarios les dijo: “que no sabía para que lo entregaban puesto que ya hicieron la selección del personal”, todo con muy mal gesto y tono de voz. Los usuarios sin mediar palabra salieron del local con sus curriculums en la mano, nos trasladan que estas aptitudes por parte de los empresarios en la búsqueda de empleo les desmotivan a la hora de realizar una búsqueda activa de empleo.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Badajoz,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/badajoz-empleo-discriminaci%C3%B3n-directa-4
"Un técnico de nuestra sede de trabajo en Mérida, acude a una reunión con una empresa privada de la localidad, cuando la técnico le informa del colectivo con el que trabaja, la gerente empieza a hacer comentarios negativos hacia la comunidad gitana. La técnico interviene explicándole la campaña de empleo “el empleo nos hace iguales” pero la gerente no tiende a explicaciones y se cierra en banda. La conversación finalizó sin llegar a ningún acuerdo.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Badajoz,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/m%C3%A9rida-empleo-discriminaci%C3%B3n-directa-0
"Un joven de etnia gitana usuario de los servicios de la FSG acudió a una entrevista de trabajo en una compañía de seguros para un puesto de comercial. Acude avisado por una amiga que trabaja allí. La entrevista va bien hasta que le dice los apellidos y el encargado le pregunta que si es gitano. Él le dice que sí y le pregunta que si hay algún problema, el encargado le responde que no, le dice que le llamarán. Nada más salir –y según su amiga- el encargado le dice que no quiere allí a gitanos. Su amiga se lo transmite. Él acude a la FSG en busca de ayuda para denunciarlo. Una vez en el dispositivo, decide llamar a su amiga de nuevo. Ésta le aconseja no decir nada de momento y trabajar con su cartera de clientes hasta que demostrara por su valía que es buen trabajador. El usuario, así lo decidió, por lo que no llevamos a cabo más acciones.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Salamanca,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/salamanca-empleo-discriminaci%C3%B3n-directa-0
"Una mujer de etnia gitana entrega su curriculum al responsable de personal de un grupo hostelero y éste le comenta a la vez que podía interesarle y que le parecía bien. Tras una larga entrevista, le preguntaron de qué país era, a lo que la mujer les confirmo que era española y de etnia gitana. Tras despedirse le dijeron que en dos días la llamarían para hacerle una prueba, trascurridos ese plazo, acudió al lugar para preguntar porque no la habían llamado y le dijeron que no querían a “gente de raza ”trabajando en su establecimiento.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Burgos,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/burgos-empleo-discriminaci%C3%B3n-directa
"Un joven gitano, usuario de los servicios que ofrece la FSG en Albacete, nos informa que hace una entrevista telefónica para cubrir un puesto de mozo de almacén, perfil que cumplía con formación y experiencia. Que tras confirmar en la misma llamada que la van a contratar e incluso lo citan para firmar el contrato. Cuando se presenta en la empresa, el gerente le dice: “que no pensaba lo que era” diciéndole que no daba la imagen que ellos querían contratar. El joven gitano nos traslada su profundo malestar por lo sucedido. Ante lo ocurrido tratamos de ponernos en contacto con la persona que realizo la selección para explicarle el trabajo que desarrollamos la FSG, pero no hemos obtenido respuesta.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Albacete,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/albacete-empleo-discriminaci%C3%B3n-directa
"Una mujer de etnia gitana usuaria del Programa de Empleo ACCEDER nos informa que trabajaba en un domicilio particular realizando labores de limpieza. Nos cuenta que las personas para las que trabajaba al enterarse de que la familia de su marido de es de etnia gitana, comenzaron a acosarla. El acoso llegó a tal punto que la usuaria tuvo que dejar el trabajo. Se sentía vigilada, mirada con recelo e invadida en su entorno laboral. La usuaria nos pide que no intervengamos por miedo a represalias y a las consecuencias que podría conllevar en su inserción laboral en la ciudad.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Zaragoza,Empleo,Discriminación interseccional,,https://informesdiscriminacion.gitanos.org/casos/zaragoza-empleo-discriminaci%C3%B3n-por-asociaci%C3%B3n
"Una mujer no gitana viene a la oficina para realizar unas gestiones. De repente comienza a hablar del tema del empleo y refiriéndose al paro en la comunidad gitana realiza comentarios como que ”lo del paro es mentira, que trabajo sí que hay como la recogida de aceitunas, etc pero es que los gitanos no quieren trabajar, prefieren vivir de las ayudas” La técnico intenta hablar con ella y sensibilizarle con respecto a este tema, le contesta que no estaba de acuerdo ya que precisamente ese es uno de los oficios a los que tradicionalmente se han dedicado y se dedican por circunstancias personales y económicas muchas gitanos y gitanas en la actualidad.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Jaén,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/linares-empleo-discriminaci%C3%B3n-directa-3
"Un voluntario de la FSG junto con un matrimonio joven de Espeluy, usuarios del Programa de Empleo ACCEDER de la FSG en Jaén están interesados en alquilar un bar-cafetería de una asociación, realizando las entrevistas y gestiones para llevar a cabo el arrendamiento encuentra por parte de los antiguos propietarios del local, una excesiva petición de documentación y de requisitos. En todas estas gestiones están asesorados por la orientadora laboral de la FSG Jaén, acompañando incluso a las visitas del local. Mientras preparan dicha documentación, en un posterior encuentro para ultimar documentos con el propietario se encuentran con que el local ya ha sido alquilado a otra persona, sin necesidad de presentar ninguna documentación, sólo haciendo el ingreso requerido y sin informarles a ellos de esta gestión. Más tarde en una última reunión con la administrativa de la asociación para pedir explicaciones, ésta en voz baja y mientras que se marchan dice: “Manuel, gitanos, gitanos, lagarto, lagarto!!” Como indicando que miedo.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Jaén,Empleo,Discriminación indirecta,,https://informesdiscriminacion.gitanos.org/casos/ja%C3%A9n-empleo-discriminaci%C3%B3n-indirecta
"Una chicas de etnia gitanas usuarias de Programa de Empleo ACCEDER se dirigen a echar unos curriculums a una empresa de trabajo. Nada más entrar, las chicas preguntan por una oferta de empleo que han visto publicada y que tiene que ver con hacer inventarios en centros comerciales. Las técnicos que estaban allí atendiendo, les miran de arriba abajo y les dicen: ¿Inventario? eso no existe…les responden. A continuación les dicen que allí no tienen trabajo para ellas. Para sus perfiles, sin ni siquiera mirar sus curriculums. Que los trabajos que tienen ellos, son para gente con otra cualificación. Las chicas nos trasladan su preocupación porque sigan ocurriendo estos incidentes en la búsqueda de empleo, les sigan negando el acceso al empleo por su condición étnica.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Almería,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/almer%C3%ADa-empleo-discriminaci%C3%B3n-directa-4
"Dos chicas de etnia gitana usuarias del Programa de Empleo ACCEDER informan a la orientadora laboral de la sede de la FSG en Almería que fueron a entregar su curriculum en un comercio de ropa de mujer como dependientas, (ya que reúnen el perfil y que además tienen formación relacionada). Al entregar su curriculum a la encargada esta les dice que no hace falta dejar el curriculum que es suficiente con la solicitud. Nos trasladan que se han sentido discriminadas y afirman que han percibido que no les ha querido coger el curriculum por ser gitanas.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Almería,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/almer%C3%ADa-empleo-discriminaci%C3%B3n-directa-3
"Una usuaria de etnia gitana vio en la puerta de una cafetería un cartel en el que solicitaban personal. Entró a entregar su curriculum y le dijeron que en ese mismo momento acababan de contratar a una persona. Pasados unos días volvió al establecimiento y vio que la oferta seguía existiendo, ya que el cartel continuaba en la puerta. Nos traslada que sintió rechazo y discriminación por ser gitana.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Jaén,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/linares-empleo-discriminaci%C3%B3n-directa-2
"La FSG Jaén puso en marcha una acción finalista consistente en la formación de 10 alumnos/as para la obtención de las habilidades y competencias para desarrollar la ocupación de camarero/a en barra y veladores/as; para ello contactó con la Asociación de Comerciantes e Industriales de Linares (ACIL). Esta entidad suministró a los compañeros unos establecimientos donde se podían realizar las prácticas de la acción finalista. Cuando el técnico de empleo presentó a dos candidatos de etnia gitana en uno de los lugares de prácticas, concretamente Café-Bar Casa Kike, el encargado llamó por teléfono a ACIL diciendo que no quería acoger a personas de etnia gitana. A pesar del intento de nuestro prospector en mediar en la situación no consiguió que el encargado aceptara a los alumnos de etnia gitana. Uno de los alumnos se desmotivó y abandonó el curso antes de incorporarse a las prácticas.",,,2012-01-01T00:00:00+01:00,2012-01-01T00:00:00+01:00,Jaén,Empleo,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/linares-empleo-discriminaci%C3%B3n-directa-1
