hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference
Se identificó un tweet con contenido de odio antigitano: “PUTOS GITANOS DE MIERDA ME CAGO EN VUESTROS MUERTOS Y EN VUESTRA PUTA RAZA,Se denunció ante el propio medio.,Resultado positivo. Se eliminó el tweet. Por ello no hay referencia.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Estatal,Redes sociales,Discurso de odio,
"Durante el estado de alarma, se personaron agentes de la policía y grúa municipal y retiran coches de gitanos residentes en el barrio de “El Paredón” que no tenían en orden la ITV. Esto genera gran revuelo entre los vecinos gitanos del barrio, que se enfrentaron a la policía alegando que se trataba de una medida de presión y discriminatoria ya que es un barrio gueto, aislado del núcleo urbano y no dispone de servicios básicos (alimentación, sanitarios, farmacias...) y los vehículos estaban estacionados. A raíz de los hechos, ser realizaron publicaciones en Facebook y Twitter que generan comentarios antigitanos y delito de odio, algunos de los más graves: - Son unas putas ratas callejeras que tenían que estar todos pudriéndose
- “Al paredón uno detrás de otro, yo lo siento pero me enervan y más con lo que hicieron en Vitoria a principio de la pandemia”
- “Nada todos fuera a tomar por culo son una raza repugnante”
- “El coronavirus son los gitanos”
- “El Führer tenía claro cómo tratar con esta basura...”
- “Esta raza sí que es un virus pandémico.”
- “Ni la policía les dice nada, un buen tiro en la cabeza y ya verás como no volvía a pasar. Gente como esta”.","Tras la recopilación y certificación de todos los comentarios antigitanos y delitos de odio recogidos y certificados el 8 de abril de 2020 se presentó denuncia ante la Fiscalía de Toledo. Con fecha 13 de mayo, se recibe comunicación de Diligencias de Investigación núm. 36/20 y que se trasladado la denuncia interpuesta al Juzgado de Instrucción Decano de Talavera de la Reina",Nos notificaron el Decreto de Fiscalía de 13 de mayo de 2020 y la correspondiente denuncia ante el Juzgado Decano de Talavera de la Reina. Pendiente de resolución judicial. Referencias: Este caso se puede consultar en detalle en el capítulo de Litigios.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Toledo,Redes sociales,Discurso de odio,
"En redes sociales se difundió un vídeo con una publicidad de un juego llamado Guatafac que incluye una pregunta estereotipada hacia las personas gitanas. La pregunta era: “¿Cuáles son las principales fuentes de ingresos de los gitanos? Respuestas: oro, apuestas y matrimonios concertados. “","Se denunció la publicidad del juego y se hizo especial mención a la pregunta que incluye el mismo relacionada con personas gitanas. Además, se envió una carta de queja a través de su página web insistiendo en la eliminación de la pregunta y de la publicidad de la misma en redes sociales.",Positivo. Eliminaron la publicidad del juego y eliminaron la pregunta tanto en la publicidad del juego como en el juego físico.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Estatal,Redes sociales,Discurso de odio,['https://www.facebook.com/guatafac.juego/videos/659347334884668/']
"Se publicaron en Facebook comentarios racistas al hilo de un reportaje publicitario sobre una mujer transexual de etnia gitana. En la red social Facebook, apareció una noticia titulada “De Jonathan a Jennifer, así es la historia de una mujer transexual y gitana”, a través del canal DMAX España. A raíz de este reportaje, aparecen comentarios antigitanos.","Se denunciaron los comentarios a la plataforma, por incitación al odio por razón de etnia.",Negativo. No se han eliminado los comentarios.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Almería,Redes sociales,Discurso de odio,['https://www.facebook.com/DMAXes/posts/3596307497066511.']
"Una mujer hizo un comentario racista dentro del grupo de Watsapp, se dirigió a los gitanos de forma discriminatoria, tras ver un grupo de gente en la calle, -ella daba por hecho que eran gitanos-, durante el confinamiento. Los comentarios eran “Eran gitanos, parecían ratones corriendo de un sitio para otro”, “luego son los primeros en llevarse el papel del WC y la leche y la carne” , “ y cuando van a los cultos ni te cuento”, “esos no pagan las multan que les echen”…",La técnica de la FSG habló con la autora de los mensajes para explicar el daño que hacían. La mujer se disculpó.,Positivo,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Jaén,Redes sociales,Discurso de odio,
"Con motivo del 8 de abril, Día del Pueblo Gitano, el periódico La Vanguardia en su página de Facebook hizo una publicación sobre la Campaña #YoElijoNoSerRacista. A partir de ahí se producen una serie de comentarios racistas, que no fueron controlados por la persona que modera.",se solicitó y se reportó a las redes sociales la eliminación de los comentarios racistas hacia las personas gitanas,Negativo. Los comentarios no se eliminaron.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Estatal,Redes sociales,Discurso de odio,['https://www.facebook.com/LaVanguardia/posts/3339436096119956']
"Una joven gitana nos trasladó que en Facebook apareció publicada una página “Eres de Aguadulce” donde una chica escribió un comentario que hacía referencia a que le acaban de robar en su negocio y alertaba de que eran “3 gitanitas, hay que tener mil ojos”. Otros comentarios fueron: “Me apuesto un kilo de peras a que son personas de cromosomas repes en una biblioteca no los verás si no es para robar”, “¿iban con la cabra?”. etc.",Se reportó a Facebook para su retirada.,Negativo.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Almería,Redes sociales,Discriminación directa,['https://es-es.facebook.com/groups/679138322123406/']
"Una usuaria gitana de la aplicación TikTok subió un vídeo parodiando el desabastecimiento de los supermercados debido a la compra masiva de víveres por el COVID-19. Tras ello, recibió un aluvión de comentarios racistas estereotipando a la comunidad gitana e insultándola. - Los gitanos son así normalmente, lo llevan en la sangre, les sale innato.
- Gitanos, lo llevan en la sangre tristemente, llevan viviendo así siglos.
- Después se preguntan por qué la gente tiene rechazo a los gitanos si son ellos mismos los que alimentan los estereotipos negativos de su pueblo.
- Es lo que tiene esta chusma dando siempre la nota.
- Siempre dando espectáculo y faltas de respeto.
- No podéis negar, siempre estáis dando gritos y creyéndoos aquí dioses, en fin. Esa actitud no es buena.
- Oh vaya, un gitano siendo agresivo, no me lo esperaba.
- Se nota que son gitanas.
- Lo que pasa es que la educación no llegó a su raza",Se reportó el caso a TikTok.,Negativo. No se retiraron los comentarios.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Estatal,Redes sociales,Discurso de odio,['https://www.tiktok.com/tag/gitanas?lang=es.']
En una página de Facebook que hablaba de un barrio de Valencia se hizo alusión a la población gitana que vivía en aquel barrio. Los comentarios al hilo eran discriminatorios.,Se reportó al propio medio solicitando su retirada.,Negativo. Facebook valoró que aquellos comentarios no incumplían las normas comunitarias.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Valencia,Redes sociales,Discurso de odio,['https://www.facebook.com/156042987763721/posts/3169684846399505/?d=n']
En redes sociales se difundió un vídeo contra la FSG; a raíz de dicho vídeo surgieron comentarios de rechazo y discriminación hacia la comunidad gitana en general.,Desde la FSG se solicitó la retirada y eliminación de dichos comentarios y eliminación de los vídeos en las plataformas donde fueron publicados.,Positivo. Se eliminaron el video y los comentarios.,2020-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,Estatal,Redes sociales,Discurso de odio,
